Airline,Month,Passengers
R0,12,118.0
R3,7,368.0
R3,8,675.0
R3,9,142.0
RJ,1,19258.0
RJ,2,12866.0
RJ,3,18623.0
RJ,4,21900.0
RJ,5,20971.0
RJ,6,26980.0
RJ,7,33025.0
RJ,8,34020.0
RJ,9,24503.0
RJ,10,21840.0
RJ,11,16853.0
RJ,12,19764.0
RU,1,0.0
RU,2,0.0
RU,3,0.0
RU,4,0.0
RU,5,0.0
RU,6,0.0
RU,8,0.0
RU,9,0.0
RU,10,0.0
RU,11,0.0
RU,12,0.0
RV,1,339074.0
RV,2,374898.0
RV,3,500602.0
RV,4,366423.0
RV,5,257167.0
RV,6,215081.0
RV,7,254691.0
RV,8,271811.0
RV,9,201059.0
RV,10,248032.0
RV,11,297016.0
RV,12,329036.0
RVQ,1,2.0
RVQ,2,2.0
RVQ,3,6.0
RVQ,4,2.0
RVQ,5,37.0
RVQ,6,50.0
RVQ,7,134.0
RVQ,8,119.0
RVQ,9,30.0
RVQ,10,5.0
RVQ,11,4.0
RVQ,12,2.0
S4,1,6500.0
S4,2,5145.0
S4,3,7276.0
S4,4,8976.0
S4,5,9959.0
S4,6,16053.0
S4,7,22185.0
S4,8,20189.0
S4,9,16755.0
S4,10,9838.0
S4,11,6646.0
S4,12,6514.0
SA,1,23355.0
SA,2,18627.0
SA,3,25981.0
SA,4,22648.0
SA,5,24696.0
SA,6,26420.0
SA,7,29249.0
SA,8,30815.0
SA,9,29855.0
SA,10,27535.0
SA,11,25501.0
SA,12,27757.0
SE,1,2576.0
SE,4,6051.0
SE,5,16480.0
SE,6,29570.0
SE,7,45475.0
SE,8,49071.0
SE,9,23853.0
SE,10,14618.0
SE,11,8986.0
SE,12,10584.0
SEB,1,19187.0
SEB,2,18758.0
SEB,3,22221.0
SEB,4,21201.0
SEB,5,22147.0
SEB,6,21510.0
SEB,7,23381.0
SEB,8,22977.0
SEB,9,13288.0
SEB,10,15681.0
SEB,11,13228.0
SEB,12,13060.0
SK,1,82992.0
SK,2,68017.0
SK,3,103069.0
SK,4,108774.0
SK,5,118699.0
SK,6,133486.0
SK,7,141843.0
SK,8,132510.0
SK,9,122061.0
SK,10,119931.0
SK,11,88310.0
SK,12,89249.0
SN,1,9837.0
SN,2,9511.0
SN,3,17780.0
SN,4,25845.0
SN,5,22953.0
SN,6,28729.0
SN,7,27899.0
SN,8,29740.0
SN,9,24543.0
SN,10,24226.0
SN,11,13635.0
SN,12,11798.0
SNK,1,502.0
SNK,2,287.0
SNK,3,543.0
SNK,4,669.0
SNK,5,929.0
SNK,6,836.0
SNK,7,899.0
SNK,8,911.0
SNK,9,672.0
SNK,12,235.0
SQ,1,73508.0
SQ,2,62814.0
SQ,3,76764.0
SQ,4,75687.0
SQ,5,82111.0
SQ,6,86224.0
SQ,7,89096.0
SQ,8,87369.0
SQ,9,79881.0
SQ,10,85549.0
SQ,11,87897.0
SQ,12,88018.0
SU,1,67879.0
SU,2,50269.0
SU,3,69717.0
SU,4,69359.0
SU,5,76455.0
SU,6,95896.0
SU,7,97092.0
SU,8,94525.0
SU,9,91660.0
SU,10,69389.0
SU,11,58828.0
SU,12,62179.0
SV,1,32291.0
SV,2,19165.0
SV,3,27445.0
SV,4,24814.0
SV,5,30956.0
SV,6,33393.0
SV,7,42020.0
SV,8,43399.0
SV,9,27393.0
SV,10,22630.0
SV,11,23141.0
SV,12,36233.0
SVW,1,16.0
SVW,3,56.0
SVW,4,100.0
SVW,5,6.0
SVW,7,16.0
SVW,8,9.0
SVW,9,11.0
SVW,10,66.0
SVW,11,4.0
SVW,12,17.0
SY,1,245305.0
SY,2,276056.0
SY,3,339529.0
SY,4,255686.0
SY,5,224183.0
SY,6,262842.0
SY,7,292168.0
SY,8,273100.0
SY,9,195364.0
SY,10,253380.0
SY,11,263666.0
SY,12,291372.0
TA,1,98435.0
TA,2,82666.0
TA,3,93852.0
TA,4,90441.0
TA,5,94598.0
TA,6,98933.0
TA,7,108985.0
TA,8,114415.0
TA,9,103304.0
TA,10,105335.0
TA,11,118382.0
TA,12,124028.0
TB,1,4266.0
TB,2,3961.0
TB,3,2669.0
TB,4,4065.0
TB,5,4321.0
TB,7,4476.0
TB,8,4472.0
TK,1,157329.0
TK,2,132565.0
TK,3,167797.0
TK,4,177776.0
TK,5,187943.0
TK,6,189440.0
TK,7,199331.0
TK,8,199313.0
TK,9,186682.0
TK,10,182927.0
TK,11,152892.0
TK,12,159007.0
TN,1,26113.0
TN,2,21615.0
TN,3,28143.0
TN,4,32153.0
TN,5,33721.0
TN,6,35960.0
TN,7,45268.0
TN,8,45402.0
TN,9,34679.0
TN,10,33812.0
TN,11,25656.0
TP,1,53663.0
TP,2,46407.0
TP,3,56653.0
TP,4,61627.0
TP,5,62121.0
TP,6,60216.0
TP,7,62301.0
TP,8,64623.0
TP,9,60365.0
TP,10,63241.0
TP,11,51574.0
TP,12,52742.0
TQQ,1,13822.0
TQQ,2,13088.0
TQQ,3,13832.0
TQQ,4,12127.0
TQQ,5,13718.0
TQQ,6,12327.0
TQQ,7,14252.0
TQQ,8,18406.0
TQQ,9,17180.0
TQQ,10,18525.0
TQQ,11,17676.0
TQQ,12,18005.0
TR,1,7404.0
TR,2,9331.0
TR,3,11237.0
TR,4,7030.0
TR,5,9481.0
TR,6,10567.0
TR,7,9942.0
TR,8,9474.0
TR,9,3156.0
TR,10,7502.0
TR,11,7062.0
TR,12,7859.0
TS,1,19332.0
TS,2,22222.0
TS,3,37994.0
TS,4,30420.0
TS,5,7539.0
TS,6,6835.0
TS,7,8511.0
TS,8,8145.0
TS,10,6337.0
TS,11,15343.0
TS,12,24080.0
U7,1,0.0
U7,2,0.0
U7,3,0.0
U7,4,0.0
U7,5,0.0
U7,6,0.0
U7,7,0.0
U7,8,0.0
U7,9,0.0
U7,10,0.0
U7,11,0.0
U7,12,0.0
UA,1,8048980.0
UA,2,7470023.0
UA,3,9510750.0
UA,4,9395467.0
UA,5,9907784.0
UA,6,10899754.0
UA,7,11566593.0
UA,8,11071179.0
UA,9,9246013.0
UA,10,10014558.0
UA,11,9486517.0
UA,12,9643470.0
UO,1,2932.0
UO,2,2731.0
UO,3,2805.0
UO,4,2946.0
UO,5,2806.0
UO,6,2859.0
UO,7,3028.0
UO,8,3081.0
UO,9,2537.0
UO,10,2453.0
UO,11,558.0
UO,12,2874.0
UP,1,33446.0
UP,2,30477.0
UP,3,41213.0
UP,4,39234.0
UP,5,43091.0
UP,6,49777.0
UP,7,68831.0
UP,8,75473.0
UP,9,28786.0
UP,10,32928.0
UP,11,42470.0
UP,12,49503.0
UX,1,17866.0
UX,2,11650.0
UX,3,22864.0
UX,4,26513.0
UX,5,26917.0
UX,6,31162.0
UX,7,32814.0
UX,8,31122.0
UX,9,26329.0
UX,10,24871.0
UX,11,25632.0
UX,12,27102.0
Unknown,1,6291.0
V8,1,814.0
V8,2,741.0
V8,3,1054.0
V8,4,914.0
V8,5,1003.0
V8,6,1445.0
V8,7,2073.0
V8,8,1933.0
V8,9,1562.0
V8,10,1393.0
V8,11,880.0
V8,12,842.0
VA,1,43058.0
VA,2,26316.0
VA,3,28083.0
VA,4,37311.0
VA,5,31672.0
VA,6,35966.0
VA,7,40535.0
VA,8,36542.0
VA,9,41041.0
VA,10,43413.0
VA,11,39121.0
VA,12,47783.0
VB,1,22834.0
VB,2,18314.0
VB,3,22951.0
VB,4,24323.0
VB,5,24323.0
VB,6,30066.0
VB,7,31362.0
VB,8,27307.0
VB,9,26219.0
VB,10,30964.0
VB,11,36328.0
VB,12,44757.0
VH,1,5881.0
VH,2,1740.0
VH,3,2191.0
VH,4,3056.0
VH,5,2983.0
VH,6,4835.0
VH,7,5982.0
VH,8,4714.0
VH,9,3193.0
VH,10,4004.0
VH,11,4285.0
VH,12,9338.0
VI,1,3718.0
VI,2,4926.0
VI,3,7034.0
VI,4,5756.0
VI,5,6251.0
VI,6,5956.0
VI,7,6967.0
VI,8,6173.0
VI,9,4830.0
VI,10,4981.0
VI,11,5839.0
VI,12,7411.0
VIQ,1,0.0
VIQ,2,0.0
VIQ,3,0.0
VIQ,4,0.0
VIQ,5,0.0
VIQ,6,0.0
VIQ,7,0.0
VIQ,8,0.0
VIQ,9,0.0
VIQ,10,0.0
VIQ,11,0.0
VIQ,12,0.0
VJT,1,3.0
VJT,2,348.0
VJT,3,417.0
VJT,4,415.0
VJT,5,321.0
VJT,6,390.0
VJT,7,343.0
VJT,8,441.0
VJT,9,398.0
VJT,10,385.0
VJT,11,384.0
VJT,12,362.0
VR,1,2458.0
VR,2,1948.0
VR,3,2300.0
VR,4,2652.0
VR,5,2990.0
VR,6,3056.0
VR,7,1764.0
VR,8,4234.0
VR,9,2484.0
VR,10,1626.0
VR,12,2154.0
VS,1,339564.0
VS,2,288192.0
VS,3,458018.0
VS,4,518693.0
VS,5,552806.0
VS,6,607500.0
VS,7,641760.0
VS,8,650689.0
VS,9,558943.0
VS,10,575447.0
VS,11,490564.0
VS,12,492599.0
VW,1,1328.0
VW,2,1029.0
VW,3,1335.0
VW,4,1094.0
VW,5,891.0
VW,6,977.0
VW,7,1386.0
VW,8,1472.0
VW,9,1230.0
VX,1,642646.0
VX,2,621454.0
VX,3,796243.0
W8,1,0.0
W8,2,0.0
W8,3,0.0
W8,4,0.0
W8,5,0.0
W8,6,0.0
W8,7,0.0
W8,8,0.0
W8,9,0.0
W8,10,0.0
W8,11,0.0
W8,12,0.0
WG,1,24196.0
WG,2,25311.0
WG,3,30524.0
WG,4,21979.0
WG,5,3366.0
WG,6,1978.0
WG,7,1797.0
WG,8,1702.0
WG,9,1929.0
WG,10,1710.0
WG,11,11231.0
WG,12,11531.0
WI,1,0.0
WI,2,0.0
WI,3,0.0
WI,4,0.0
WI,5,0.0
WI,6,0.0
WI,7,0.0
WI,8,0.0
WI,9,0.0
WI,10,0.0
WI,11,0.0
WI,12,0.0
WL,1,12135.0
WL,2,8934.0
WL,3,12164.0
WL,4,15307.0
WL,5,16858.0
WL,6,20257.0
WL,7,19631.0
WL,8,10164.0
WL,9,7740.0
WL,10,4361.0
WL,11,5868.0
WL,12,9427.0
WN,1,12567497.0
WN,2,11723916.0
WN,3,14927697.0
WN,4,14384740.0
WN,5,15082760.0
WN,6,15369151.0
WN,7,15612290.0
WN,8,14601363.0
WN,9,13030582.0
WN,10,14643062.0
WN,11,14564711.0
WN,12,14188600.0
WRD,1,0.0
WRD,2,0.0
WRD,3,0.0
WRD,4,5.0
WRD,5,3.0
WRD,6,7.0
WRD,7,10.0
WRD,8,4.0
WRD,9,2.0
WS,1,498409.0
WS,2,497172.0
WS,3,569580.0
WS,4,522903.0
WS,5,415448.0
WS,6,370783.0
WS,7,382019.0
WS,8,395388.0
WS,9,345274.0
WS,10,402381.0
WS,11,476130.0
WS,12,476130.0
WST,5,186.0
WST,6,465.0
WST,7,956.0
WST,8,1094.0
WST,9,509.0
WST,10,59.0
WW,1,69708.0
WW,2,56215.0
WW,3,70717.0
WW,4,73466.0
WW,5,97242.0
WW,6,128369.0
WW,7,133834.0
WW,8,178704.0
WW,9,131875.0
WW,10,110026.0
WW,11,62971.0
WW,12,55105.0
X4,1,212.0
X4,2,77.0
X4,3,367.0
X4,4,536.0
X4,5,976.0
X4,6,1291.0
X4,7,1769.0
X4,8,1803.0
X4,9,815.0
X4,10,349.0
X4,11,245.0
X4,12,149.0
X9,1,19932.0
X9,2,13682.0
X9,3,9445.0
X9,4,9658.0
X9,5,10185.0
X9,6,9320.0
X9,7,8982.0
X9,8,12311.0
X9,9,9169.0
X9,10,9555.0
X9,11,10200.0
X9,12,14759.0
XL,1,12250.0
XL,2,11135.0
XL,3,12736.0
XL,4,12698.0
XL,5,12801.0
XL,6,13362.0
XL,7,15341.0
XL,8,17556.0
XL,9,12774.0
XL,10,12012.0
XL,11,12043.0
XL,12,12877.0
XP,1,34028.0
XP,2,31446.0
XP,3,31939.0
XP,4,24919.0
XP,5,18988.0
XP,8,1.0
XP,11,4.0
Y4,1,275783.0
Y4,2,206310.0
Y4,3,241047.0
Y4,4,222687.0
Y4,5,226907.0
Y4,6,249895.0
Y4,7,289832.0
Y4,8,245608.0
Y4,9,206199.0
Y4,10,215196.0
Y4,11,243554.0
Y4,12,295398.0
Y8,1,0.0
Y8,2,0.0
Y8,3,0.0
Y8,4,0.0
Y8,5,0.0
Y8,6,0.0
Y8,8,0.0
Y8,9,0.0
Y8,10,0.0
YR,1,11185.0
YR,2,9968.0
YR,3,13236.0
YR,4,13236.0
YR,5,27421.0
YR,6,25719.0
YR,7,25949.0
YR,8,25970.0
YR,9,24885.0
YR,10,18943.0
YR,11,12769.0
YR,12,9109.0
YV,1,1056619.0
YV,2,1005243.0
YV,3,1146481.0
YV,4,1153819.0
YV,5,1226776.0
YV,6,1308014.0
YV,7,1389452.0
YV,8,1344411.0
YV,9,1214227.0
YV,10,1302716.0
YV,11,1289167.0
YV,12,1226109.0
YX,1,1331384.0
YX,2,1320896.0
YX,3,1578374.0
YX,4,1593766.0
YX,5,1713861.0
YX,6,1746480.0
YX,7,1661642.0
YX,8,1645116.0
YX,9,1440225.0
YX,10,1635458.0
YX,11,1541195.0
YX,12,1533302.0
Z3,2,504.0
Z3,3,612.0
Z3,4,461.0
Z3,5,600.0
Z3,6,744.0
Z3,7,869.0
Z3,8,847.0
Z3,9,669.0
Z3,10,733.0
Z3,11,626.0
Z3,12,381.0
Z3Q,1,1095.0
Z3Q,2,2519.0
Z3Q,3,3106.0
Z3Q,4,3194.0
Z3Q,5,1855.0
Z3Q,6,2954.0
Z3Q,7,3668.0
Z3Q,8,2157.0
Z3Q,9,1177.0
Z3Q,10,1779.0
Z3Q,11,1793.0
Z3Q,12,2223.0
ZK,1,2493.0
ZK,2,2493.0
ZK,3,2542.0
ZW,1,273180.0
ZW,2,249315.0
ZW,3,326488.0
ZW,4,348694.0
ZW,5,352415.0
ZW,6,339747.0
ZW,7,354091.0
ZW,8,316360.0
ZW,9,298433.0
ZW,10,345781.0
ZW,11,329049.0
ZW,12,319301.0
ZX,1,75895.0
ZX,2,70494.0
ZX,3,93195.0
ZX,4,85167.0
ZX,5,98894.0
ZX,6,116772.0
ZX,7,119018.0
ZX,8,112928.0
ZX,9,98887.0
ZX,10,97276.0
ZX,11,73359.0
ZX,12,73465.0
