Airport,Origin,Passengers
RDU,LBB,56.0
RDU,LCK,0.0
RDU,LGA,233887.0
RDU,LHR,62313.0
RDU,LIT,128.0
RDU,LRD,0.0
RDU,MBJ,1206.0
RDU,MCI,45905.0
RDU,MCO,242239.0
RDU,MDT,1248.0
RDU,MDW,129170.0
RDU,MEM,133.0
RDU,MEX,99.0
RDU,MIA,147675.0
RDU,MKE,13374.0
RDU,MOB,49.0
RDU,MSN,193.0
RDU,MSP,125210.0
RDU,MSY,32983.0
RDU,MYR,39.0
RDU,NAS,72.0
RDU,OAK,189.0
RDU,OKC,2.0
RDU,OMA,186.0
RDU,ONT,0.0
RDU,ORD,287537.0
RDU,ORF,323.0
RDU,PBI,2046.0
RDU,PHF,102.0
RDU,PHL,211695.0
RDU,PHX,44575.0
RDU,PIE,13331.0
RDU,PIT,22322.0
RDU,PNS,146.0
RDU,PUJ,1394.0
RDU,PVD,16388.0
RDU,PWM,7665.0
RDU,RDU,0.0
RDU,RIC,367.0
RDU,ROC,0.0
RDU,RSW,1544.0
RDU,SAN,6177.0
RDU,SAT,11896.0
RDU,SAV,102.0
RDU,SEA,97468.0
RDU,SFO,119806.0
RDU,SHV,188.0
RDU,SJC,137.0
RDU,SJU,12879.0
RDU,SLC,50340.0
RDU,STL,83103.0
RDU,SWF,158.0
RDU,SYR,7251.0
RDU,TEB,4.0
RDU,TLH,407.0
RDU,TPA,132661.0
RDU,TTN,22938.0
RDU,TUL,16.0
RDU,TUS,0.0
RDU,UGN,2.0
RDU,UVF,83.0
RDU,VPS,2706.0
RDU,YIP,129.0
RDU,YOW,134.0
RDU,YUL,208.0
RDU,YVR,11.0
RDU,YWG,48.0
RDU,YYC,50.0
RDU,YYZ,46126.0
REC,ACT,6.0
REC,FLL,15512.0
REC,MCO,44790.0
REC,MIA,14106.0
REC,TUL,6.0
REX,DTW,21.0
RHO,TTN,4.0
RIC,ACY,479.0
RIC,AEX,135.0
RIC,ALB,158.0
RIC,ATL,549215.0
RIC,AUA,144.0
RIC,AUS,125.0
RIC,BDL,372.0
RIC,BED,175.0
RIC,BGR,298.0
RIC,BHM,44.0
RIC,BNA,7813.0
RIC,BOS,151288.0
RIC,BRO,0.0
RIC,BTV,56.0
RIC,BUF,82.0
RIC,BWI,416.0
RIC,CAE,105.0
RIC,CHA,41.0
RIC,CHS,68.0
RIC,CLE,210.0
RIC,CLT,264984.0
RIC,CMH,257.0
RIC,CUN,474.0
RIC,CVG,168.0
RIC,DAL,174.0
RIC,DAY,145.0
RIC,DCA,195.0
RIC,DEN,46541.0
RIC,DFW,110386.0
RIC,DSM,88.0
RIC,DTW,64376.0
RIC,EWR,70718.0
RIC,FLL,95219.0
RIC,FOK,2.0
RIC,FXE,1.0
RIC,GRR,189.0
RIC,HOU,192.0
RIC,HPN,83.0
RIC,IAD,56747.0
RIC,IAH,25940.0
RIC,ILM,48.0
RIC,IND,162.0
RIC,ISP,109.0
RIC,JAN,21.0
RIC,JAX,416.0
RIC,JFK,38045.0
RIC,LAN,22.0
RIC,LAS,316.0
RIC,LAX,147.0
RIC,LFI,0.0
RIC,LGA,105886.0
RIC,LIT,1.0
RIC,MCI,6.0
RIC,MCO,97427.0
RIC,MDT,32.0
RIC,MDW,280.0
RIC,MEM,118.0
RIC,MEX,81.0
RIC,MIA,30308.0
RIC,MKE,132.0
RIC,MOB,28.0
RIC,MSP,36174.0
RIC,MSY,402.0
RIC,MYR,0.0
RIC,NAS,255.0
RIC,OMA,0.0
RIC,ORD,159329.0
RIC,ORF,2005.0
RIC,PBI,145.0
RIC,PHF,36.0
RIC,PHL,86220.0
RIC,PHX,169.0
RIC,PIE,15936.0
RIC,PIT,58.0
RIC,PNS,1.0
RIC,PUJ,168.0
RIC,PVD,361.0
RIC,PWM,173.0
RIC,RDU,857.0
RIC,RSW,525.0
RIC,SAN,107.0
RIC,SAT,91.0
RIC,SAV,88.0
RIC,SEA,152.0
RIC,SFO,229.0
RIC,SJU,517.0
RIC,SNA,79.0
RIC,STL,181.0
RIC,TEB,3.0
RIC,TPA,880.0
RIC,TYS,184.0
RIC,YMX,0.0
RIC,YOW,22.0
RIC,YUL,38.0
RIC,YYZ,119.0
RIV,AUS,120.0
RIV,BAB,22.0
RIV,BWI,0.0
RIV,COS,216.0
RIV,CVG,0.0
RIV,GRK,1654.0
RIV,HNL,0.0
RIV,IAH,0.0
RIV,LAS,0.0
RIV,MIA,0.0
RIV,NKX,0.0
RIV,OKC,294.0
RIV,ONT,0.0
RIV,PHL,72.0
RIV,PIE,0.0
RIV,POB,200.0
RIV,STR,0.0
RIV,TCM,251.0
RIV,TYS,109.0
RME,BED,2.0
RME,BUF,51.0
RME,HPN,8.0
RME,LAS,3.0
RME,SPU,4.0
RME,TEB,2.0
RMI,BWI,6.0
RMS,BWI,377.0
RMS,RIV,0.0
RMS,WRI,0.0
RNO,ATL,4168.0
RNO,AUS,8709.0
RNO,BFI,0.0
RNO,BNA,75.0
RNO,BOI,15982.0
RNO,BOS,142.0
RNO,BUR,7.0
RNO,CLT,0.0
RNO,CVG,0.0
RNO,DAL,5968.0
RNO,DEN,215269.0
RNO,DFW,110812.0
RNO,ELP,0.0
RNO,EWR,155.0
RNO,FAT,146.0
RNO,GDL,19015.0
RNO,GEG,0.0
RNO,GRB,124.0
RNO,GRR,4.0
RNO,HNL,140.0
RNO,HUX,161.0
RNO,IAH,8833.0
RNO,ICT,0.0
RNO,IND,0.0
RNO,JFK,35081.0
RNO,LAS,408960.0
RNO,LAX,233834.0
RNO,LGB,44517.0
RNO,LNK,0.0
RNO,LRD,0.0
RNO,MCI,143.0
RNO,MDW,29904.0
RNO,MEM,0.0
RNO,MHR,0.0
RNO,MSP,2693.0
RNO,NGU,0.0
RNO,OAK,90415.0
RNO,OMA,289.0
RNO,ONT,8.0
RNO,ORD,41319.0
RNO,PDX,60737.0
RNO,PHX,209423.0
RNO,PVR,161.0
RNO,RNO,0.0
RNO,SAN,81963.0
RNO,SEA,86302.0
RNO,SFO,101747.0
RNO,SJC,91598.0
RNO,SLC,145799.0
RNO,SMF,2065.0
RNO,SNA,134.0
RNO,TEB,7.0
RNO,TUS,125.0
RNO,YIP,0.0
RNO,YNG,0.0
ROC,ACY,139.0
ROC,ALB,80.0
ROC,ATL,138493.0
ROC,BDL,0.0
ROC,BED,7.0
ROC,BOS,25414.0
ROC,BTV,81.0
ROC,BUF,301.0
ROC,BWI,139009.0
ROC,CLT,81714.0
ROC,CVG,50.0
ROC,DCA,44440.0
ROC,DFW,154.0
ROC,DTW,75064.0
ROC,EWR,93511.0
ROC,FLL,105.0
ROC,HOU,136.0
ROC,HPN,12.0
ROC,IAD,47658.0
ROC,IAH,75.0
ROC,IND,179.0
ROC,JFK,146127.0
ROC,LAX,136.0
ROC,LGA,70833.0
ROC,MCO,46983.0
ROC,MEM,0.0
ROC,MSP,27544.0
ROC,MSY,64.0
ROC,ORD,196354.0
ROC,PHL,73399.0
ROC,PHX,177.0
ROC,PIT,134.0
ROC,PVD,38.0
ROC,RDU,1.0
ROC,ROC,0.0
ROC,RSW,342.0
ROC,SEA,141.0
ROC,SLC,159.0
ROC,SNN,152.0
ROC,STL,142.0
ROC,SYR,248.0
ROC,TEB,14.0
ROC,TPA,36749.0
ROC,YHU,1.0
ROC,YKF,1.0
ROC,YMX,0.0
ROC,YTZ,1.0
ROC,YUL,127.0
ROC,YYZ,8612.0
ROP,GUM,3395.0
ROP,SPN,10625.0
ROR,GUM,23615.0
ROW,ABQ,49.0
ROW,ACT,32.0
ROW,ATL,0.0
ROW,BNA,0.0
ROW,BTR,0.0
ROW,COS,0.0
ROW,CRP,0.0
ROW,CVG,0.0
ROW,DEN,0.0
ROW,DFW,38969.0
ROW,DTW,0.0
ROW,FAT,0.0
ROW,LBB,0.0
ROW,MAF,41.0
ROW,MSP,0.0
ROW,OKC,0.0
ROW,PHX,16877.0
ROW,SLC,4.0
ROW,TUS,0.0
RSD,HPN,1.0
RSW,ACY,79945.0
RSW,ALB,5443.0
RSW,ANC,0.0
RSW,ANU,158.0
RSW,ATL,565666.0
RSW,AUS,673.0
RSW,BDL,79885.0
RSW,BIM,21.0
RSW,BNA,22732.0
RSW,BOG,256.0
RSW,BOS,288979.0
RSW,BRO,0.0
RSW,BUF,19977.0
RSW,BUR,2.0
RSW,BWI,205594.0
RSW,CDG,245.0
RSW,CGN,406.0
RSW,CLE,109346.0
RSW,CLT,227642.0
RSW,CMH,89554.0
RSW,CMW,55.0
RSW,COS,4423.0
RSW,CUN,832.0
RSW,CVG,81600.0
RSW,DAL,169.0
RSW,DCA,81008.0
RSW,DEN,74894.0
RSW,DFW,143075.0
RSW,DOV,0.0
RSW,DTW,290961.0
RSW,DUS,22342.0
RSW,EWR,258972.0
RSW,EYW,7340.0
RSW,FLL,1494.0
RSW,FPO,80.0
RSW,GCM,112.0
RSW,GGT,47.0
RSW,GNV,25.0
RSW,GRR,21457.0
RSW,GRU,139.0
RSW,GUA,154.0
RSW,GUS,0.0
RSW,HAV,348.0
RSW,HOG,43.0
RSW,HOU,263.0
RSW,HPN,31838.0
RSW,IAD,320.0
RSW,IAH,87296.0
RSW,IND,101980.0
RSW,ISP,19936.0
RSW,JAX,240.0
RSW,JFK,132783.0
RSW,LAS,1561.0
RSW,LAX,1094.0
RSW,LGA,93714.0
RSW,LIM,0.0
RSW,LIR,75.0
RSW,LIS,237.0
RSW,MAR,146.0
RSW,MBJ,570.0
RSW,MCI,19671.0
RSW,MCO,6924.0
RSW,MDW,163120.0
RSW,MEM,115.0
RSW,MEX,207.0
RSW,MGA,107.0
RSW,MIA,2834.0
RSW,MKE,70200.0
RSW,MSN,3729.0
RSW,MSP,257550.0
RSW,MSY,1044.0
RSW,MUC,5372.0
RSW,MYR,110.0
RSW,NAS,274.0
RSW,OAK,168.0
RSW,OMA,4767.0
RSW,ONT,0.0
RSW,OPF,0.0
RSW,ORD,342798.0
RSW,PBI,978.0
RSW,PHL,177116.0
RSW,PHX,3372.0
RSW,PIT,69458.0
RSW,PLS,158.0
RSW,PNS,137.0
RSW,PUJ,103.0
RSW,PVD,20724.0
RSW,PWM,2028.0
RSW,RDU,1951.0
RSW,RIC,176.0
RSW,ROC,414.0
RSW,RSW,2.0
RSW,SAP,0.0
RSW,SAT,106.0
RSW,SDQ,328.0
RSW,SEA,153.0
RSW,SFO,604.0
RSW,SJC,90.0
RSW,SJO,412.0
RSW,SJU,1026.0
RSW,SLC,1549.0
RSW,STL,91790.0
RSW,STN,0.0
RSW,STR,0.0
RSW,STT,289.0
RSW,SXM,160.0
RSW,SYR,2382.0
RSW,TGU,104.0
RSW,TLH,171.0
RSW,TPA,1763.0
RSW,TTN,21237.0
RSW,TYS,0.0
RSW,YIP,33.0
RSW,YOW,3438.0
RSW,YUL,12262.0
RSW,YYZ,140351.0
RTB,ATL,7967.0
RTB,DFW,5498.0
RTB,IAH,30317.0
RTB,MIA,8801.0
RTM,FOK,4.0
RTM,IAD,4.0
RTM,SFO,219.0
RUH,EWR,6.0
RUH,IAD,34783.0
RUH,JFK,32160.0
RZE,EWR,5426.0
SAC,BUR,3.0
SAC,CPR,6.0
SAC,PDX,0.0
SAC,TEB,4.0
SAF,ABQ,194.0
SAF,BUR,1.0
SAF,DAL,2.0
SAF,DEN,41154.0
SAF,DFW,55434.0
SAF,DTW,2.0
SAF,HHR,3.0
SAF,HPN,2.0
SAF,IAH,68.0
SAF,IND,2.0
SAF,LAX,0.0
SAF,LBB,50.0
SAF,ORD,60.0
SAF,PHX,17883.0
SAF,SFO,73.0
SAL,AEX,2353.0
SAL,ATL,51535.0
SAL,BOS,8731.0
SAL,DFW,36515.0
SAL,ELP,348.0
SAL,EWR,41841.0
SAL,FLL,16343.0
SAL,FTW,678.0
SAL,IAD,128204.0
SAL,IAH,157496.0
SAL,JFK,102459.0
SAL,LAX,223534.0
SAL,LRD,2939.0
SAL,MCO,10797.0
SAL,MIA,86941.0
SAL,ORD,13491.0
SAL,SFO,76948.0
SAN,ABQ,92720.0
SAN,AEX,15.0
SAN,ALB,97.0
SAN,ATL,411546.0
SAN,AUS,161804.0
SAN,BDL,0.0
SAN,BFI,14.0
SAN,BLI,14998.0
SAN,BNA,82658.0
SAN,BOI,65818.0
SAN,BOS,165293.0
SAN,BUR,0.0
SAN,BWI,227227.0
SAN,BYH,2.0
SAN,CDG,339.0
SAN,CHS,109.0
SAN,CLE,7450.0
SAN,CLT,161865.0
SAN,COS,16970.0
SAN,CVG,21347.0
SAN,DAL,183038.0
SAN,DEN,632036.0
SAN,DFW,510464.0
SAN,DTW,159201.0
SAN,ELP,10576.0
SAN,EWR,229393.0
SAN,FAT,50972.0
SAN,FLL,41057.0
SAN,FRA,40407.0
SAN,FUK,200.0
SAN,GDL,171.0
SAN,GEG,5405.0
SAN,GUA,15.0
SAN,HNL,145375.0
SAN,HOU,101814.0
SAN,IAD,151322.0
SAN,IAH,320679.0
SAN,ICT,238.0
SAN,IND,15557.0
SAN,IPL,0.0
SAN,JFK,329653.0
SAN,KOA,27433.0
SAN,LAS,608430.0
SAN,LAX,335984.0
SAN,LBB,2.0
SAN,LBG,4.0
SAN,LGB,139.0
SAN,LHR,85710.0
SAN,LIH,31843.0
SAN,LTN,4.0
SAN,MCI,105612.0
SAN,MCO,107850.0
SAN,MDW,191926.0
SAN,MEM,0.0
SAN,MEX,5846.0
SAN,MIA,63038.0
SAN,MKE,19546.0
SAN,MSP,266836.0
SAN,MSY,45759.0
SAN,MTY,92.0
SAN,NRT,64098.0
SAN,NUQ,14.0
SAN,OAK,441187.0
SAN,OGG,89531.0
SAN,OKC,9881.0
SAN,OMA,21183.0
SAN,ONT,4221.0
SAN,ORD,476599.0
SAN,PDX,287809.0
SAN,PHL,106556.0
SAN,PHX,667656.0
SAN,PIT,6983.0
SAN,PRG,4.0
SAN,PSP,611.0
SAN,PVR,30716.0
SAN,RDU,6401.0
SAN,RNO,78382.0
SAN,SAC,6.0
SAN,SAT,101159.0
SAN,SAV,1.0
SAN,SCK,10333.0
SAN,SEA,592783.0
SAN,SFO,930103.0
SAN,SJC,562936.0
SAN,SJD,130970.0
SAN,SJO,184.0
SAN,SLC,334221.0
SAN,SMF,564440.0
SAN,SNA,127.0
SAN,STL,117747.0
SAN,TEB,5.0
SAN,TIJ,0.0
SAN,TPA,50560.0
SAN,TUL,7587.0
SAN,TUS,80021.0
SAN,UGN,8.0
SAN,YIP,150.0
SAN,YVR,70327.0
SAN,YWG,221.0
SAN,YYC,31818.0
SAN,YYZ,59930.0
SAN,ZRH,9220.0
SAP,AEX,2293.0
SAP,ANC,0.0
SAP,ATL,47081.0
SAP,BRO,6021.0
SAP,ELP,1401.0
SAP,EWR,6092.0
SAP,FLL,56745.0
SAP,FTW,1788.0
SAP,IAH,89315.0
SAP,JFK,5739.0
SAP,LRD,0.0
SAP,MCO,2894.0
SAP,MIA,103341.0
SAP,SAT,0.0
SAP,TUL,291.0
SAQ,FLL,51.0
SAQ,OPF,8.0
SAT,ABI,192.0
SAT,ABQ,2209.0
SAT,AEX,15.0
SAT,AGU,46.0
SAT,AMA,170.0
SAT,ATL,480050.0
SAT,AUS,1736.0
SAT,BFI,16.0
SAT,BHM,271.0
SAT,BJX,272.0
SAT,BNA,87066.0
SAT,BOG,290.0
SAT,BOI,601.0
SAT,BOS,461.0
SAT,BRO,0.0
SAT,BUR,4.0
SAT,BWI,109195.0
SAT,BZE,518.0
SAT,CAE,197.0
SAT,CHS,126.0
SAT,CLE,3214.0
SAT,CLT,157586.0
SAT,CMH,1065.0
SAT,COS,15231.0
SAT,COU,0.0
SAT,CRP,1070.0
SAT,CUN,15315.0
SAT,CUU,96.0
SAT,CVG,17231.0
SAT,CZM,232.0
SAT,DAL,369237.0
SAT,DCA,510.0
SAT,DEN,241267.0
SAT,DFW,511382.0
SAT,DRT,0.0
SAT,DSM,1633.0
SAT,DTW,65191.0
SAT,ELP,80633.0
SAT,ENV,1116.0
SAT,EWR,47466.0
SAT,FLL,22103.0
SAT,FOE,140.0
SAT,GDL,26614.0
SAT,GEG,757.0
SAT,GRK,61.0
SAT,GUA,663.0
SAT,GUS,0.0
SAT,HOU,208101.0
SAT,HPN,21.0
SAT,HRL,0.0
SAT,IAD,88090.0
SAT,IAH,330153.0
SAT,ISP,0.0
SAT,JAX,3033.0
SAT,JFK,42806.0
SAT,LAN,0.0
SAT,LAS,209081.0
SAT,LAX,213974.0
SAT,LGA,775.0
SAT,LIR,396.0
SAT,LIT,13.0
SAT,LRD,15.0
SAT,MAF,352.0
SAT,MCI,42983.0
SAT,MCO,86950.0
SAT,MDT,0.0
SAT,MDW,102552.0
SAT,MEM,2958.0
SAT,MEX,124724.0
SAT,MFE,249.0
SAT,MGA,16.0
SAT,MIA,36728.0
SAT,MLM,131.0
SAT,MLU,295.0
SAT,MSP,68239.0
SAT,MSY,65524.0
SAT,MTY,21156.0
SAT,MZT,55.0
SAT,NGU,0.0
SAT,NTR,2.0
SAT,OAK,21620.0
SAT,OAX,42.0
SAT,OKC,3672.0
SAT,OMA,3572.0
SAT,ONT,26595.0
SAT,ORD,185436.0
SAT,PBC,67.0
SAT,PDX,241.0
SAT,PEK,223.0
SAT,PHL,47717.0
SAT,PHX,303087.0
SAT,PIT,129.0
SAT,PNS,123.0
SAT,PSP,106.0
SAT,PTY,22.0
SAT,PVR,605.0
SAT,QRO,212.0
SAT,RDU,11753.0
SAT,RSW,99.0
SAT,SAL,441.0
SAT,SAN,98840.0
SAT,SAP,482.0
SAT,SAV,149.0
SAT,SEA,60037.0
SAT,SFO,24988.0
SAT,SJC,8866.0
SAT,SJD,672.0
SAT,SJO,258.0
SAT,SJU,171.0
SAT,SLC,76249.0
SAT,SLP,104.0
SAT,SMF,290.0
SAT,SNA,11130.0
SAT,STL,82071.0
SAT,TPA,42927.0
SAT,TUL,2900.0
SAT,TUS,285.0
SAT,YEG,140.0
SAT,YIP,185.0
SAT,YPQ,130.0
SAT,YUM,0.0
SAT,YYC,126.0
SAT,YYZ,15719.0
SAT,ZRH,1.0
SAV,AGS,0.0
SAV,AMS,270.0
SAV,ATL,383521.0
SAV,BFM,151.0
SAV,BHM,0.0
SAV,BNA,4955.0
SAV,BOS,52798.0
SAV,BTR,0.0
SAV,BWI,15745.0
SAV,BZE,156.0
SAV,CAE,32.0
SAV,CHS,540.0
SAV,CLE,17588.0
SAV,CLT,197421.0
SAV,CMH,152.0
SAV,COS,0.0
SAV,CVG,22863.0
SAV,DCA,29397.0
SAV,DEN,9487.0
SAV,DFW,78559.0
SAV,DSM,0.0
SAV,DTW,16995.0
SAV,DUB,139.0
SAV,ELP,155.0
SAV,EWR,97141.0
SAV,EYW,76.0
SAV,FAB,6.0
SAV,FLL,544.0
SAV,FOK,3.0
SAV,GCM,132.0
SAV,GVA,0.0
SAV,HPN,67.0
SAV,IAD,48770.0
SAV,IAH,28614.0
SAV,IND,7933.0
SAV,JAX,608.0
SAV,JFK,122820.0
SAV,LAS,195.0
SAV,LAX,134.0
SAV,LCK,14363.0
SAV,LGA,50162.0
SAV,LIR,8.0
SAV,MCO,3.0
SAV,MDT,68.0
SAV,MDW,4.0
SAV,MEM,250.0
SAV,MGA,73.0
SAV,MIA,8553.0
SAV,MLU,154.0
SAV,MSP,5376.0
SAV,MTY,68.0
SAV,MYR,66.0
SAV,NAS,254.0
SAV,ORD,65679.0
SAV,PAP,147.0
SAV,PBI,122.0
SAV,PHL,43969.0
SAV,PIE,0.0
SAV,PIT,12673.0
SAV,PLS,2.0
SAV,PUJ,178.0
SAV,PVD,0.0
SAV,RDU,238.0
SAV,RIC,147.0
SAV,RSW,190.0
SAV,SAT,152.0
SAV,SAV,0.0
SAV,SDQ,178.0
SAV,SFO,358.0
SAV,SMF,154.0
SAV,STL,0.0
SAV,SXM,112.0
SAV,TPA,194.0
SAV,TUS,155.0
SAV,TYS,0.0
SAV,UVF,168.0
SAV,YIP,0.0
SAV,YKF,0.0
SAV,YOW,2.0
SAV,YUL,75.0
SAV,YYZ,9785.0
SAV,ZRH,182.0
SBH,SJU,9247.0
SBH,STT,176.0
SBH,STX,6.0
SBY,BWI,23.0
SBY,CLT,29434.0
SBY,ILM,32.0
SBY,ISP,45.0
SBY,MKE,50.0
SBY,PHF,87.0
SBY,PHL,34099.0
SBY,RIC,129.0
SBY,SAV,33.0
SBY,SWF,45.0
SCC,AIN,17.0
SCC,ANC,67567.0
SCC,BET,0.0
SCC,BFI,0.0
SCC,BRW,212.0
SCC,BTI,1449.0
SCC,FAI,7753.0
SCC,FYU,4.0
SCC,LUR,0.0
SCC,OME,0.0
SCC,OTZ,0.0
SCC,PIZ,13.0
SCC,SCC,939.0
SCC,UNK,0.0
SCK,CVG,0.0
SCK,LAS,72365.0
SCK,ONT,0.0
SCK,RIV,0.0
SCK,SAN,10195.0
SCK,SCK,0.0
SCK,SMF,0.0
SCK,TPA,0.0
SCL,ACK,4.0
SCL,ATL,63544.0
SCL,BED,3.0
SCL,DFW,74034.0
SCL,IAH,61782.0
SCL,JFK,88496.0
SCL,LAX,38514.0
SCL,MCO,7855.0
SCL,MIA,233220.0
SCL,ORD,0.0
SCL,SJU,0.0
SCL,TEB,3.0
SCL,TUS,3.0
SCU,MIA,14666.0
SDJ,GUM,1817.0
SDJ,OAK,9.0
SDL,PSP,0.0
SDQ,AEX,52.0
SDQ,ATL,61339.0
SDQ,BOS,58136.0
SDQ,BQN,0.0
SDQ,EWR,104973.0
SDQ,FLL,124131.0
SDQ,IAH,163.0
SDQ,ILM,188.0
SDQ,JFK,463218.0
SDQ,MCO,46269.0
SDQ,MIA,205459.0
SDQ,ORD,153.0
SDQ,ORF,77.0
SDQ,PHL,5661.0
SDQ,SJU,101878.0
SEA,ABQ,62303.0
SEA,ADQ,0.0
SEA,AMS,134818.0
SEA,ANC,1009554.0
SEA,ATL,530316.0
SEA,AUS,162945.0
SEA,BFI,0.0
SEA,BFS,0.0
SEA,BHM,131.0
SEA,BLI,105565.0
SEA,BNA,126931.0
SEA,BOI,303863.0
SEA,BOS,336103.0
SEA,BUF,149.0
SEA,BUR,171513.0
SEA,BWI,132073.0
SEA,CAE,165.0
SEA,CAI,0.0
SEA,CDG,112592.0
SEA,CDV,0.0
SEA,CGN,7288.0
SEA,CHS,34212.0
SEA,CLE,13950.0
SEA,CLT,166100.0
SEA,COS,8445.0
SEA,CUN,27733.0
SEA,CVG,29684.0
SEA,CYS,0.0
SEA,DAL,99123.0
SEA,DCA,99647.0
SEA,DEN,943612.0
SEA,DFW,634582.0
SEA,DSM,69.0
SEA,DTW,390392.0
SEA,DUB,27574.0
SEA,DXB,116382.0
SEA,ENV,429.0
SEA,EWR,310229.0
SEA,FAI,254193.0
SEA,FAT,60754.0
SEA,FLL,83066.0
SEA,FRA,156492.0
SEA,GDL,28778.0
SEA,GEG,572971.0
SEA,GRB,158.0
SEA,GTF,32349.0
SEA,HKG,59102.0
SEA,HLN,21797.0
SEA,HNL,357153.0
SEA,HOU,9690.0
SEA,IAD,219050.0
SEA,IAH,371556.0
SEA,ICT,22140.0
SEA,IND,69723.0
SEA,JFK,478870.0
SEA,JNU,164693.0
SEA,KEF,81416.0
SEA,KOA,149548.0
SEA,KTN,122924.0
SEA,LAS,910421.0
SEA,LAX,1240088.0
SEA,LBG,2.0
SEA,LCK,0.0
SEA,LGB,76143.0
SEA,LGW,46605.0
SEA,LHR,193604.0
SEA,LIH,143971.0
SEA,LUX,0.0
SEA,MAN,9174.0
SEA,MCI,135052.0
SEA,MCO,165468.0
SEA,MDW,146542.0
SEA,MEM,0.0
SEA,MEX,45087.0
SEA,MIA,61152.0
SEA,MKE,89104.0
SEA,MSN,129.0
SEA,MSP,575472.0
SEA,MSY,59153.0
SEA,MWH,327.0
SEA,NGO,375.0
SEA,NRT,127007.0
SEA,NUQ,1.0
SEA,OAK,459731.0
SEA,OGG,249051.0
SEA,OKC,23598.0
SEA,OMA,52853.0
SEA,ONT,142747.0
SEA,ORD,818793.0
SEA,PAE,1251.0
SEA,PDX,660196.0
SEA,PEK,137984.0
SEA,PHL,157326.0
SEA,PHX,803863.0
SEA,PIT,15560.0
SEA,PSP,141368.0
SEA,PVR,38181.0
SEA,RDU,96550.0
SEA,RNO,85738.0
SEA,SAN,594645.0
SEA,SAT,56843.0
SEA,SCL,0.0
SEA,SEA,0.0
SEA,SFJ,2.0
SEA,SFO,1164072.0
SEA,SIT,28080.0
SEA,SJC,642998.0
SEA,SJD,40007.0
SEA,SLC,525224.0
SEA,SMF,517717.0
SEA,SNA,482242.0
SEA,SNN,199.0
SEA,STL,134844.0
SEA,SVO,0.0
SEA,SYA,193.0
SEA,SZX,24244.0
SEA,TLS,0.0
SEA,TPA,62046.0
SEA,TPE,112406.0
SEA,TUS,69669.0
SEA,YAK,13.0
SEA,YEG,75670.0
SEA,YLW,39307.0
SEA,YMX,0.0
SEA,YVR,360802.0
SEA,YYC,117132.0
SEA,YYJ,129292.0
SEA,YYZ,56257.0
SEM,DFW,50.0
SEN,LAX,3.0
SEN,TEB,8.0
SFG,STT,7.0
SFJ,DFW,0.0
SFO,ABQ,61632.0
SFO,AKL,139609.0
SFO,AMS,150922.0
SFO,ANC,15264.0
SFO,ATL,525003.0
SFO,AUS,269855.0
SFO,BCN,4942.0
SFO,BDL,9499.0
SFO,BED,4.0
SFO,BFI,31.0
SFO,BFL,20747.0
SFO,BNA,100415.0
SFO,BOI,107187.0
SFO,BOS,736369.0
SFO,BUR,279206.0
SFO,BWI,112874.0
SFO,CAN,68359.0
SFO,CDG,252896.0
SFO,CLE,75799.0
SFO,CLT,275457.0
SFO,COS,60.0
SFO,CPH,72978.0
SFO,CTU,27315.0
SFO,CUN,110965.0
SFO,CVG,75400.0
SFO,DAL,176417.0
SFO,DCA,111316.0
SFO,DEL,86675.0
SFO,DEN,955141.0
SFO,DFW,611532.0
SFO,DSM,10463.0
SFO,DTW,274936.0
SFO,DUB,84203.0
SFO,DXB,159467.0
SFO,EWR,953243.0
SFO,FAT,78099.0
SFO,FLL,177807.0
SFO,FRA,307271.0
SFO,FXE,2.0
SFO,GDL,81305.0
SFO,GEG,46173.0
SFO,GRB,289.0
SFO,GUM,1.0
SFO,GVA,5.0
SFO,HEL,20029.0
SFO,HHR,10.0
SFO,HKG,555507.0
SFO,HND,146253.0
SFO,HNL,590672.0
SFO,HOU,51.0
SFO,HPN,4.0
SFO,HUX,289.0
SFO,IAD,509760.0
SFO,IAH,484950.0
SFO,IND,94028.0
SFO,IST,114069.0
SFO,JFK,1027248.0
SFO,KBP,1.0
SFO,KEF,87466.0
SFO,KOA,157506.0
SFO,LAS,962643.0
SFO,LAX,2006236.0
SFO,LBB,172.0
SFO,LBG,4.0
SFO,LGA,0.0
SFO,LGB,170196.0
SFO,LHR,510370.0
SFO,LIH,89728.0
SFO,LNK,155.0
SFO,LTN,16.0
SFO,MAD,15220.0
SFO,MAN,31740.0
SFO,MCI,71488.0
SFO,MCO,215096.0
SFO,MDW,113134.0
SFO,MEL,11875.0
SFO,MEM,411.0
SFO,MEX,219298.0
SFO,MIA,267678.0
SFO,MKE,8162.0
SFO,MNL,267802.0
SFO,MSN,12531.0
SFO,MSP,452008.0
SFO,MSY,93144.0
SFO,MUC,139328.0
SFO,NAN,22735.0
SFO,NAS,1.0
SFO,NCE,1.0
SFO,NRT,175310.0
SFO,OAK,2154.0
SFO,OGG,375453.0
SFO,OKC,22441.0
SFO,OMA,33196.0
SFO,ONT,109739.0
SFO,OPF,5.0
SFO,ORD,1115949.0
SFO,ORL,9.0
SFO,ORY,32189.0
SFO,OSL,355.0
SFO,PBI,2.0
SFO,PDX,755251.0
SFO,PEK,209668.0
SFO,PHL,359929.0
SFO,PHX,577073.0
