Airport,Destination_Region,Month,Passengers
CWB,International,5,0.0
CWB,International,6,0.0
CWB,International,7,0.0
CWB,International,8,0.0
CWB,International,9,0.0
CWB,International,10,0.0
CWB,International,11,0.0
CWB,International,12,0.0
CWF,Domestic,8,0.0
CWF,Domestic,9,322.0
CWL,International,5,82.0
CWL,International,8,271.0
CWL,International,10,196.0
CWL,International,12,321.0
CXF,Domestic,1,336.0
CXF,Domestic,2,585.0
CXF,Domestic,3,809.0
CXF,Domestic,4,169.0
CXF,Domestic,5,437.0
CXF,Domestic,6,1116.0
CXF,Domestic,7,1295.0
CXF,Domestic,8,1176.0
CXF,Domestic,9,856.0
CXF,Domestic,10,351.0
CXF,Domestic,11,413.0
CXF,Domestic,12,456.0
CXH,International,2,17.0
CXH,International,3,2.0
CXH,International,4,17.0
CXH,International,5,209.0
CXH,International,6,195.0
CXH,International,7,261.0
CXH,International,8,355.0
CXH,International,9,417.0
CXH,International,10,293.0
CXH,International,11,159.0
CXH,International,12,68.0
CXI,International,1,214.0
CXI,International,2,91.0
CXI,International,3,74.0
CXI,International,4,70.0
CXI,International,5,179.0
CXI,International,6,133.0
CXI,International,7,163.0
CXI,International,8,95.0
CXI,International,9,109.0
CXI,International,10,128.0
CXI,International,11,86.0
CXI,International,12,117.0
CXL,Domestic,5,8.0
CXL,Domestic,7,7.0
CXL,Domestic,9,7.0
CXL,Domestic,10,8.0
CXO,Domestic,7,2.0
CXO,Domestic,11,11.0
CXO,Domestic,12,1.0
CXY,International,1,29.0
CXY,International,2,20.0
CXY,International,4,92.0
CXY,International,10,27.0
CXY,International,11,89.0
CXY,International,12,96.0
CYB,International,1,303.0
CYB,International,2,195.0
CYB,International,3,351.0
CYB,International,4,138.0
CYB,International,5,160.0
CYB,International,6,281.0
CYB,International,7,341.0
CYB,International,8,368.0
CYB,International,9,228.0
CYB,International,10,217.0
CYB,International,11,222.0
CYB,International,12,190.0
CYF,Domestic,1,497.0
CYF,Domestic,2,318.0
CYF,Domestic,3,335.0
CYF,Domestic,4,528.0
CYF,Domestic,5,589.0
CYF,Domestic,6,463.0
CYF,Domestic,7,526.0
CYF,Domestic,8,427.0
CYF,Domestic,9,482.0
CYF,Domestic,10,615.0
CYF,Domestic,11,470.0
CYF,Domestic,12,422.0
CYM,Domestic,1,0.0
CYM,Domestic,2,0.0
CYM,Domestic,3,0.0
CYM,Domestic,4,4.0
CYM,Domestic,5,1.0
CYM,Domestic,6,1.0
CYM,Domestic,7,2.0
CYM,Domestic,8,0.0
CYM,Domestic,9,1.0
CYS,Domestic,1,217.0
CYS,Domestic,2,7.0
CYS,Domestic,3,286.0
CYS,Domestic,5,366.0
CYS,Domestic,6,1197.0
CYS,Domestic,7,1283.0
CYS,Domestic,8,1055.0
CYS,Domestic,9,204.0
CYS,Domestic,11,963.0
CYS,Domestic,12,904.0
CYT,Domestic,6,0.0
CZF,Domestic,1,2.0
CZF,Domestic,2,4.0
CZF,Domestic,3,2.0
CZF,Domestic,4,4.0
CZF,Domestic,5,7.0
CZF,Domestic,6,4.0
CZF,Domestic,7,7.0
CZF,Domestic,8,6.0
CZF,Domestic,9,9.0
CZF,Domestic,10,12.0
CZF,Domestic,11,8.0
CZF,Domestic,12,2.0
CZM,International,1,12727.0
CZM,International,2,16105.0
CZM,International,3,22055.0
CZM,International,4,12472.0
CZM,International,5,12629.0
CZM,International,6,19402.0
CZM,International,7,17829.0
CZM,International,8,11888.0
CZM,International,9,5629.0
CZM,International,10,8910.0
CZM,International,11,10504.0
CZM,International,12,15362.0
CZN,Domestic,1,3.0
CZN,Domestic,2,6.0
CZN,Domestic,3,18.0
CZN,Domestic,4,14.0
CZN,Domestic,5,10.0
CZN,Domestic,6,12.0
CZN,Domestic,7,17.0
CZN,Domestic,8,13.0
CZN,Domestic,9,23.0
CZN,Domestic,10,3.0
CZN,Domestic,11,5.0
CZN,Domestic,12,0.0
DAB,Domestic,1,25924.0
DAB,Domestic,2,27178.0
DAB,Domestic,3,35542.0
DAB,Domestic,4,30980.0
DAB,Domestic,5,32217.0
DAB,Domestic,6,31146.0
DAB,Domestic,7,31758.0
DAB,Domestic,8,33347.0
DAB,Domestic,9,26532.0
DAB,Domestic,10,31291.0
DAB,Domestic,11,29961.0
DAB,Domestic,12,29535.0
DAC,International,2,163.0
DAC,International,6,0.0
DAL,Domestic,1,649263.0
DAL,Domestic,2,596215.0
DAL,Domestic,3,723415.0
DAL,Domestic,4,680497.0
DAL,Domestic,5,731520.0
DAL,Domestic,6,729828.0
DAL,Domestic,7,727635.0
DAL,Domestic,8,713251.0
DAL,Domestic,9,656433.0
DAL,Domestic,10,730895.0
DAL,Domestic,11,708583.0
DAL,Domestic,12,683556.0
DAY,Domestic,1,61353.0
DAY,Domestic,2,61483.0
DAY,Domestic,3,74998.0
DAY,Domestic,4,75136.0
DAY,Domestic,5,76343.0
DAY,Domestic,6,78193.0
DAY,Domestic,7,77177.0
DAY,Domestic,8,75542.0
DAY,Domestic,9,68691.0
DAY,Domestic,10,75331.0
DAY,Domestic,11,72131.0
DAY,Domestic,12,65539.0
DBQ,Domestic,1,3089.0
DBQ,Domestic,2,2430.0
DBQ,Domestic,3,3554.0
DBQ,Domestic,4,3232.0
DBQ,Domestic,5,2523.0
DBQ,Domestic,6,2889.0
DBQ,Domestic,7,3386.0
DBQ,Domestic,8,3569.0
DBQ,Domestic,9,3159.0
DBQ,Domestic,10,3757.0
DBQ,Domestic,11,3198.0
DBQ,Domestic,12,2897.0
DCA,Domestic,1,799476.0
DCA,Domestic,2,803803.0
DCA,Domestic,3,973211.0
DCA,Domestic,4,1025646.0
DCA,Domestic,5,1045855.0
DCA,Domestic,6,1020868.0
DCA,Domestic,7,1005412.0
DCA,Domestic,8,1011765.0
DCA,Domestic,9,878580.0
DCA,Domestic,10,1012843.0
DCA,Domestic,11,960367.0
DCA,Domestic,12,859998.0
DCK,Domestic,3,2.0
DCK,Domestic,5,48.0
DCK,Domestic,6,12.0
DCK,Domestic,7,27.0
DCK,Domestic,8,63.0
DCK,Domestic,9,35.0
DCK,Domestic,10,7.0
DCU,Domestic,1,0.0
DCU,Domestic,2,0.0
DCU,Domestic,3,0.0
DCU,Domestic,5,0.0
DCU,Domestic,7,0.0
DCU,Domestic,12,0.0
DDC,Domestic,1,178.0
DDC,Domestic,2,201.0
DDC,Domestic,3,247.0
DDC,Domestic,4,234.0
DDC,Domestic,5,309.0
DDC,Domestic,6,407.0
DDC,Domestic,7,405.0
DDC,Domestic,8,366.0
DDC,Domestic,9,348.0
DDC,Domestic,10,355.0
DDC,Domestic,11,328.0
DDC,Domestic,12,337.0
DE2,Domestic,9,6.0
DE3,Domestic,11,4.0
DEC,Domestic,1,595.0
DEC,Domestic,2,442.0
DEC,Domestic,3,702.0
DEC,Domestic,4,746.0
DEC,Domestic,5,815.0
DEC,Domestic,6,751.0
DEC,Domestic,7,866.0
DEC,Domestic,8,784.0
DEC,Domestic,9,744.0
DEC,Domestic,10,767.0
DEC,Domestic,11,768.0
DEC,Domestic,12,742.0
DEL,International,1,33428.0
DEL,International,2,29850.0
DEL,International,3,31480.0
DEL,International,4,26520.0
DEL,International,5,31465.0
DEL,International,6,38349.0
DEL,International,7,35799.0
DEL,International,8,31755.0
DEL,International,9,29482.0
DEL,International,10,38394.0
DEL,International,11,37011.0
DEL,International,12,39108.0
DEN,Domestic,1,2327819.0
DEN,Domestic,2,2165143.0
DEN,Domestic,3,2613448.0
DEN,Domestic,4,2541117.0
DEN,Domestic,5,2745321.0
DEN,Domestic,6,2976262.0
DEN,Domestic,7,3050839.0
DEN,Domestic,8,2996584.0
DEN,Domestic,9,2665261.0
DEN,Domestic,10,2837765.0
DEN,Domestic,11,2617870.0
DEN,Domestic,12,2611354.0
DET,Domestic,4,3.0
DET,Domestic,5,2.0
DET,Domestic,8,5.0
DET,Domestic,9,1.0
DET,Domestic,10,1.0
DET,Domestic,12,1.0
DFW,Domestic,1,2572885.0
DFW,Domestic,2,2393870.0
DFW,Domestic,3,2848048.0
DFW,Domestic,4,2691512.0
DFW,Domestic,5,2879993.0
DFW,Domestic,6,3116031.0
DFW,Domestic,7,3224734.0
DFW,Domestic,8,3059516.0
DFW,Domestic,9,2592544.0
DFW,Domestic,10,2794954.0
DFW,Domestic,11,2722210.0
DFW,Domestic,12,2701446.0
DGB,Domestic,1,1.0
DGB,Domestic,3,4.0
DGB,Domestic,4,5.0
DGB,Domestic,5,2.0
DGB,Domestic,6,13.0
DGB,Domestic,7,5.0
DGB,Domestic,8,3.0
DGB,Domestic,9,7.0
DGB,Domestic,10,5.0
DGB,Domestic,11,25.0
DGB,Domestic,12,2.0
DGO,International,1,1243.0
DGO,International,2,956.0
DGO,International,3,1592.0
DGO,International,4,1135.0
DGO,International,5,1454.0
DGO,International,6,1866.0
DGO,International,7,1799.0
DGO,International,8,1308.0
DGO,International,9,1532.0
DGO,International,10,1542.0
DGO,International,11,1238.0
DGO,International,12,1838.0
DHB,Domestic,3,2.0
DHB,Domestic,6,0.0
DHB,Domestic,7,1.0
DHB,Domestic,8,0.0
DHN,Domestic,1,3391.0
DHN,Domestic,2,3239.0
DHN,Domestic,3,4189.0
DHN,Domestic,4,4313.0
DHN,Domestic,5,4777.0
DHN,Domestic,6,4627.0
DHN,Domestic,7,4725.0
DHN,Domestic,8,4971.0
DHN,Domestic,9,4101.0
DHN,Domestic,10,4800.0
DHN,Domestic,11,4710.0
DHN,Domestic,12,4674.0
DIJ,International,5,6.0
DIK,Domestic,1,1836.0
DIK,Domestic,2,1706.0
DIK,Domestic,3,1623.0
DIK,Domestic,4,1747.0
DIK,Domestic,5,1897.0
DIK,Domestic,6,2064.0
DIK,Domestic,7,2049.0
DIK,Domestic,8,1999.0
DIK,Domestic,9,1740.0
DIK,Domestic,10,2107.0
DIK,Domestic,11,1782.0
DIK,Domestic,12,2067.0
DJN,Domestic,2,4.0
DJN,Domestic,3,2.0
DJN,Domestic,5,12.0
DJN,Domestic,6,13.0
DJN,Domestic,7,0.0
DJN,Domestic,8,4.0
DKR,International,11,164.0
DKR,International,12,132.0
DLC,International,2,292.0
DLG,Domestic,1,2122.0
DLG,Domestic,2,2042.0
DLG,Domestic,3,2616.0
DLG,Domestic,4,2538.0
DLG,Domestic,5,3486.0
DLG,Domestic,6,6878.0
DLG,Domestic,7,4101.0
DLG,Domestic,8,4334.0
DLG,Domestic,9,3511.0
DLG,Domestic,10,2873.0
DLG,Domestic,11,2461.0
DLG,Domestic,12,2261.0
DLH,Domestic,1,8201.0
DLH,Domestic,2,7836.0
DLH,Domestic,3,11513.0
DLH,Domestic,4,11940.0
DLH,Domestic,5,11514.0
DLH,Domestic,6,12585.0
DLH,Domestic,7,14640.0
DLH,Domestic,8,13403.0
DLH,Domestic,9,12562.0
DLH,Domestic,10,12905.0
DLH,Domestic,11,10713.0
DLH,Domestic,12,10080.0
DMA,Domestic,1,107.0
DMA,Domestic,11,181.0
DME,International,5,0.0
DME,International,11,0.0
DMN,Domestic,6,4.0
DMN,Domestic,10,14.0
DNA,International,7,0.0
DNA,International,8,0.0
DNA,International,10,0.0
DNA,International,11,0.0
DOF,Domestic,2,1.0
DOF,Domestic,3,7.0
DOF,Domestic,4,4.0
DOF,Domestic,6,5.0
DOF,Domestic,7,0.0
DOF,Domestic,9,2.0
DOF,Domestic,10,1.0
DOF,Domestic,11,0.0
DOF,Domestic,12,1.0
DOH,International,1,87284.0
DOH,International,2,68990.0
DOH,International,3,77688.0
DOH,International,4,60879.0
DOH,International,5,77833.0
DOH,International,6,91137.0
DOH,International,7,91058.0
DOH,International,8,77796.0
DOH,International,9,59403.0
DOH,International,10,66361.0
DOH,International,11,73763.0
DOH,International,12,96201.0
DOM,International,1,395.0
DOM,International,2,300.0
DOM,International,3,390.0
DOM,International,4,483.0
DOM,International,5,437.0
DOM,International,6,544.0
DOM,International,7,433.0
DOM,International,8,499.0
DOM,International,9,399.0
DOM,International,10,440.0
DOM,International,11,348.0
DOM,International,12,532.0
DOV,Domestic,1,0.0
DOV,Domestic,2,0.0
DOV,Domestic,3,0.0
DOV,Domestic,4,79.0
DOV,Domestic,5,32.0
DOV,Domestic,6,0.0
DOV,Domestic,7,0.0
DOV,Domestic,8,0.0
DOV,Domestic,9,101.0
DOV,Domestic,10,149.0
DOV,Domestic,12,0.0
DPA,Domestic,1,24.0
DPA,Domestic,2,6.0
DPA,Domestic,3,13.0
DPA,Domestic,4,13.0
DPA,Domestic,5,13.0
DPA,Domestic,6,5.0
DPA,Domestic,7,9.0
DPA,Domestic,8,20.0
DPA,Domestic,9,10.0
DPA,Domestic,10,0.0
DPA,Domestic,11,5.0
DPA,Domestic,12,0.0
DQK,Domestic,1,321.0
DQK,Domestic,2,649.0
DQK,Domestic,4,2.0
DQK,Domestic,9,201.0
DQL,Domestic,1,1.0
DQL,Domestic,2,1.0
DQL,Domestic,3,5.0
DQL,Domestic,4,1.0
DQL,Domestic,5,13.0
DQL,Domestic,6,154.0
DQL,Domestic,7,369.0
DQL,Domestic,8,337.0
DQL,Domestic,9,262.0
DQL,Domestic,10,37.0
DQL,Domestic,11,2.0
DQL,Domestic,12,1.0
DQP,Domestic,10,0.0
DQS,Domestic,2,12.0
DQS,Domestic,3,76.0
DQS,Domestic,4,76.0
DQS,Domestic,5,742.0
DQS,Domestic,6,980.0
DQS,Domestic,7,1000.0
DQS,Domestic,8,957.0
DQS,Domestic,9,649.0
DQS,Domestic,10,162.0
DQS,Domestic,11,39.0
DQU,Domestic,7,933.0
DQU,Domestic,8,2151.0
DQU,Domestic,9,1380.0
DRF,Domestic,5,1.0
DRF,Domestic,8,0.0
DRF,Domestic,9,0.0
DRG,Domestic,1,283.0
DRG,Domestic,2,198.0
DRG,Domestic,3,293.0
DRG,Domestic,4,284.0
DRG,Domestic,5,251.0
DRG,Domestic,6,233.0
DRG,Domestic,7,301.0
DRG,Domestic,8,342.0
DRG,Domestic,9,305.0
DRG,Domestic,10,397.0
DRG,Domestic,11,270.0
DRG,Domestic,12,259.0
DRO,Domestic,1,12350.0
DRO,Domestic,2,12636.0
DRO,Domestic,3,14662.0
DRO,Domestic,4,13701.0
DRO,Domestic,5,15843.0
DRO,Domestic,6,17715.0
DRO,Domestic,7,18777.0
DRO,Domestic,8,18837.0
DRO,Domestic,9,16316.0
DRO,Domestic,10,16775.0
DRO,Domestic,11,15013.0
DRO,Domestic,12,16198.0
DRT,Domestic,1,0.0
DRT,Domestic,2,0.0
DRT,Domestic,3,0.0
DRT,Domestic,4,0.0
DRT,Domestic,5,0.0
DRT,Domestic,6,0.0
DRT,Domestic,7,0.0
DRT,Domestic,8,0.0
DRT,Domestic,9,0.0
DRT,Domestic,10,0.0
DRT,Domestic,11,1078.0
DRT,Domestic,12,1559.0
DRW,International,4,0.0
DRW,International,9,0.0
DSA,International,5,0.0
DSA,International,6,0.0
DSA,International,7,0.0
DSA,International,12,322.0
DSI,Domestic,1,13.0
DSI,Domestic,3,78.0
DSI,Domestic,4,78.0
DSI,Domestic,5,138.0
DSI,Domestic,6,120.0
DSI,Domestic,7,120.0
DSI,Domestic,8,80.0
DSI,Domestic,9,101.0
DSI,Domestic,10,88.0
DSI,Domestic,11,14.0
DSI,Domestic,12,14.0
DSM,Domestic,1,97907.0
DSM,Domestic,2,100197.0
DSM,Domestic,3,117501.0
DSM,Domestic,4,107397.0
DSM,Domestic,5,115973.0
DSM,Domestic,6,123146.0
DSM,Domestic,7,124122.0
DSM,Domestic,8,125466.0
DSM,Domestic,9,105715.0
DSM,Domestic,10,119102.0
DSM,Domestic,11,118360.0
DSM,Domestic,12,108938.0
DSS,International,1,3416.0
DSS,International,2,2621.0
DSS,International,3,3718.0
DSS,International,4,2648.0
DSS,International,5,3489.0
DSS,International,6,4394.0
DSS,International,7,4154.0
DSS,International,8,4090.0
DSS,International,9,3330.0
DSS,International,10,3451.0
DSS,International,11,3228.0
DSS,International,12,3412.0
DTO,Domestic,1,0.0
DTO,Domestic,2,0.0
DTO,Domestic,4,0.0
DTO,Domestic,5,0.0
DTO,Domestic,6,0.0
DTO,Domestic,7,0.0
DTO,Domestic,8,0.0
DTO,Domestic,10,4.0
DTO,Domestic,11,0.0
DTO,Domestic,12,0.0
DTW,Domestic,1,1241939.0
DTW,Domestic,2,1147442.0
DTW,Domestic,3,1519658.0
DTW,Domestic,4,1502458.0
DTW,Domestic,5,1563955.0
DTW,Domestic,6,1607830.0
DTW,Domestic,7,1650817.0
DTW,Domestic,8,1682511.0
DTW,Domestic,9,1425684.0
DTW,Domestic,10,1534776.0
DTW,Domestic,11,1409577.0
DTW,Domestic,12,1339958.0
DUA,Domestic,6,5.0
DUB,International,1,71248.0
DUB,International,2,62976.0
DUB,International,3,110820.0
DUB,International,4,127549.0
DUB,International,5,166557.0
DUB,International,6,183717.0
DUB,International,7,164645.0
DUB,International,8,181875.0
DUB,International,9,167547.0
DUB,International,10,141831.0
DUB,International,11,122063.0
DUB,International,12,116017.0
DUJ,Domestic,1,257.0
DUJ,Domestic,2,256.0
DUJ,Domestic,3,402.0
DUJ,Domestic,4,428.0
DUJ,Domestic,5,381.0
DUJ,Domestic,6,480.0
DUJ,Domestic,7,519.0
DUJ,Domestic,8,493.0
DUJ,Domestic,9,413.0
DUJ,Domestic,10,504.0
DUJ,Domestic,11,418.0
DUJ,Domestic,12,487.0
DUS,International,1,9760.0
DUS,International,2,8318.0
DUS,International,3,12117.0
DUS,International,4,11792.0
DUS,International,5,21012.0
DUS,International,6,23114.0
DUS,International,7,17010.0
DUS,International,8,18541.0
DUS,International,9,20487.0
DUS,International,10,22567.0
DUS,International,11,17381.0
DUS,International,12,20307.0
DUT,Domestic,1,4600.0
DUT,Domestic,2,1671.0
DUT,Domestic,3,1953.0
DUT,Domestic,4,1839.0
DUT,Domestic,5,2332.0
DUT,Domestic,6,3787.0
DUT,Domestic,7,2421.0
DUT,Domestic,8,2790.0
DUT,Domestic,9,1968.0
DUT,Domestic,10,2148.0
DUT,Domestic,11,1645.0
DUT,Domestic,12,2027.0
DVL,Domestic,1,695.0
DVL,Domestic,2,718.0
DVL,Domestic,3,753.0
DVL,Domestic,4,781.0
DVL,Domestic,5,787.0
DVL,Domestic,6,944.0
DVL,Domestic,7,1122.0
DVL,Domestic,8,900.0
DVL,Domestic,9,642.0
DVL,Domestic,10,852.0
DVL,Domestic,11,740.0
DVL,Domestic,12,677.0
DVT,Domestic,5,0.0
DVT,Domestic,7,0.0
DVT,Domestic,8,0.0
DWC,International,7,0.0
DWC,International,9,4.0
DWH,Domestic,1,155.0
DWH,Domestic,2,72.0
DWH,Domestic,3,51.0
DWH,Domestic,4,70.0
DWH,Domestic,5,32.0
DWH,Domestic,7,0.0
DWH,Domestic,10,12.0
DXB,International,1,121074.0
DXB,International,2,97198.0
DXB,International,3,115628.0
DXB,International,4,100171.0
DXB,International,5,122341.0
DXB,International,6,141612.0
DXB,International,7,147838.0
DXB,International,8,129761.0
DXB,International,9,116900.0
DXB,International,10,124407.0
DXB,International,11,120079.0
DXB,International,12,147143.0
DXR,Domestic,4,2.0
DXR,Domestic,5,13.0
DXR,Domestic,6,9.0
DXR,Domestic,7,11.0
DXR,Domestic,8,3.0
DXR,Domestic,9,2.0
DXR,Domestic,11,3.0
DYR,International,7,27.0
DYR,International,8,41.0
DYR,International,9,7.0
DYS,Domestic,8,0.0
DYU,International,3,30.0
EAA,Domestic,1,61.0
EAA,Domestic,2,79.0
EAA,Domestic,3,75.0
EAA,Domestic,4,40.0
EAA,Domestic,5,41.0
EAA,Domestic,6,52.0
EAA,Domestic,7,50.0
EAA,Domestic,8,31.0
EAA,Domestic,9,47.0
EAA,Domestic,10,44.0
EAA,Domestic,11,42.0
EAA,Domestic,12,52.0
EAR,Domestic,1,0.0
EAR,Domestic,2,0.0
EAR,Domestic,3,0.0
EAR,Domestic,4,0.0
EAR,Domestic,5,0.0
EAR,Domestic,6,0.0
EAR,Domestic,7,0.0
EAR,Domestic,8,0.0
EAR,Domestic,9,732.0
EAR,Domestic,10,1147.0
EAR,Domestic,11,1165.0
EAR,Domestic,12,1250.0
EAT,Domestic,1,4454.0
EAT,Domestic,2,4338.0
EAT,Domestic,3,5271.0
EAT,Domestic,4,5177.0
EAT,Domestic,5,5504.0
EAT,Domestic,6,5859.0
EAT,Domestic,7,6301.0
EAT,Domestic,8,6057.0
EAT,Domestic,9,4613.0
EAT,Domestic,10,4960.0
EAT,Domestic,11,4957.0
EAT,Domestic,12,5579.0
EAU,Domestic,1,1640.0
EAU,Domestic,2,1694.0
EAU,Domestic,3,1918.0
EAU,Domestic,4,2236.0
EAU,Domestic,5,1920.0
EAU,Domestic,6,2036.0
EAU,Domestic,7,2160.0
EAU,Domestic,8,2219.0
EAU,Domestic,9,1917.0
EAU,Domestic,10,2098.0
EAU,Domestic,11,1799.0
EAU,Domestic,12,1915.0
ECG,Domestic,1,66.0
ECG,Domestic,2,72.0
ECG,Domestic,3,105.0
ECG,Domestic,4,174.0
ECG,Domestic,5,63.0
ECG,Domestic,6,81.0
ECG,Domestic,7,80.0
ECG,Domestic,8,60.0
ECG,Domestic,9,103.0
ECG,Domestic,10,35.0
ECG,Domestic,11,16.0
ECG,Domestic,12,35.0
ECP,Domestic,1,23566.0
ECP,Domestic,2,27538.0
ECP,Domestic,3,46985.0
ECP,Domestic,4,44716.0
ECP,Domestic,5,51974.0
ECP,Domestic,6,60613.0
ECP,Domestic,7,63037.0
ECP,Domestic,8,54206.0
ECP,Domestic,9,46738.0
ECP,Domestic,10,30869.0
ECP,Domestic,11,35259.0
ECP,Domestic,12,33114.0
EDA,Domestic,1,12.0
EDA,Domestic,2,9.0
EDA,Domestic,3,19.0
EDA,Domestic,4,16.0
EDA,Domestic,5,1.0
EDA,Domestic,6,20.0
EDA,Domestic,7,43.0
EDA,Domestic,8,17.0
EDA,Domestic,9,18.0
EDA,Domestic,10,13.0
EDA,Domestic,11,16.0
EDA,Domestic,12,8.0
EDF,Domestic,1,0.0
EDF,Domestic,2,0.0
EDF,Domestic,3,0.0
EDF,Domestic,4,0.0
EDF,Domestic,5,0.0
EDF,Domestic,6,0.0
EDF,Domestic,8,0.0
EDF,Domestic,10,0.0
EDF,Domestic,11,0.0
EDF,Domestic,12,0.0
EDI,International,1,7984.0
EDI,International,2,6348.0
EDI,International,3,9857.0
EDI,International,4,15773.0
EDI,International,5,22676.0
EDI,International,6,28011.0
EDI,International,7,28182.0
EDI,International,8,26866.0
EDI,International,9,24971.0
EDI,International,10,20124.0
EDI,International,11,11150.0
EDI,International,12,11960.0
EDW,Domestic,2,23.0
EE1,International,5,0.0
EE1,International,6,0.0
EEK,Domestic,1,365.0
EEK,Domestic,2,376.0
EEK,Domestic,3,310.0
EEK,Domestic,4,465.0
EEK,Domestic,5,401.0
EEK,Domestic,6,428.0
EEK,Domestic,7,532.0
EEK,Domestic,8,506.0
EEK,Domestic,9,404.0
EEK,Domestic,10,628.0
EEK,Domestic,11,303.0
EEK,Domestic,12,430.0
EEN,Domestic,2,6.0
EEN,Domestic,6,5.0
EEN,Domestic,7,5.0
EEN,Domestic,8,6.0
EEN,Domestic,10,6.0
EFD,Domestic,1,0.0
EFD,Domestic,5,320.0
EFD,Domestic,7,0.0
EFD,Domestic,8,0.0
EFD,Domestic,10,117.0
EFD,Domestic,12,0.0
EGE,Domestic,1,31804.0
EGE,Domestic,2,36221.0
EGE,Domestic,3,38654.0
EGE,Domestic,4,4307.0
EGE,Domestic,5,3286.0
EGE,Domestic,6,5708.0
EGE,Domestic,7,7186.0
EGE,Domestic,8,6091.0
EGE,Domestic,9,4800.0
EGE,Domestic,10,3274.0
EGE,Domestic,11,3953.0
EGE,Domestic,12,29669.0
EGV,Domestic,6,7.0
EGV,Domestic,7,18.0
EGV,Domestic,9,5.0
EGX,Domestic,1,21.0
EGX,Domestic,2,21.0
EGX,Domestic,3,25.0
EGX,Domestic,4,36.0
EGX,Domestic,5,170.0
EGX,Domestic,6,648.0
EGX,Domestic,7,119.0
EGX,Domestic,8,39.0
EGX,Domestic,9,39.0
EGX,Domestic,10,29.0
EGX,Domestic,11,21.0
EGX,Domestic,12,18.0
EHM,Domestic,1,9.0
EHM,Domestic,2,2.0
EHM,Domestic,3,4.0
EHM,Domestic,4,6.0
EHM,Domestic,5,8.0
EHM,Domestic,6,6.0
EHM,Domestic,7,8.0
EHM,Domestic,8,10.0
EHM,Domestic,9,4.0
EHM,Domestic,10,4.0
EHM,Domestic,11,8.0
EHM,Domestic,12,5.0
EHR,Domestic,1,2.0
EHR,Domestic,2,0.0
EHR,Domestic,3,3.0
EHR,Domestic,10,17.0
EHR,Domestic,11,0.0
EHR,Domestic,12,13.0
EIL,Domestic,5,0.0
EIL,Domestic,6,0.0
EIL,Domestic,7,1.0
EIL,Domestic,9,107.0
EIS,International,1,1841.0
EIS,International,2,1976.0
EIS,International,3,2460.0
EIS,International,4,2092.0
EIS,International,5,2304.0
EIS,International,6,2692.0
EIS,International,7,2595.0
EIS,International,8,1846.0
EIS,International,9,980.0
EIS,International,10,1872.0
EIS,International,11,2074.0
EIS,International,12,2974.0
EKA,Domestic,1,0.0
EKA,Domestic,2,0.0
EKA,Domestic,3,0.0
EKA,Domestic,10,0.0
EKO,Domestic,1,1256.0
EKO,Domestic,2,1154.0
EKO,Domestic,3,1459.0
EKO,Domestic,4,1651.0
EKO,Domestic,5,1490.0
EKO,Domestic,6,1464.0
EKO,Domestic,7,1421.0
EKO,Domestic,8,1601.0
EKO,Domestic,9,1546.0
EKO,Domestic,10,1740.0
EKO,Domestic,11,1586.0
EKO,Domestic,12,1443.0
EKX,Domestic,11,0.0
ELD,Domestic,1,216.0
ELD,Domestic,2,207.0
ELD,Domestic,3,286.0
ELD,Domestic,4,263.0
ELD,Domestic,5,288.0
ELD,Domestic,6,330.0
ELD,Domestic,7,324.0
ELD,Domestic,8,310.0
ELD,Domestic,9,326.0
ELD,Domestic,10,318.0
ELD,Domestic,11,312.0
ELD,Domestic,12,264.0
ELH,International,1,2953.0
ELH,International,2,3866.0
ELH,International,3,5983.0
ELH,International,4,4810.0
ELH,International,5,4525.0
ELH,International,6,5442.0
ELH,International,7,5569.0
ELH,International,8,2974.0
ELH,International,9,802.0
ELH,International,10,1230.0
ELH,International,11,2926.0
ELH,International,12,4945.0
ELI,Domestic,1,358.0
ELI,Domestic,2,203.0
ELI,Domestic,3,337.0
ELI,Domestic,4,529.0
ELI,Domestic,5,375.0
ELI,Domestic,6,306.0
ELI,Domestic,7,388.0
ELI,Domestic,8,516.0
ELI,Domestic,9,434.0
ELI,Domestic,10,544.0
ELI,Domestic,11,367.0
ELI,Domestic,12,359.0
ELM,Domestic,1,8439.0
ELM,Domestic,2,9230.0
ELM,Domestic,3,12207.0
ELM,Domestic,4,11820.0
ELM,Domestic,5,10884.0
ELM,Domestic,6,12663.0
ELM,Domestic,7,13420.0
ELM,Domestic,8,13737.0
ELM,Domestic,9,10900.0
ELM,Domestic,10,12327.0
ELM,Domestic,11,11919.0
ELM,Domestic,12,11588.0
ELP,Domestic,1,108433.0
ELP,Domestic,2,99573.0
ELP,Domestic,3,128194.0
ELP,Domestic,4,126427.0
ELP,Domestic,5,141250.0
ELP,Domestic,6,150610.0
ELP,Domestic,7,155952.0
ELP,Domestic,8,145217.0
ELP,Domestic,9,125831.0
ELP,Domestic,10,142093.0
ELP,Domestic,11,142662.0
ELP,Domestic,12,148690.0
ELV,Domestic,1,3.0
ELV,Domestic,2,2.0
ELV,Domestic,3,6.0
ELV,Domestic,4,26.0
ELV,Domestic,5,119.0
ELV,Domestic,6,185.0
ELV,Domestic,7,202.0
ELV,Domestic,8,122.0
ELV,Domestic,9,61.0
ELV,Domestic,10,15.0
