Airline,Origin_Dest,Plane_Type_Text,Passengers,Airport 1,Airport 2
AZ,FCO_JFK,Boeing 777-300/300ER/333ER,127695.0,FCO,JFK
DL,MSP_RSW,Boeing 757-200,127637.0,MSP,RSW
OO,LAX_PHX,Embraer ERJ-175,127608.0,LAX,PHX
DL,ATL_ORF,McDonnell Douglas MD-90,127564.0,ATL,ORF
QX,EAT_SEA,De Havilland DHC8-400 Dash-8,127484.0,EAT,SEA
DL,BRU_JFK,Boeing 767-300/300ER,127418.0,BRU,JFK
AC,SFO_YYZ,Boeing 737-800,127316.0,SFO,YYZ
WN,FLL_STL,Boeing 737-700/700LR/Max 7,127211.0,FLL,STL
DL,ATL_PNS,Boeing 737-800,127207.0,ATL,PNS
LX,EWR_ZRH,Airbus Industrie A330-200,127182.0,EWR,ZRH
DL,AMS_SLC,Boeing 767-300/300ER,127138.0,AMS,SLC
WN,AUS_STL,Boeing 737-700/700LR/Max 7,127127.0,AUS,STL
C5,ALB_EWR,Embraer-145,127102.0,ALB,EWR
UA,IAD_TPA,Boeing 737-800,127098.0,IAD,TPA
UA,ANC_DEN,Boeing 737-800,127068.0,ANC,DEN
DL,DTW_FRA,Boeing 767-300/300ER,126990.0,DTW,FRA
UA,DEN_SEA,Airbus Industrie A320-100/200,126988.0,DEN,SEA
OH,CLT_OAJ,Canadair RJ-700,126986.0,CLT,OAJ
UA,DEN_SNA,Airbus Industrie A320-100/200,126919.0,DEN,SNA
BR,ORD_TPE,Boeing 777-200ER/200LR/233LR,126869.0,ORD,TPE
B6,JFK_MBJ,Airbus Industrie A320-100/200,126863.0,JFK,MBJ
DL,LGA_TPA,Airbus Industrie A320-100/200,126790.0,LGA,TPA
WN,BDL_MDW,Boeing 737-700/700LR/Max 7,126789.0,BDL,MDW
JL,NRT_SAN,B787-800 Dreamliner,126756.0,NRT,SAN
YV,LGB_PHX,Canadair CRJ 900,126745.0,LGB,PHX
AA,CLT_MCI,Airbus Industrie A319,126729.0,CLT,MCI
WN,MDW_SFO,Boeing 737-800,126674.0,MDW,SFO
DL,HNL_SEA,Boeing 757-300,126659.0,HNL,SEA
YV,DFW_ICT,Canadair CRJ 900,126614.0,DFW,ICT
UA,IAH_LAX,B787-900 Dreamliner,126612.0,IAH,LAX
DL,DTW_LAX,Boeing 737-900ER,126564.0,DTW,LAX
YX,EWR_PIT,Embraer-Emb-170,126523.0,EWR,PIT
WN,AUS_DEN,Boeing 737-800,126417.0,AUS,DEN
F9,LAS_ORD,Airbus Industrie A321/Lr,126376.0,LAS,ORD
KL,AMS_LAX,Boeing 777-200ER/200LR/233LR,126247.0,AMS,LAX
OO,LAX_SLC,Embraer ERJ-175,126246.0,LAX,SLC
VS,ATL_LHR,Airbus Industrie A330-300,126234.0,ATL,LHR
NK,IAH_LAS,Airbus Industrie A320-100/200,126193.0,IAH,LAS
DL,LAX_SJO,Boeing 757-200,126093.0,LAX,SJO
UA,AUS_IAH,Boeing 737-900,126068.0,AUS,IAH
AA,CMH_DFW,Boeing 737-800,126061.0,CMH,DFW
DL,ATL_MAD,Boeing 767-400/ER,126025.0,ATL,MAD
OO,PDX_SEA,Embraer ERJ-175,126001.0,PDX,SEA
PT,MDT_PHL,Embraer-145,125945.0,MDT,PHL
UA,BWI_ORD,Boeing 737-900ER,125920.0,BWI,ORD
DL,FRA_JFK,Boeing 767-300/300ER,125884.0,FRA,JFK
UA,ORD_SNA,Airbus Industrie A320-100/200,125846.0,ORD,SNA
VA,LAX_MEL,Boeing 777-200ER/200LR/233LR,125844.0,LAX,MEL
DL,DTW_LGA,Boeing 717-200,125807.0,DTW,LGA
YV,IAD_PIT,Canadair RJ-700,125771.0,IAD,PIT
UA,LIH_SFO,Boeing 737-800,125686.0,LIH,SFO
WN,PHL_STL,Boeing 737-700/700LR/Max 7,125684.0,PHL,STL
YV,FAT_PHX,Canadair CRJ 900,125682.0,FAT,PHX
WN,BWI_CUN,Boeing 737-700/700LR/Max 7,125640.0,BWI,CUN
DL,ATL_DAL,Airbus Industrie A320-100/200,125336.0,ATL,DAL
NZ,AKL_IAH,Boeing 777-300/300ER/333ER,125310.0,AKL,IAH
DL,ATL_UIO,Boeing 757-200,125259.0,ATL,UIO
WN,AUS_MCO,Boeing 737-700/700LR/Max 7,125253.0,AUS,MCO
AA,CDG_PHL,Airbus Industrie A330-200,125175.0,CDG,PHL
AA,GYE_MIA,Boeing 767-300/300ER,125147.0,GYE,MIA
UA,DEN_MCO,Boeing 737-900ER,125122.0,DEN,MCO
NK,LAS_ORD,Airbus Industrie A320-100/200,125080.0,LAS,ORD
AS,SEA_STL,Boeing 737-900ER,125010.0,SEA,STL
AA,DCA_PHX,Airbus Industrie A321/Lr,124934.0,DCA,PHX
UA,IAD_PEK,B787-800 Dreamliner,124914.0,IAD,PEK
DL,ATL_CMH,McDonnell Douglas MD-90,124873.0,ATL,CMH
WN,ATL_PHL,Boeing 737-700/700LR/Max 7,124766.0,ATL,PHL
WN,BWI_STL,Boeing 737-800,124647.0,BWI,STL
O6,GRU_JFK,Airbus Industrie A330-200,124616.0,GRU,JFK
YV,CLT_IAH,Embraer ERJ-175,124601.0,CLT,IAH
MQ,DFW_MSN,Embraer ERJ-175,124598.0,DFW,MSN
YV,ELP_IAH,Embraer ERJ-175,124553.0,ELP,IAH
WN,DEN_MSY,Boeing 737-700/700LR/Max 7,124480.0,DEN,MSY
F9,MCO_STL,Airbus Industrie A321/Lr,124465.0,MCO,STL
NH,HND_ORD,Boeing 777-300/300ER/333ER,124404.0,HND,ORD
MQ,CID_DFW,Embraer ERJ-175,124357.0,CID,DFW
UA,ORD_YYZ,Airbus Industrie A320-100/200,124352.0,ORD,YYZ
UA,IAD_LAS,Boeing 737-900ER,124324.0,IAD,LAS
UA,DEN_LGA,Boeing 737-800,124280.0,DEN,LGA
DL,DCA_SLC,Boeing 757-200,124276.0,DCA,SLC
WN,CMH_DCA,Boeing 737-700/700LR/Max 7,124272.0,CMH,DCA
AS,LAX_MEX,Boeing 737-800,124200.0,LAX,MEX
UA,IAH_MSY,Boeing 737-900ER,124192.0,IAH,MSY
AA,CCS_MIA,Boeing 737-800,124164.0,CCS,MIA
UX,JFK_MAD,Airbus Industrie A330-200,124133.0,JFK,MAD
DL,ATL_DTW,McDonnell Douglas MD-90,124041.0,ATL,DTW
UA,IAH_SCL,Boeing 767-300/300ER,124027.0,IAH,SCL
AA,CLT_PHL,Airbus Industrie A319,124026.0,CLT,PHL
9E,DFW_MSP,Canadair CRJ 900,123985.0,DFW,MSP
MQ,CVG_ORD,Embraer-145,123797.0,CVG,ORD
SK,ARN_LAX,Airbus Industrie A330-200,123776.0,ARN,LAX
OO,ATL_FWA,Canadair RJ-200ER /RJ-440,123680.0,ATL,FWA
UA,EWR_IAH,Airbus Industrie A320-100/200,123636.0,EWR,IAH
UA,IAH_LAX,Boeing B737 Max 900,123623.0,IAH,LAX
DL,ATL_CUN,Airbus Industrie A320-100/200,123593.0,ATL,CUN
DL,ATL_BDL,Boeing 737-900ER,123550.0,ATL,BDL
AA,LAX_MSY,Boeing 737-800,123541.0,LAX,MSY
DL,CDG_SLC,Boeing 767-300/300ER,123342.0,CDG,SLC
DI,LGW_OAK,B787-900 Dreamliner,123339.0,LGW,OAK
AS,JFK_LAX,Airbus Industrie A319,123332.0,JFK,LAX
AA,CLT_PWM,Airbus Industrie A319,123263.0,CLT,PWM
WN,ATL_BOS,Boeing 737-700/700LR/Max 7,123154.0,ATL,BOS
WN,OMA_PHX,Boeing 737-700/700LR/Max 7,123143.0,OMA,PHX
B6,JFK_RDU,Embraer 190,123129.0,JFK,RDU
DL,LGA_MIA,Airbus Industrie A321/Lr,123108.0,LGA,MIA
WW,KEF_SFO,Airbus Industrie A330-200,123099.0,KEF,SFO
AS,BUR_SEA,Boeing 737-800,123095.0,BUR,SEA
AA,DFW_GSP,Boeing 737-800,123093.0,DFW,GSP
UA,ORD_SEA,Airbus Industrie A320-100/200,123074.0,ORD,SEA
WN,BNA_DTW,Boeing 737-700/700LR/Max 7,123005.0,BNA,DTW
YX,DTW_EWR,Embraer-Emb-170,122966.0,DTW,EWR
OO,ATL_MOB,Canadair RJ-200ER /RJ-440,122925.0,ATL,MOB
WN,HOU_SAN,Boeing 737-700/700LR/Max 7,122837.0,HOU,SAN
AS,BOS_PDX,Boeing 737-900ER,122753.0,BOS,PDX
ZW,ATW_ORD,Canadair RJ-200ER /RJ-440,122642.0,ATW,ORD
CP,PDX_SEA,Embraer ERJ-175,122626.0,PDX,SEA
AS,GEG_SEA,Boeing 737-900,122582.0,GEG,SEA
UA,ATL_EWR,Airbus Industrie A319,122556.0,ATL,EWR
DL,DTW_RSW,Boeing 737-900ER,122497.0,DTW,RSW
AA,CLT_MSP,Airbus Industrie A321/Lr,122435.0,CLT,MSP
DL,PEK_SEA,Boeing 767-300/300ER,122357.0,PEK,SEA
LX,ORD_ZRH,Airbus Industrie A330-200,122339.0,ORD,ZRH
WN,MDW_OAK,Boeing 737-700/700LR/Max 7,122337.0,MDW,OAK
WN,DAL_TPA,Boeing 737-700/700LR/Max 7,122334.0,DAL,TPA
NK,BWI_LAS,Airbus Industrie A320-100/200,122332.0,BWI,LAS
AZ,FCO_JFK,Boeing 777-200ER/200LR/233LR,122301.0,FCO,JFK
UA,CLE_ORD,Boeing 737-700/700LR/Max 7,122257.0,CLE,ORD
WN,CMH_RSW,Boeing 737-700/700LR/Max 7,122189.0,CMH,RSW
NK,BOS_BWI,Airbus Industrie A320-100/200,122122.0,BOS,BWI
UA,EWR_MIA,Boeing 737-900ER,122103.0,EWR,MIA
AS,PDX_SAN,Boeing 737-800,122101.0,PDX,SAN
NK,IAH_LAS,Airbus Industrie A321/Lr,121995.0,IAH,LAS
AA,PHL_TPA,Airbus Industrie A320-100/200,121980.0,PHL,TPA
YV,AMA_DFW,Canadair CRJ 900,121946.0,AMA,DFW
DL,ATL_MBJ,Boeing 737-900ER,121902.0,ATL,MBJ
AA,LAX_PVG,B787-900 Dreamliner,121865.0,LAX,PVG
DL,DTW_SAN,Boeing 737-900ER,121802.0,DTW,SAN
AA,IND_LAX,Airbus Industrie A319,121743.0,IND,LAX
NK,BWI_IAH,Airbus Industrie A320-100/200,121700.0,BWI,IAH
AA,BOS_MIA,Boeing B737 Max 800,121610.0,BOS,MIA
DL,BWI_MSP,McDonnell Douglas MD-90,121554.0,BWI,MSP
WN,MDW_RSW,Boeing 737-800,121528.0,MDW,RSW
AA,MCO_MIA,Airbus Industrie A321/Lr,121458.0,MCO,MIA
DL,ATL_BOG,Boeing 757-200,121419.0,ATL,BOG
WN,FLL_JAX,Boeing 737-700/700LR/Max 7,121353.0,FLL,JAX
AA,DFW_DTW,McDonnell Douglas DC9 Super 80/MD81/82/83/88,121330.0,DFW,DTW
OZ,ICN_SEA,Boeing 777-200ER/200LR/233LR,121297.0,ICN,SEA
DL,ATL_MTY,Boeing 717-200,121224.0,ATL,MTY
AZ,FCO_LAX,Boeing 777-200ER/200LR/233LR,121154.0,FCO,LAX
HA,HNL_ICN,Airbus Industrie A330-200,121139.0,HNL,ICN
AA,LAX_MIA,Boeing 777-200ER/200LR/233LR,121076.0,LAX,MIA
WN,LGA_MKE,Boeing 737-700/700LR/Max 7,121057.0,LGA,MKE
EV,CLE_DCA,Embraer-145,121005.0,CLE,DCA
YV,DFW_JAN,Canadair CRJ 900,120950.0,DFW,JAN
DL,JFK_LHR,Boeing 767-300/300ER,120804.0,JFK,LHR
PT,CLT_ROA,Embraer-145,120797.0,CLT,ROA
UA,IAH_SAP,Boeing 737-800,120780.0,IAH,SAP
CI,JFK_TPE,Boeing 777-300/300ER/333ER,120769.0,JFK,TPE
DL,FLL_LGA,Airbus Industrie A319,120750.0,FLL,LGA
WN,LAX_STL,Boeing 737-800,120738.0,LAX,STL
UA,IAH_LGA,Airbus Industrie A320-100/200,120686.0,IAH,LGA
AS,JFK_SFO,Airbus Industrie A320-100/200,120631.0,JFK,SFO
MQ,CMI_ORD,Embraer-145,120609.0,CMI,ORD
AA,CLT_PIT,Airbus Industrie A320-100/200,120604.0,CLT,PIT
UA,SEA_SFO,Airbus Industrie A320-100/200,120574.0,SEA,SFO
OO,SFO_SNA,Embraer ERJ-175,120554.0,SFO,SNA
NK,DFW_LAX,Airbus Industrie A320-100/200,120509.0,DFW,LAX
B6,BDL_SJU,Airbus Industrie A320-100/200,120500.0,BDL,SJU
MQ,ORD_ROC,Canadair RJ-700,120465.0,ORD,ROC
WN,CHS_MDW,Boeing 737-700/700LR/Max 7,120299.0,CHS,MDW
NK,DTW_LAX,Airbus Industrie A320-100/200,120246.0,DTW,LAX
AA,DFW_MCI,McDonnell Douglas DC9 Super 80/MD81/82/83/88,120238.0,DFW,MCI
CA,IAH_PEK,Boeing 777-300/300ER/333ER,120230.0,IAH,PEK
AA,MAD_PHL,Airbus Industrie A330-200,120193.0,MAD,PHL
UA,AMS_ORD,Boeing 767-300/300ER,120154.0,AMS,ORD
JL,BOS_NRT,B787-900 Dreamliner,120143.0,BOS,NRT
F9,ISP_MCO,Airbus Industrie A321/Lr,120085.0,ISP,MCO
LX,GVA_JFK,Airbus Industrie A330-200,120002.0,GVA,JFK
WN,BNA_SAT,Boeing 737-700/700LR/Max 7,119985.0,BNA,SAT
B6,BOS_DTW,Embraer 190,119977.0,BOS,DTW
B6,CUN_FLL,Airbus Industrie A320-100/200,119945.0,CUN,FLL
4O,DFW_MEX,Airbus Industrie A320-100/200,119922.0,DFW,MEX
DL,ATL_SEA,Boeing 757-300,119851.0,ATL,SEA
CX,JFK_YVR,Boeing 777-300/300ER/333ER,119843.0,JFK,YVR
WN,DEN_ONT,Boeing 737-700/700LR/Max 7,119834.0,DEN,ONT
UA,AMS_IAD,Boeing 767-300/300ER,119821.0,AMS,IAD
LH,DEN_MUC,Airbus Industrie A350-900,119814.0,DEN,MUC
UA,CUN_IAH,Boeing 737-900ER,119777.0,CUN,IAH
DL,BOS_MSP,Airbus Industrie A320-100/200,119745.0,BOS,MSP
AA,MIA_SAL,Boeing 737-800,119712.0,MIA,SAL
UA,IAH_LGA,Boeing 737-800,119695.0,IAH,LGA
UA,GUM_MNL,Boeing 737-800,119680.0,GUM,MNL
DL,BWI_SLC,Boeing 737-800,119671.0,BWI,SLC
AA,AUS_JFK,Boeing 737-800,119663.0,AUS,JFK
B6,FLL_RDU,Embraer 190,119660.0,FLL,RDU
DL,DFW_LAX,Airbus Industrie A319,119582.0,DFW,LAX
DL,JFK_SEA,Boeing 737-900ER,119547.0,JFK,SEA
AA,ORD_SAT,Boeing 737-800,119531.0,ORD,SAT
AA,ORD_SFO,Airbus Industrie A321/Lr,119515.0,ORD,SFO
UA,BOS_SFO,Boeing 777-200ER/200LR/233LR,119512.0,BOS,SFO
AA,NRT_ORD,B787-800 Dreamliner,119482.0,NRT,ORD
UA,FLL_IAH,Boeing 737-900ER,119470.0,FLL,IAH
AA,MIA_STT,Boeing 737-800,119465.0,MIA,STT
OO,DTW_SBN,Canadair RJ-200ER /RJ-440,119435.0,DTW,SBN
B6,HPN_MCO,Embraer 190,119425.0,HPN,MCO
9E,JAX_LGA,Canadair CRJ 900,119424.0,JAX,LGA
OO,SAN_SMF,Embraer ERJ-175,119322.0,SAN,SMF
9E,JFK_ORD,Canadair CRJ 900,119228.0,JFK,ORD
B6,BOS_CLT,Embraer 190,119101.0,BOS,CLT
PT,PHL_YYZ,Embraer-145,118968.0,PHL,YYZ
KL,AMS_JFK,Boeing 747-400,118952.0,AMS,JFK
UA,DEN_LAS,Airbus Industrie A320-100/200,118924.0,DEN,LAS
NH,JFK_NRT,Boeing 777-300/300ER/333ER,118892.0,JFK,NRT
VS,BOS_LHR,B787-900 Dreamliner,118812.0,BOS,LHR
AZ,BOS_FCO,Airbus Industrie A330-200,118795.0,BOS,FCO
WN,MSP_PHX,Boeing 737-700/700LR/Max 7,118742.0,MSP,PHX
DL,ATL_SLC,Boeing 737-900ER,118734.0,ATL,SLC
AA,LAX_MIA,Boeing 737-800,118730.0,LAX,MIA
WN,BHM_MDW,Boeing 737-700/700LR/Max 7,118685.0,BHM,MDW
OO,PHX_PSP,Canadair RJ-700,118680.0,PHX,PSP
B6,FLL_SDQ,Airbus Industrie A320-100/200,118661.0,FLL,SDQ
AA,DFW_PHL,Boeing 757-200,118603.0,DFW,PHL
UA,DEN_PHX,Airbus Industrie A320-100/200,118580.0,DEN,PHX
AS,PHX_SEA,Boeing 737-900,118551.0,PHX,SEA
DL,ATL_BDL,McDonnell Douglas MD-90,118494.0,ATL,BDL
WN,MCI_PHX,Boeing 737-800,118471.0,MCI,PHX
KL,AMS_JFK,Boeing 777-200ER/200LR/233LR,118460.0,AMS,JFK
DL,ATL_CDG,Airbus Industrie A330-300,118409.0,ATL,CDG
9E,CLE_JFK,Canadair CRJ 900,118341.0,CLE,JFK
AS,ANC_PDX,Boeing 737-900ER,118297.0,ANC,PDX
DL,LAS_MSP,McDonnell Douglas MD-90,118264.0,LAS,MSP
JJ,GIG_MIA,Boeing 767-300/300ER,118246.0,GIG,MIA
DL,DTW_LHR,Boeing 767-300/300ER,118240.0,DTW,LHR
WN,HOU_MEM,Boeing 737-700/700LR/Max 7,118157.0,HOU,MEM
WN,PHX_TUL,Boeing 737-700/700LR/Max 7,118142.0,PHX,TUL
LH,FRA_PHL,Airbus Industrie A340-300,118043.0,FRA,PHL
AA,DFW_ONT,Airbus Industrie A321/Lr,117984.0,DFW,ONT
AS,SEA_TPA,Boeing 737-900ER,117979.0,SEA,TPA
AA,CDG_JFK,Boeing 767-300/300ER,117969.0,CDG,JFK
UA,IAD_SFO,Boeing 757-200,117950.0,IAD,SFO
B6,BOS_MSY,Airbus Industrie A320-100/200,117929.0,BOS,MSY
OH,ABE_CLT,Canadair CRJ 900,117921.0,ABE,CLT
AA,CLT_GCM,Airbus Industrie A321/Lr,117846.0,CLT,GCM
DL,ATL_DTW,McDonnell Douglas DC9 Super 80/MD81/82/83/88,117838.0,ATL,DTW
WS,BOS_YYZ,De Havilland DHC8-400 Dash-8,117829.0,BOS,YYZ
AA,LIH_PHX,Boeing 757-200,117825.0,LIH,PHX
NK,CLE_LAS,Airbus Industrie A320-100/200,117777.0,CLE,LAS
UA,LAX_SYD,B787-900 Dreamliner,117708.0,LAX,SYD
AA,PHX_SJD,Airbus Industrie A320-100/200,117679.0,PHX,SJD
UA,LGA_ORD,Boeing 737-800,117676.0,LGA,ORD
KV,MSP_YYZ,Embraer ERJ-175,117672.0,MSP,YYZ
RV,SAN_YYZ,Airbus Industrie A321/Lr,117659.0,SAN,YYZ
WN,BHM_HOU,Boeing 737-700/700LR/Max 7,117619.0,BHM,HOU
WN,RSW_STL,Boeing 737-700/700LR/Max 7,117572.0,RSW,STL
AA,MIA_SEA,Boeing 737-800,117523.0,MIA,SEA
NK,LAS_SEA,Airbus Industrie A321/Lr,117455.0,LAS,SEA
AA,BOI_DFW,Boeing 737-800,117442.0,BOI,DFW
AA,GIG_JFK,Boeing 777-200ER/200LR/233LR,117414.0,GIG,JFK
UA,BCN_EWR,Boeing 777-200ER/200LR/233LR,117344.0,BCN,EWR
DL,DTW_LAX,Airbus Industrie A321/Lr,117310.0,DTW,LAX
DL,ATL_MUC,Boeing 767-400/ER,117281.0,ATL,MUC
WN,MCI_MSP,Boeing 737-700/700LR/Max 7,117256.0,MCI,MSP
B6,AUS_LGB,Airbus Industrie A320-100/200,117175.0,AUS,LGB
NK,EWR_LAS,Airbus Industrie A320-100/200,117147.0,EWR,LAS
DL,ATL_FCO,Airbus Industrie A330-300,117124.0,ATL,FCO
WN,ATL_SAT,Boeing 737-700/700LR/Max 7,117106.0,ATL,SAT
WN,BNA_DAL,Boeing 737-800,117078.0,BNA,DAL
WN,DEN_GEG,Boeing 737-700/700LR/Max 7,117053.0,DEN,GEG
UA,IAH_MSY,Boeing 737-900,117045.0,IAH,MSY
DL,AMS_JFK,Airbus Industrie A330-300,117039.0,AMS,JFK
AA,LAX_SJD,Boeing 737-800,116891.0,LAX,SJD
DL,BOS_CDG,Boeing 767-300/300ER,116715.0,BOS,CDG
AA,MIA_SJU,Boeing 767-300/300ER,116575.0,MIA,SJU
NK,ORD_RSW,Airbus Industrie A320-100/200,116527.0,ORD,RSW
NK,FLL_TPA,Airbus Industrie A320-100/200,116490.0,FLL,TPA
AA,BDA_JFK,Boeing 737-800,116488.0,BDA,JFK
WN,DAL_MEM,Boeing 737-700/700LR/Max 7,116409.0,DAL,MEM
WN,IND_MCI,Boeing 737-700/700LR/Max 7,116396.0,IND,MCI
WN,MCO_PHX,Boeing 737-800,116294.0,MCO,PHX
WN,ATL_CLE,Boeing 737-700/700LR/Max 7,116267.0,ATL,CLE
9E,JFK_ROC,Canadair CRJ 900,116266.0,JFK,ROC
UA,LAS_ORD,Airbus Industrie A320-100/200,116179.0,LAS,ORD
AS,MSY_SEA,Boeing 737-900ER,116081.0,MSY,SEA
LH,FRA_TPA,Airbus Industrie A340-300,116030.0,FRA,TPA
NK,FLL_LAS,Airbus Industrie A320-100/200,115983.0,FLL,LAS
NK,FLL_ORD,Airbus Industrie A320-100/200,115976.0,FLL,ORD
UA,FLL_IAH,Airbus Industrie A320-100/200,115917.0,FLL,IAH
F9,DCA_DEN,Airbus Industrie A319,115887.0,DCA,DEN
AA,DFW_TPA,Airbus Industrie A321/Lr,115854.0,DFW,TPA
MQ,DAY_DFW,Embraer ERJ-175,115845.0,DAY,DFW
UA,BOS_LAX,Boeing 737-900ER,115814.0,BOS,LAX
UA,IAD_LAX,Boeing 757-200,115765.0,IAD,LAX
WN,MDW_MEM,Boeing 737-700/700LR/Max 7,115738.0,MDW,MEM
AA,DEN_LAX,Airbus Industrie A319,115721.0,DEN,LAX
DL,ATL_TPA,McDonnell Douglas MD-90,115691.0,ATL,TPA
UA,EWR_IAH,Boeing 757-200,115683.0,EWR,IAH
DL,ATL_GIG,Boeing 767-400/ER,115677.0,ATL,GIG
NK,BOS_FLL,Airbus Industrie A321/Lr,115657.0,BOS,FLL
AS,PDX_SEA,Boeing 737-900ER,115616.0,PDX,SEA
B6,BWI_FLL,Airbus Industrie A320-100/200,115584.0,BWI,FLL
DL,JFK_MEX,Boeing 757-200,115575.0,JFK,MEX
AS,PDX_SFO,Boeing 737-900ER,115572.0,PDX,SFO
NK,CLE_LAX,Airbus Industrie A320-100/200,115460.0,CLE,LAX
DL,ATL_TLH,McDonnell Douglas DC9 Super 80/MD81/82/83/88,115342.0,ATL,TLH
AA,PHL_SFO,Airbus Industrie A330-200,115324.0,PHL,SFO
AA,CLT_IAH,Airbus Industrie A320-100/200,115314.0,CLT,IAH
B6,BOS_SDQ,Airbus Industrie A320-100/200,115299.0,BOS,SDQ
AA,IAH_ORD,Boeing 737-800,115259.0,IAH,ORD
AA,FLL_PHL,Airbus Industrie A320-100/200,115252.0,FLL,PHL
BW,GEO_JFK,Boeing 737-800,115239.0,GEO,JFK
DL,ATL_AVL,Boeing 717-200,115155.0,ATL,AVL
OO,ATL_MGM,Canadair RJ-200ER /RJ-440,115116.0,ATL,MGM
DL,ATL_MEX,Boeing 737-800,115093.0,ATL,MEX
MQ,DFW_GJT,Embraer ERJ-175,115059.0,DFW,GJT
AA,BUF_CLT,Airbus Industrie A321/Lr,115047.0,BUF,CLT
JL,KIX_LAX,B787-800 Dreamliner,115023.0,KIX,LAX
DL,ATL_GCM,Airbus Industrie A320-100/200,114978.0,ATL,GCM
DL,ATL_LHR,Boeing 767-300/300ER,114968.0,ATL,LHR
WS,LAX_YYZ,Boeing 737-800,114957.0,LAX,YYZ
ZW,DAY_ORD,Canadair RJ-200ER /RJ-440,114910.0,DAY,ORD
WN,LAS_PIT,Boeing 737-800,114891.0,LAS,PIT
UA,MSP_ORD,Airbus Industrie A320-100/200,114860.0,MSP,ORD
DL,SAN_SLC,Airbus Industrie A320-100/200,114814.0,SAN,SLC
UA,ABQ_DEN,Airbus Industrie A320-100/200,114806.0,ABQ,DEN
DL,AMS_ATL,Boeing 777-200ER/200LR/233LR,114802.0,AMS,ATL
OO,LAX_SAN,Embraer ERJ-175,114781.0,LAX,SAN
AA,DFW_LAX,Boeing 737-800,114688.0,DFW,LAX
UA,EWR_RSW,Boeing 737-800,114601.0,EWR,RSW
DL,ATL_MYR,Boeing 717-200,114532.0,ATL,MYR
DL,LGA_MSP,Airbus Industrie A319,114476.0,LGA,MSP
DL,DFW_SLC,Boeing 717-200,114471.0,DFW,SLC
DL,MSP_YWG,Airbus Industrie A319,114384.0,MSP,YWG
AA,PHX_STL,Boeing 737-800,114367.0,PHX,STL
DL,ATL_SYR,McDonnell Douglas DC9 Super 80/MD81/82/83/88,114348.0,ATL,SYR
AA,PHL_RDU,Airbus Industrie A320-100/200,114248.0,PHL,RDU
EY,AUH_LAX,Boeing 777-300/300ER/333ER,114176.0,AUH,LAX
DL,MKE_MSP,Boeing 737-900ER,114122.0,MKE,MSP
WN,CMH_LAS,Boeing 737-800,114008.0,CMH,LAS
WN,ATL_MSP,Boeing 737-700/700LR/Max 7,113972.0,ATL,MSP
UA,IAH_LAS,Airbus Industrie A320-100/200,113921.0,IAH,LAS
AA,MUC_PHL,Airbus Industrie A330-200,113920.0,MUC,PHL
DL,ATL_GPT,Boeing 717-200,113912.0,ATL,GPT
DL,ATL_MSP,Boeing 757-300,113887.0,ATL,MSP
AS,PDX_SFO,Airbus Industrie A319,113851.0,PDX,SFO
LO,ORD_WAW,B787-900 Dreamliner,113846.0,ORD,WAW
AA,PHX_SMF,Airbus Industrie A321/Lr,113776.0,PHX,SMF
DL,ATL_FNT,McDonnell Douglas DC9 Super 80/MD81/82/83/88,113651.0,ATL,FNT
B6,BOS_LGB,Airbus Industrie A320-100/200,113588.0,BOS,LGB
AA,MIA_ORD,Boeing 767-300/300ER,113577.0,MIA,ORD
UA,BIL_DEN,Airbus Industrie A320-100/200,113543.0,BIL,DEN
B6,BUR_JFK,Airbus Industrie A320-100/200,113517.0,BUR,JFK
BA,BNA_LHR,B787-800 Dreamliner,113492.0,BNA,LHR
AA,CLT_GCM,Airbus Industrie A320-100/200,113438.0,CLT,GCM
NH,HND_JFK,Boeing 777-300/300ER/333ER,113412.0,HND,JFK
WN,IND_MDW,Boeing 737-700/700LR/Max 7,113393.0,IND,MDW
UA,IAH_LAX,Boeing 777-200ER/200LR/233LR,113393.0,IAH,LAX
AA,MKE_PHX,Airbus Industrie A319,113338.0,MKE,PHX
YV,IAD_YYZ,Canadair RJ-700,113322.0,IAD,YYZ
SK,CPH_ORD,Airbus Industrie A340-200,113203.0,CPH,ORD
RV,TPA_YYZ,Airbus Industrie A321/Lr,113202.0,TPA,YYZ
UA,IAH_MSY,Airbus Industrie A320-100/200,113200.0,IAH,MSY
DI,LGW_MCO,B787-900 Dreamliner,113176.0,LGW,MCO
AA,DFW_MCO,Boeing 737-800,113124.0,DFW,MCO
AV,BOG_JFK,Airbus Industrie A330-200,113090.0,BOG,JFK
UA,IAH_SAN,Boeing 737-900ER,112955.0,IAH,SAN
EK,DXB_EWR,Boeing 777-300/300ER/333ER,112902.0,DXB,EWR
UA,IAD_IAH,Boeing 767-300/300ER,112839.0,IAD,IAH
AA,MAN_PHL,Airbus Industrie A330-200,112829.0,MAN,PHL
CP,PHX_SEA,Embraer ERJ-175,112773.0,PHX,SEA
CP,LAS_LAX,Embraer ERJ-175,112737.0,LAS,LAX
WN,PHX_SAN,Boeing 737-800,112706.0,PHX,SAN
KV,EWR_YUL,Embraer ERJ-175,112684.0,EWR,YUL
YX,DTW_EWR,Embraer ERJ-175,112677.0,DTW,EWR
WN,BNA_FLL,Boeing 737-800,112662.0,BNA,FLL
LJ,GUM_ICN,Boeing 737-800,112638.0,GUM,ICN
