Airline,Origin_Dest,Plane_Type_Text,Passengers,Airport 1,Airport 2
WN,ABQ_MDW,Boeing 737-700/700LR/Max 7,245816.0,ABQ,MDW
DL,ATL_MIA,Airbus Industrie A320-100/200,245753.0,ATL,MIA
AS,SEA_SFO,Boeing 737-900ER,245327.0,SEA,SFO
BA,ATL_LHR,Boeing 777-200ER/200LR/233LR,244798.0,ATL,LHR
AS,LAX_PDX,Boeing 737-800,244280.0,LAX,PDX
UA,SFO_SNA,Boeing 737-800,244149.0,SFO,SNA
DL,ATL_HSV,Boeing 717-200,244041.0,ATL,HSV
LY,JFK_TLV,Boeing 747-400,243804.0,JFK,TLV
AS,LAX_SFO,Airbus Industrie A319,243676.0,LAX,SFO
UA,PVG_SFO,B787-900 Dreamliner,243471.0,PVG,SFO
WN,MCO_SJU,Boeing 737-700/700LR/Max 7,243470.0,MCO,SJU
WS,LAX_YVR,Boeing 737-800,243424.0,LAX,YVR
AA,DCA_TPA,Airbus Industrie A319,243329.0,DCA,TPA
WN,BNA_DEN,Boeing 737-700/700LR/Max 7,243266.0,BNA,DEN
DL,ATL_LHR,Airbus Industrie A330-200,242978.0,ATL,LHR
WN,BWI_DAL,Boeing 737-800,242966.0,BWI,DAL
DL,ATL_VPS,McDonnell Douglas DC9 Super 80/MD81/82/83/88,242852.0,ATL,VPS
DL,LGA_MIA,Airbus Industrie A320-100/200,242434.0,LGA,MIA
UA,GUM_NRT,Boeing 737-800,242007.0,GUM,NRT
AA,JFK_MIA,Boeing 767-300/300ER,241886.0,JFK,MIA
B6,JAX_JFK,Airbus Industrie A320-100/200,241761.0,JAX,JFK
WN,DAL_LAS,Boeing 737-800,241405.0,DAL,LAS
WN,BWI_JAX,Boeing 737-700/700LR/Max 7,241203.0,BWI,JAX
AA,ORD_RSW,Boeing 737-800,240753.0,ORD,RSW
UA,DEN_PDX,Boeing 737-900ER,240575.0,DEN,PDX
AA,PHX_SAN,Airbus Industrie A321/Lr,240273.0,PHX,SAN
AA,DFW_OGG,Boeing 777-200ER/200LR/233LR,240242.0,DFW,OGG
WN,DEN_OKC,Boeing 737-700/700LR/Max 7,240118.0,DEN,OKC
DL,DTW_TPA,Boeing 737-900ER,239997.0,DTW,TPA
WN,MCO_STL,Boeing 737-700/700LR/Max 7,239842.0,MCO,STL
AA,BOG_MIA,Airbus Industrie A319,239798.0,BOG,MIA
NH,LAX_NRT,Boeing 777-300/300ER/333ER,238817.0,LAX,NRT
DL,JFK_SLC,Boeing 737-900ER,238793.0,JFK,SLC
UA,EWR_TLV,Boeing 777-300/300ER/333ER,238456.0,EWR,TLV
WN,ATL_STL,Boeing 737-700/700LR/Max 7,237985.0,ATL,STL
QF,DFW_SYD,Airbus Industrie A380-800,237906.0,DFW,SYD
UA,ORD_SAN,Boeing 737-900ER,237750.0,ORD,SAN
UA,ORD_PHX,Boeing 737-900ER,237213.0,ORD,PHX
YV,PHX_TUS,Canadair CRJ 900,236476.0,PHX,TUS
YX,MIA_NAS,Embraer ERJ-175,236437.0,MIA,NAS
AA,AUS_CLT,Airbus Industrie A319,236370.0,AUS,CLT
DL,BWI_DTW,McDonnell Douglas MD-90,236274.0,BWI,DTW
JJ,GRU_MIA,Boeing 777-300/300ER/333ER,236270.0,GRU,MIA
AA,DFW_PDX,Airbus Industrie A321/Lr,236214.0,DFW,PDX
AA,MIA_MVD,Boeing 767-300/300ER,236204.0,MIA,MVD
DI,JFK_LGW,B787-900 Dreamliner,235982.0,JFK,LGW
UA,DEN_SAN,Boeing 737-900ER,234929.0,DEN,SAN
WN,HOU_MCO,Boeing 737-700/700LR/Max 7,234789.0,HOU,MCO
DL,ATL_ICT,McDonnell Douglas DC9 Super 80/MD81/82/83/88,234765.0,ATL,ICT
AA,LAX_MCO,Boeing 737-800,234606.0,LAX,MCO
TK,IST_ORD,Boeing 777-300/300ER/333ER,234289.0,IST,ORD
AA,DFW_PVR,Boeing 737-800,234178.0,DFW,PVR
UA,DEN_LAX,Boeing 737-900ER,233481.0,DEN,LAX
CI,SFO_TPE,Boeing 777-300/300ER/333ER,233304.0,SFO,TPE
WN,ATL_DCA,Boeing 737-700/700LR/Max 7,233273.0,ATL,DCA
B6,LGB_SJC,Airbus Industrie A320-100/200,233202.0,LGB,SJC
B6,JFK_TPA,Airbus Industrie A320-100/200,233141.0,JFK,TPA
WN,BWI_LAX,Boeing 737-800,233087.0,BWI,LAX
AS,ANC_SEA,Boeing 737-900,233036.0,ANC,SEA
AA,CLT_SJU,Airbus Industrie A321/Lr,233006.0,CLT,SJU
WN,HOU_OKC,Boeing 737-700/700LR/Max 7,232878.0,HOU,OKC
UA,IAD_MCO,Boeing 737-900ER,232855.0,IAD,MCO
UA,LAS_SFO,Boeing 737-900ER,232713.0,LAS,SFO
WN,DEN_MKE,Boeing 737-700/700LR/Max 7,232700.0,DEN,MKE
AA,MBJ_MIA,Boeing 737-800,232497.0,MBJ,MIA
UA,IAH_SAL,Boeing 737-800,232272.0,IAH,SAL
AS,SEA_SFO,Airbus Industrie A319,232009.0,SEA,SFO
UA,DEN_HNL,Boeing 777-200ER/200LR/233LR,231611.0,DEN,HNL
UA,LGA_ORD,Airbus Industrie A320-100/200,231410.0,LGA,ORD
YV,IAH_OKC,Embraer ERJ-175,231401.0,IAH,OKC
BR,SEA_TPE,Boeing 777-200ER/200LR/233LR,231254.0,SEA,TPE
DL,ATL_SJO,Boeing 757-200,231238.0,ATL,SJO
AS,ANC_SEA,Boeing 737-800,231217.0,ANC,SEA
AA,DFW_ORD,B787-800 Dreamliner,230889.0,DFW,ORD
DI,LAX_LGW,B787-900 Dreamliner,230845.0,LAX,LGW
OH,CLT_IAD,Canadair CRJ 900,230725.0,CLT,IAD
DL,DTW_PHL,McDonnell Douglas MD-90,230647.0,DTW,PHL
UA,DEN_ORD,Boeing 757-300,230563.0,DEN,ORD
WN,BNA_RDU,Boeing 737-700/700LR/Max 7,230352.0,BNA,RDU
WN,BWI_CHS,Boeing 737-700/700LR/Max 7,230297.0,BWI,CHS
OH,CLT_ILM,Canadair CRJ 900,230286.0,CLT,ILM
WN,BWI_PWM,Boeing 737-700/700LR/Max 7,230196.0,BWI,PWM
WN,BWI_HOU,Boeing 737-800,230098.0,BWI,HOU
UA,DEN_SFO,Boeing 737-800,230002.0,DEN,SFO
WN,IND_MCO,Boeing 737-700/700LR/Max 7,229855.0,IND,MCO
JL,HNL_NRT,Boeing 777-200ER/200LR/233LR,229844.0,HNL,NRT
WN,PHX_SAT,Boeing 737-700/700LR/Max 7,229772.0,PHX,SAT
B6,BOS_SAN,Airbus Industrie A321/Lr,229746.0,BOS,SAN
DL,ANC_SEA,Boeing 737-800,229214.0,ANC,SEA
AZ,FCO_JFK,Airbus Industrie A330-200,229091.0,FCO,JFK
DL,ATL_LAX,Boeing 757-300,228956.0,ATL,LAX
WN,GRR_MDW,Boeing 737-700/700LR/Max 7,228495.0,GRR,MDW
AD,FLL_VCP,Airbus Industrie A330-200,228185.0,FLL,VCP
WN,BNA_DCA,Boeing 737-700/700LR/Max 7,227721.0,BNA,DCA
TK,IST_SFO,Boeing 777-300/300ER/333ER,227484.0,IST,SFO
NK,LAX_ORD,Airbus Industrie A321/Lr,227332.0,LAX,ORD
TK,IST_LAX,Boeing 777-300/300ER/333ER,226895.0,IST,LAX
UA,EWR_LHR,Boeing 767-300/300ER,226810.0,EWR,LHR
WN,BNA_HOU,Boeing 737-700/700LR/Max 7,226701.0,BNA,HOU
UA,LHR_SFO,Boeing 777-300/300ER/333ER,226594.0,LHR,SFO
DL,JFK_MCO,Airbus Industrie A320-100/200,226405.0,JFK,MCO
AS,LAX_SEA,Airbus Industrie A320-100/200,226359.0,LAX,SEA
NK,DEN_ORD,Airbus Industrie A321/Lr,226321.0,DEN,ORD
WN,MDW_PHX,Boeing 737-700/700LR/Max 7,226249.0,MDW,PHX
AA,DFW_YVR,Boeing 737-800,226096.0,DFW,YVR
DL,ATL_JAN,McDonnell Douglas DC9 Super 80/MD81/82/83/88,226036.0,ATL,JAN
JL,GUM_NRT,Boeing 767-300/300ER,225884.0,GUM,NRT
YV,DFW_HOU,Canadair CRJ 900,225747.0,DFW,HOU
WN,HOU_STL,Boeing 737-700/700LR/Max 7,225730.0,HOU,STL
B6,BOS_SJU,Airbus Industrie A320-100/200,225651.0,BOS,SJU
DL,ATL_MEX,Boeing 737-700/700LR/Max 7,225633.0,ATL,MEX
UA,MCO_ORD,Boeing 737-900ER,225621.0,MCO,ORD
EK,BOS_DXB,Boeing 777-300/300ER/333ER,225613.0,BOS,DXB
OO,MDW_MSP,Canadair RJ-700,225222.0,MDW,MSP
WN,BWI_SAN,Boeing 737-800,225049.0,BWI,SAN
AA,DCA_MCO,Airbus Industrie A320-100/200,224825.0,DCA,MCO
DL,ATL_DCA,Airbus Industrie A320-100/200,224694.0,ATL,DCA
UA,SAN_SFO,Boeing 737-900ER,224690.0,SAN,SFO
AA,DFW_DSM,McDonnell Douglas DC9 Super 80/MD81/82/83/88,224389.0,DFW,DSM
WN,CRP_HOU,Boeing 737-700/700LR/Max 7,224002.0,CRP,HOU
WN,DEN_PDX,Boeing 737-700/700LR/Max 7,223903.0,DEN,PDX
LH,EWR_FRA,Boeing B747-8,223797.0,EWR,FRA
DL,DTW_SFO,Boeing 737-900ER,223712.0,DTW,SFO
AS,LAX_PDX,Boeing 737-900ER,223633.0,LAX,PDX
NK,LAS_ORD,Airbus Industrie A321/Lr,223522.0,LAS,ORD
UA,LAS_ORD,Boeing 737-900ER,223465.0,LAS,ORD
LH,DEN_FRA,Boeing 747-400,223427.0,DEN,FRA
B6,BOS_BUF,Embraer 190,223418.0,BOS,BUF
JL,HNL_NRT,Boeing 767-300/300ER,223404.0,HNL,NRT
CA,PEK_SFO,Boeing 747-400,223365.0,PEK,SFO
OZ,ICN_JFK,Airbus Industrie A380-800,223100.0,ICN,JFK
DL,DTW_LHR,Airbus Industrie A330-200,223084.0,DTW,LHR
WN,DEN_SEA,Boeing 737-700/700LR/Max 7,223056.0,DEN,SEA
WN,BWI_RSW,Boeing 737-700/700LR/Max 7,222988.0,BWI,RSW
AA,MIA_PAP,Boeing 737-800,222984.0,MIA,PAP
WN,DAL_OKC,Boeing 737-700/700LR/Max 7,222810.0,DAL,OKC
EY,AUH_ORD,Boeing 777-300/300ER/333ER,222793.0,AUH,ORD
AA,DFW_LGA,Boeing 737-800,222790.0,DFW,LGA
MQ,CMH_ORD,Canadair RJ-700,222718.0,CMH,ORD
SQ,FRA_JFK,Airbus Industrie A380-800,222665.0,FRA,JFK
WN,BWI_TPA,Boeing 737-800,222511.0,BWI,TPA
AA,DFW_RNO,Boeing 737-800,222486.0,DFW,RNO
WN,BWI_PHX,Boeing 737-800,222248.0,BWI,PHX
LH,FRA_MCO,Boeing 747-400,222158.0,FRA,MCO
PR,HNL_MNL,Airbus Industrie A330-200,222130.0,HNL,MNL
YV,DFW_SDF,Canadair CRJ 900,221877.0,DFW,SDF
WN,DEN_OMA,Boeing 737-700/700LR/Max 7,221522.0,DEN,OMA
WN,DEN_SFO,Boeing 737-700/700LR/Max 7,221483.0,DEN,SFO
UA,CUN_EWR,Boeing 737-900ER,221233.0,CUN,EWR
B6,FLL_NAS,Embraer 190,221078.0,FLL,NAS
WN,BNA_LGA,Boeing 737-700/700LR/Max 7,220945.0,BNA,LGA
AC,LGA_YYZ,Airbus Industrie A319,220572.0,LGA,YYZ
WN,MDW_MSY,Boeing 737-700/700LR/Max 7,220314.0,MDW,MSY
B6,BOS_LGA,Embraer 190,220201.0,BOS,LGA
WN,MDW_SDF,Boeing 737-700/700LR/Max 7,220166.0,MDW,SDF
AA,DFW_IAH,McDonnell Douglas DC9 Super 80/MD81/82/83/88,219738.0,DFW,IAH
UA,HNL_ORD,Boeing 777-200ER/200LR/233LR,219724.0,HNL,ORD
NK,LAS_LAX,Airbus Industrie A320-100/200,219570.0,LAS,LAX
WN,BNA_LAS,Boeing 737-800,219489.0,BNA,LAS
WN,BWI_CMH,Boeing 737-700/700LR/Max 7,219403.0,BWI,CMH
AA,CMH_DFW,McDonnell Douglas DC9 Super 80/MD81/82/83/88,219286.0,CMH,DFW
DL,MSP_SNA,Airbus Industrie A319,219167.0,MSP,SNA
DL,DCA_MSP,Airbus Industrie A320-100/200,218956.0,DCA,MSP
WN,DEN_OAK,Boeing 737-700/700LR/Max 7,218875.0,DEN,OAK
WN,DEN_TPA,Boeing 737-800,218782.0,DEN,TPA
DL,ATL_LAS,Boeing 737-900ER,218535.0,ATL,LAS
DL,BOS_LHR,Boeing 767-300/300ER,218250.0,BOS,LHR
AA,CLT_RSW,Airbus Industrie A321/Lr,218210.0,CLT,RSW
CP,LAX_PHX,Embraer ERJ-175,217834.0,LAX,PHX
AM,GDL_LAX,Boeing 737-800,217596.0,GDL,LAX
AA,AUS_PHX,Airbus Industrie A319,217491.0,AUS,PHX
UA,DEN_SFO,Boeing 737-900ER,217174.0,DEN,SFO
AA,ORD_RDU,Boeing 737-800,217147.0,ORD,RDU
B6,JFK_PBI,Airbus Industrie A321/Lr,217050.0,JFK,PBI
UA,HKG_SFO,Boeing 777-300/300ER/333ER,217026.0,HKG,SFO
DL,ATL_DAL,Boeing 717-200,216886.0,ATL,DAL
BA,LHR_SEA,Boeing 747-400,216692.0,LHR,SEA
DL,LAX_MSY,Boeing 737-800,216467.0,LAX,MSY
AA,JFK_LAS,Boeing 737-800,216402.0,JFK,LAS
9E,BOS_JFK,Canadair CRJ 900,215919.0,BOS,JFK
AA,ATL_MIA,Airbus Industrie A319,215870.0,ATL,MIA
OH,CLT_CVG,Canadair CRJ 900,215616.0,CLT,CVG
TK,IST_JFK,Airbus Industrie A330-200,215509.0,IST,JFK
AA,DFW_SMF,Airbus Industrie A321/Lr,215276.0,DFW,SMF
UA,DEN_EWR,Boeing 757-200,215261.0,DEN,EWR
KL,AMS_LAX,Boeing 747-400,215141.0,AMS,LAX
WN,DAL_LAS,Boeing 737-700/700LR/Max 7,215003.0,DAL,LAS
BA,AUS_LHR,Boeing 747-400,214856.0,AUS,LHR
AA,FLL_ORD,Boeing 737-800,214759.0,FLL,ORD
HA,HNL_NRT,Airbus Industrie A330-200,214575.0,HNL,NRT
WN,LAS_MCI,Boeing 737-700/700LR/Max 7,214575.0,LAS,MCI
DL,AUS_JFK,Airbus Industrie A320-100/200,214503.0,AUS,JFK
WN,LGB_SMF,Boeing 737-700/700LR/Max 7,214272.0,LGB,SMF
UA,PDX_SFO,Boeing 737-800,214244.0,PDX,SFO
LX,SFO_ZRH,Boeing 777-200ER/200LR/233LR,214244.0,SFO,ZRH
AA,DFW_IND,McDonnell Douglas DC9 Super 80/MD81/82/83/88,214220.0,DFW,IND
AA,DFW_PDX,Boeing 737-800,213897.0,DFW,PDX
NK,IAH_MCO,Airbus Industrie A321/Lr,213832.0,IAH,MCO
DL,ATL_PUJ,Boeing 737-900ER,213595.0,ATL,PUJ
WN,DAL_LIT,Boeing 737-700/700LR/Max 7,213523.0,DAL,LIT
WN,BNA_FLL,Boeing 737-700/700LR/Max 7,213401.0,BNA,FLL
BA,LHR_SJC,B787-900 Dreamliner,213158.0,LHR,SJC
CM,IAD_PTY,Boeing 737-800,212971.0,IAD,PTY
WN,ATL_MCI,Boeing 737-700/700LR/Max 7,212753.0,ATL,MCI
UA,HNL_IAH,Boeing 777-200ER/200LR/233LR,212374.0,HNL,IAH
AS,ONT_SEA,Boeing 737-900ER,212276.0,ONT,SEA
AA,CLT_RDU,Airbus Industrie A319,212039.0,CLT,RDU
DL,BOS_MCO,Airbus Industrie A320-100/200,211835.0,BOS,MCO
UA,IAH_PHX,Airbus Industrie A320-100/200,211714.0,IAH,PHX
AA,LAX_ORD,Boeing 737-800,211550.0,LAX,ORD
B6,BOS_EWR,Embraer 190,211317.0,BOS,EWR
UA,EWR_MIA,Boeing 737-800,211265.0,EWR,MIA
UA,IAH_LAX,Boeing 737-800,211178.0,IAH,LAX
LX,LAX_ZRH,Boeing 777-200ER/200LR/233LR,211060.0,LAX,ZRH
DL,HNL_LAX,Boeing 757-300,210852.0,HNL,LAX
CA,JFK_PEK,Boeing 747-400,210722.0,JFK,PEK
UA,BOS_IAD,Boeing 737-900ER,210704.0,BOS,IAD
DL,ATL_FLL,Boeing 737-900ER,210661.0,ATL,FLL
WN,BWI_CLE,Boeing 737-700/700LR/Max 7,210640.0,BWI,CLE
UA,SFO_TPE,Boeing 777-300/300ER/333ER,210629.0,SFO,TPE
JJ,GRU_JFK,Airbus Industrie A350-900,210510.0,GRU,JFK
AA,DFW_PBI,Boeing 737-800,210100.0,DFW,PBI
B6,JFK_RSW,Airbus Industrie A320-100/200,210084.0,JFK,RSW
DL,DTW_FLL,Boeing 737-900ER,210037.0,DTW,FLL
WN,FLL_HAV,Boeing 737-800,209945.0,FLL,HAV
VS,LAS_LGW,Boeing 747-400,209883.0,LAS,LGW
DL,ALB_ATL,McDonnell Douglas DC9 Super 80/MD81/82/83/88,209850.0,ALB,ATL
WS,MCO_YYZ,Boeing 737-800,209785.0,MCO,YYZ
QR,DOH_ORD,Boeing 777-300/300ER/333ER,209778.0,DOH,ORD
AA,BNA_CLT,Airbus Industrie A319,209676.0,BNA,CLT
DL,ATL_SAV,Boeing 737-700/700LR/Max 7,209492.0,ATL,SAV
AA,CLE_DFW,McDonnell Douglas DC9 Super 80/MD81/82/83/88,209444.0,CLE,DFW
LH,FRA_IAD,Boeing B747-8,209394.0,FRA,IAD
AA,CLT_DCA,Airbus Industrie A320-100/200,209085.0,CLT,DCA
AA,DFW_LAX,B787-900 Dreamliner,209068.0,DFW,LAX
WN,MSY_TPA,Boeing 737-700/700LR/Max 7,208985.0,MSY,TPA
HA,KOA_OGG,Boeing 717-200,208978.0,KOA,OGG
UA,EWR_PBI,Boeing 737-800,208937.0,EWR,PBI
UA,KOA_SFO,Boeing 737-900ER,208919.0,KOA,SFO
PD,BOS_YTZ,De Havilland DHC8-400 Dash-8,208763.0,BOS,YTZ
WN,FLL_MDW,Boeing 737-700/700LR/Max 7,208728.0,FLL,MDW
AM,MEX_ORD,Boeing 737-800,208717.0,MEX,ORD
PR,GUM_MNL,Airbus Industrie A321/Lr,208714.0,GUM,MNL
YV,ELP_PHX,Canadair CRJ 900,208594.0,ELP,PHX
WN,BNA_JAX,Boeing 737-700/700LR/Max 7,208594.0,BNA,JAX
DL,JFK_MCO,Airbus Industrie A321/Lr,208545.0,JFK,MCO
AA,DEN_PHX,Airbus Industrie A321/Lr,208426.0,DEN,PHX
WN,ATL_GSP,Boeing 737-700/700LR/Max 7,208392.0,ATL,GSP
EK,DXB_SEA,Boeing 777-300/300ER/333ER,208360.0,DXB,SEA
AA,LAS_PHX,Airbus Industrie A321/Lr,208352.0,LAS,PHX
LH,FRA_JFK,Airbus Industrie A380-800,208318.0,FRA,JFK
B6,BOS_RIC,Embraer 190,208245.0,BOS,RIC
AA,ORD_TUS,Boeing 737-800,208200.0,ORD,TUS
WN,BNA_STL,Boeing 737-700/700LR/Max 7,208198.0,BNA,STL
YV,ABQ_IAH,Embraer ERJ-175,207822.0,ABQ,IAH
DL,MKE_MSP,McDonnell Douglas MD-90,207759.0,MKE,MSP
B6,EWR_RSW,Airbus Industrie A320-100/200,207559.0,EWR,RSW
AA,CLT_DFW,Boeing 737-800,207433.0,CLT,DFW
DL,ATL_YYZ,Boeing 717-200,207353.0,ATL,YYZ
TA,LAX_SAL,Airbus Industrie A321/Lr,207178.0,LAX,SAL
DL,ATL_DEN,McDonnell Douglas MD-90,207052.0,ATL,DEN
WN,DAL_MDW,Boeing 737-800,207032.0,DAL,MDW
AA,EWR_MIA,Boeing 737-800,206906.0,EWR,MIA
OO,ASE_DEN,Canadair RJ-700,206859.0,ASE,DEN
WN,MDW_RDU,Boeing 737-700/700LR/Max 7,206462.0,MDW,RDU
AA,BOS_CLT,Boeing 737-800,206332.0,BOS,CLT
AS,LAS_SFO,Airbus Industrie A319,206186.0,LAS,SFO
DL,LAX_SLC,Boeing 737-900ER,206073.0,LAX,SLC
UA,OGG_SFO,Boeing 757-300,206055.0,OGG,SFO
DL,MSP_SLC,McDonnell Douglas MD-90,206052.0,MSP,SLC
OH,CLT_SDF,Canadair CRJ 900,206007.0,CLT,SDF
B6,FLL_LAX,Airbus Industrie A321/Lr,205925.0,FLL,LAX
NK,ATL_FLL,Airbus Industrie A319,205880.0,ATL,FLL
UA,IAH_SNA,Boeing 737-800,205867.0,IAH,SNA
UA,DEN_SEA,Boeing 737-900ER,205825.0,DEN,SEA
EK,ATH_EWR,Boeing 777-300/300ER/333ER,205772.0,ATH,EWR
WN,BWI_ROC,Boeing 737-700/700LR/Max 7,205693.0,BWI,ROC
ZW,MKE_ORD,Canadair RJ-200ER /RJ-440,205262.0,MKE,ORD
WN,DEN_SJC,Boeing 737-700/700LR/Max 7,205157.0,DEN,SJC
DL,ATL_JFK,Airbus Industrie A320-100/200,205149.0,ATL,JFK
DL,DEN_DTW,Boeing 737-900ER,205085.0,DEN,DTW
UA,EWR_TPA,Boeing 737-800,204766.0,EWR,TPA
UA,EWR_ORD,Airbus Industrie A320-100/200,204755.0,EWR,ORD
WN,LAS_PHX,Boeing 737-800,204691.0,LAS,PHX
DL,SEA_SFO,Boeing 717-200,204655.0,SEA,SFO
UA,DEN_LAX,Boeing 777-200ER/200LR/233LR,204655.0,DEN,LAX
Y4,GDL_LAX,Airbus Industrie A320-200n,204619.0,GDL,LAX
UA,ORD_PDX,Boeing 737-900ER,204261.0,ORD,PDX
UA,HNL_LAX,Boeing 737-900ER,204122.0,HNL,LAX
AA,MIA_YYZ,Airbus Industrie A319,204082.0,MIA,YYZ
AA,GRU_MIA,Boeing 777-200ER/200LR/233LR,204052.0,GRU,MIA
OO,DTW_ORD,Canadair RJ-700,203954.0,DTW,ORD
G4,BLI_LAS,Airbus Industrie A319,203929.0,BLI,LAS
EK,DXB_ORD,Boeing 777-300/300ER/333ER,203791.0,DXB,ORD
WN,ATL_DEN,Boeing 737-700/700LR/Max 7,203738.0,ATL,DEN
DL,LGA_PBI,Airbus Industrie A320-100/200,203666.0,LGA,PBI
NK,LGA_MYR,Airbus Industrie A320-100/200,203578.0,LGA,MYR
AA,DFW_FAT,Boeing 737-800,203476.0,DFW,FAT
WS,LAS_YYC,Boeing 737-800,203413.0,LAS,YYC
WN,ATL_LAX,Boeing 737-800,203350.0,ATL,LAX
UA,PDX_SFO,Boeing 737-900ER,203333.0,PDX,SFO
AA,DFW_TUL,McDonnell Douglas DC9 Super 80/MD81/82/83/88,203299.0,DFW,TUL
DL,ATL_MSY,Airbus Industrie A321/Lr,203298.0,ATL,MSY
WN,MCO_MKE,Boeing 737-700/700LR/Max 7,203293.0,MCO,MKE
AA,CLT_DTW,Airbus Industrie A319,203258.0,CLT,DTW
HA,HNL_SEA,Airbus Industrie A330-200,203219.0,HNL,SEA
B6,FLL_SFO,Airbus Industrie A321/Lr,203185.0,FLL,SFO
AA,MIA_PHX,Airbus Industrie A321/Lr,203159.0,MIA,PHX
YV,ABQ_DFW,Canadair CRJ 900,203012.0,ABQ,DFW
AA,CLT_RIC,Airbus Industrie A319,202797.0,CLT,RIC
WN,MCI_PHX,Boeing 737-700/700LR/Max 7,202735.0,MCI,PHX
DL,ATL_JFK,Boeing 737-900ER,202374.0,ATL,JFK
BA,BWI_LHR,B787-800 Dreamliner,202292.0,BWI,LHR
WN,DAL_MCO,Boeing 737-700/700LR/Max 7,202204.0,DAL,MCO
WN,BWI_CLT,Boeing 737-700/700LR/Max 7,202127.0,BWI,CLT
7C,ICN_SPN,Boeing 737-800,201891.0,ICN,SPN
AI,DEL_ORD,Boeing 777-300/300ER/333ER,201863.0,DEL,ORD
DL,LAX_MSP,Boeing 757-300,201784.0,LAX,MSP
AA,DFW_MKE,McDonnell Douglas DC9 Super 80/MD81/82/83/88,201517.0,DFW,MKE
DL,MSP_SEA,Boeing 737-900ER,201487.0,MSP,SEA
AA,PHL_SEA,Airbus Industrie A321/Lr,201469.0,PHL,SEA
DL,PDX_SLC,Boeing 737-800,201300.0,PDX,SLC
UA,DEN_SNA,Boeing 737-800,201053.0,DEN,SNA
KX,GCM_MIA,Boeing 737-800,200980.0,GCM,MIA
DL,ATL_JAN,Boeing 717-200,200971.0,ATL,JAN
LH,FRA_JFK,Boeing B747-8,200815.0,FRA,JFK
AA,DFW_ELP,Boeing 737-800,200714.0,DFW,ELP
AI,BOM_EWR,Boeing 777-300/300ER/333ER,200580.0,BOM,EWR
UA,FRA_SFO,Boeing 777-300/300ER/333ER,200535.0,FRA,SFO
UA,PDX_SFO,Airbus Industrie A320-100/200,200503.0,PDX,SFO
DL,BOS_LGA,Boeing 717-200,200487.0,BOS,LGA
AS,DCA_SEA,Boeing 737-800,200421.0,DCA,SEA
AA,ATL_CLT,Airbus Industrie A319,200371.0,ATL,CLT
AI,DEL_JFK,Boeing 777-300/300ER/333ER,200320.0,DEL,JFK
QX,BOI_PDX,De Havilland DHC8-400 Dash-8,200209.0,BOI,PDX
DL,ATL_SAT,Airbus Industrie A321/Lr,200205.0,ATL,SAT
DL,ATL_ROC,McDonnell Douglas MD-90,200039.0,ATL,ROC
WN,DEN_OAK,Boeing 737-800,199940.0,DEN,OAK
AM,MEX_SFO,Boeing 737-800,199664.0,MEX,SFO
UA,DEN_EWR,Boeing 737-800,199621.0,DEN,EWR
UA,NRT_SFO,Boeing 777-300/300ER/333ER,199544.0,NRT,SFO
VS,JFK_LHR,B787-900 Dreamliner,199526.0,JFK,LHR
AA,DCA_MIA,Airbus Industrie A319,199499.0,DCA,MIA
AA,DFW_JAX,McDonnell Douglas DC9 Super 80/MD81/82/83/88,199476.0,DFW,JAX
YV,DFW_MAF,Canadair CRJ 900,199398.0,DFW,MAF
WN,ATL_JAX,Boeing 737-700/700LR/Max 7,199342.0,ATL,JAX
NK,ACY_FLL,Airbus Industrie A321/Lr,199339.0,ACY,FLL
YV,ATL_IAH,Embraer ERJ-175,199220.0,ATL,IAH
WN,DCA_HOU,Boeing 737-700/700LR/Max 7,199109.0,DCA,HOU
UA,IAH_MSY,Airbus Industrie A319,199109.0,IAH,MSY
AA,CLT_MBJ,Airbus Industrie A321/Lr,198952.0,CLT,MBJ
WN,BWI_STL,Boeing 737-700/700LR/Max 7,198854.0,BWI,STL
NK,FLL_ORD,Airbus Industrie A321/Lr,198777.0,FLL,ORD
UA,EWR_NRT,Boeing 777-300/300ER/333ER,198752.0,EWR,NRT
WN,ATL_AUS,Boeing 737-700/700LR/Max 7,198634.0,ATL,AUS
WN,FLL_SJU,Boeing 737-700/700LR/Max 7,198590.0,FLL,SJU
SU,JFK_SVO,Airbus Industrie A330-200,198569.0,JFK,SVO
WN,LAX_MCI,Boeing 737-700/700LR/Max 7,198473.0,LAX,MCI
UA,GUM_HNL,Boeing 777-200ER/200LR/233LR,198364.0,GUM,HNL
OZ,ICN_SFO,Airbus Industrie A350-900,198270.0,ICN,SFO
DL,ATL_HSV,McDonnell Douglas DC9 Super 80/MD81/82/83/88,198072.0,ATL,HSV
VS,EWR_LHR,Airbus Industrie A330-300,198022.0,EWR,LHR
BA,LHR_SAN,Boeing 777-300/300ER/333ER,197952.0,LHR,SAN
WN,HOU_MAF,Boeing 737-700/700LR/Max 7,197893.0,HOU,MAF
AA,LAX_LIH,Airbus Industrie A321/Lr,197708.0,LAX,LIH
WN,LAX_SLC,Boeing 737-700/700LR/Max 7,197672.0,LAX,SLC
QR,DFW_DOH,Boeing 777-300/300ER/333ER,197657.0,DFW,DOH
DL,DTW_ICN,Airbus Industrie A350-900,197556.0,DTW,ICN
WN,MCO_SJU,Boeing 737-800,197554.0,MCO,SJU
UA,MCO_SFO,Boeing 737-900ER,197355.0,MCO,SFO
