Airline,Airport,Route_Type,Destination_Region,Passengers
YV,LAW,Domestic,Domestic,799.0
XP,MEM,Domestic,Domestic,797.0
OR,BRU,International,International,795.0
09Q,SYR,Domestic,Domestic,794.0
XP,RFD,International,Domestic,794.0
09Q,CLT,Domestic,Domestic,793.0
09Q,LAX,Domestic,Domestic,791.0
WN,BTR,Domestic,Domestic,790.0
LF,BIM,International,International,788.0
9X,DSI,Domestic,Domestic,788.0
BA,CWL,International,International,788.0
1PQ,HNL,Domestic,Domestic,783.0
DL,MKC,Domestic,Domestic,783.0
4B,JST,Domestic,Domestic,783.0
07Q,PSP,International,Domestic,783.0
J5,GST,Domestic,Domestic,781.0
3F,ZXM,Domestic,Domestic,781.0
AX,CVG,Domestic,Domestic,778.0
4W,SVS,Domestic,Domestic,778.0
AX,MCI,Domestic,Domestic,777.0
AF,DEN,Domestic,Domestic,776.0
AM,JFK,Domestic,Domestic,775.0
UA,ACT,Domestic,Domestic,773.0
XP,FAY,Domestic,Domestic,773.0
KE,NGO,International,International,773.0
XP,BUF,Domestic,Domestic,772.0
XP,LRD,Domestic,Domestic,771.0
AS,ORD,International,Domestic,769.0
KO,SDP,Domestic,Domestic,768.0
SY,CHS,Domestic,Domestic,765.0
WN,RSW,International,Domestic,765.0
UA,BMG,Domestic,Domestic,763.0
B6,TPA,International,Domestic,760.0
DL,AGS,International,Domestic,759.0
G4,NC1,Domestic,Domestic,757.0
H6,FYU,Domestic,Domestic,757.0
H6,GNU,Domestic,Domestic,757.0
SY,FLG,Domestic,Domestic,756.0
J5,ELV,Domestic,Domestic,756.0
GL,MCO,International,Domestic,755.0
09Q,BZN,Domestic,Domestic,753.0
XP,RIC,Domestic,Domestic,753.0
09Q,STL,Domestic,Domestic,752.0
AF,LAS,International,Domestic,752.0
G4,PHF,Domestic,Domestic,750.0
XP,DTW,Domestic,Domestic,749.0
YX,AGS,Domestic,Domestic,748.0
VX,LAX,International,Domestic,747.0
09Q,ICT,Domestic,Domestic,747.0
SY,FOE,Domestic,Domestic,747.0
AA,LAF,Domestic,Domestic,744.0
AA,FWA,Domestic,Domestic,742.0
SY,PSC,Domestic,Domestic,741.0
DL,AUS,International,Domestic,741.0
GL,PIT,International,Domestic,739.0
7C,NGO,International,International,738.0
VH,SMR,International,International,738.0
G7,RSW,Domestic,Domestic,738.0
AJQ,USA,Domestic,Domestic,737.0
AM,MCO,Domestic,Domestic,737.0
WL,PSE,International,Domestic,736.0
Y4,ACA,International,International,736.0
UA,LCH,Domestic,Domestic,735.0
G7,CYS,Domestic,Domestic,733.0
ZK,TEX,Domestic,Domestic,733.0
1AQ,MCI,Domestic,Domestic,732.0
5Y,IAH,International,Domestic,730.0
SY,DEN,International,Domestic,726.0
GL,LEX,Domestic,Domestic,722.0
AA,RFD,Domestic,Domestic,721.0
LH,SFO,Domestic,Domestic,720.0
LH,OAK,International,Domestic,720.0
AA,CID,Domestic,Domestic,719.0
09Q,GJT,Domestic,Domestic,717.0
09Q,BFI,Domestic,Domestic,717.0
G4,BUF,Domestic,Domestic,716.0
K2,PKA,Domestic,Domestic,716.0
XP,CAE,Domestic,Domestic,715.0
2O,A43,Domestic,Domestic,714.0
09Q,BOS,Domestic,Domestic,712.0
KAH,KEH,International,Domestic,711.0
H6,SXP,Domestic,Domestic,711.0
4B,SLC,Domestic,Domestic,707.0
H6,KTS,Domestic,Domestic,707.0
LF,BKW,Domestic,Domestic,705.0
7H,DUT,Domestic,Domestic,705.0
AAT,SJU,Domestic,Domestic,705.0
JJ,MIA,Domestic,Domestic,704.0
UA,LGB,Domestic,Domestic,704.0
G4,CLT,Domestic,Domestic,704.0
09Q,PVD,Domestic,Domestic,703.0
AC,PHX,Domestic,Domestic,702.0
XP,MIA,Domestic,Domestic,700.0
YV,AUS,International,Domestic,700.0
B6,BWI,International,Domestic,700.0
09Q,BUF,Domestic,Domestic,700.0
OO,PVU,Domestic,Domestic,699.0
3E,DEC,Domestic,Domestic,698.0
09Q,GTF,Domestic,Domestic,698.0
09Q,SJC,Domestic,Domestic,698.0
09Q,BIS,Domestic,Domestic,695.0
H6,RBY,Domestic,Domestic,693.0
Y4,SJU,International,Domestic,693.0
XP,BOS,Domestic,Domestic,693.0
SY,CDC,Domestic,Domestic,693.0
3AQ,7AK,Domestic,Domestic,693.0
09Q,TPA,Domestic,Domestic,691.0
SY,MFR,Domestic,Domestic,691.0
LH,MEX,International,International,691.0
04Q,BOS,Domestic,Domestic,691.0
GL,BNA,Domestic,Domestic,690.0
GL,MKE,Domestic,Domestic,690.0
AC,EWR,Domestic,Domestic,690.0
09Q,CYS,Domestic,Domestic,689.0
LF,CLT,Domestic,Domestic,688.0
BA,YYZ,International,International,688.0
AX,CYS,Domestic,Domestic,687.0
09Q,HRL,Domestic,Domestic,687.0
5Y,JAX,Domestic,Domestic,686.0
09Q,MDW,Domestic,Domestic,685.0
09Q,FOE,Domestic,Domestic,685.0
G4,CMI,Domestic,Domestic,685.0
09Q,GRI,Domestic,Domestic,684.0
G7,JFK,Domestic,Domestic,684.0
X9,BOS,International,Domestic,683.0
XP,YNG,Domestic,Domestic,683.0
X9,OGG,Domestic,Domestic,682.0
XP,STL,International,Domestic,678.0
SY,SJT,Domestic,Domestic,678.0
ZW,OKC,Domestic,Domestic,678.0
X9,DSS,International,International,678.0
UA,RAP,Domestic,Domestic,677.0
BA,PHL,Domestic,Domestic,677.0
UA,PTK,Domestic,Domestic,677.0
XP,OAJ,Domestic,Domestic,676.0
XP,YYZ,International,International,675.0
PH,OFU,Domestic,Domestic,673.0
XP,PIT,Domestic,Domestic,673.0
09Q,MOT,Domestic,Domestic,671.0
XP,LBE,Domestic,Domestic,670.0
AA,GJT,Domestic,Domestic,670.0
SY,YIP,Domestic,Domestic,670.0
XP,TYS,Domestic,Domestic,669.0
GL,ATL,Domestic,Domestic,668.0
G7,SGF,Domestic,Domestic,665.0
G7,ORD,International,Domestic,664.0
G4,SBP,Domestic,Domestic,663.0
BA,DEN,Domestic,Domestic,662.0
XP,ACY,International,Domestic,662.0
XP,CEF,Domestic,Domestic,658.0
BCQ,YOW,International,International,658.0
G7,LAS,Domestic,Domestic,657.0
SY,CLL,Domestic,Domestic,654.0
LF,JAX,International,Domestic,654.0
G7,COS,Domestic,Domestic,654.0
X9,TPA,Domestic,Domestic,654.0
SY,TUP,Domestic,Domestic,653.0
H6,WWT,Domestic,Domestic,651.0
SY,SHV,Domestic,Domestic,651.0
09Q,ATL,Domestic,Domestic,650.0
G4,MCO,Domestic,Domestic,650.0
GL,MCO,Domestic,Domestic,650.0
AC,BUF,Domestic,Domestic,650.0
X9,ELP,Domestic,Domestic,648.0
8V,CXF,Domestic,Domestic,647.0
X9,OAK,Domestic,Domestic,646.0
AC,EGE,International,Domestic,646.0
GL,CHO,Domestic,Domestic,644.0
DI,DTW,International,Domestic,643.0
09Q,BFF,Domestic,Domestic,643.0
EV,FLG,Domestic,Domestic,642.0
DL,AHN,Domestic,Domestic,642.0
UA,PIT,International,Domestic,642.0
UA,MCO,International,Domestic,642.0
09Q,FTW,Domestic,Domestic,641.0
G4,HOU,Domestic,Domestic,641.0
GL,PHX,International,Domestic,641.0
UA,COS,International,Domestic,638.0
G4,SFB,International,Domestic,637.0
LH,EWR,Domestic,Domestic,636.0
SY,ALO,Domestic,Domestic,636.0
09Q,ABE,Domestic,Domestic,635.0
G4,ATL,Domestic,Domestic,635.0
09Q,DFW,International,Domestic,635.0
09Q,TOL,Domestic,Domestic,634.0
09Q,TUL,Domestic,Domestic,634.0
G4,LFT,Domestic,Domestic,633.0
X9,DFW,Domestic,Domestic,632.0
LF,TEB,Domestic,Domestic,631.0
AMQ,CLL,Domestic,Domestic,630.0
09Q,EUG,Domestic,Domestic,630.0
DI,DUB,International,International,630.0
K2,WWT,Domestic,Domestic,629.0
AA,YYT,International,International,627.0
SY,ABE,Domestic,Domestic,626.0
1BQ,AUA,International,International,626.0
GL,YQX,International,International,625.0
9E,OKC,Domestic,Domestic,625.0
SY,GCM,International,International,624.0
XP,GSP,Domestic,Domestic,624.0
XP,CUN,International,International,624.0
YX,CHA,Domestic,Domestic,622.0
B6,BDL,International,Domestic,622.0
SY,ROA,Domestic,Domestic,621.0
GL,HPN,Domestic,Domestic,620.0
C5,CRW,Domestic,Domestic,619.0
AAT,SJU,International,Domestic,619.0
XP,ORF,Domestic,Domestic,619.0
H6,WAA,Domestic,Domestic,618.0
XP,AUA,International,International,618.0
SY,HKY,Domestic,Domestic,617.0
GL,CAE,Domestic,Domestic,617.0
WN,ABQ,International,Domestic,616.0
LH,DEN,Domestic,Domestic,615.0
LH,SLC,International,Domestic,615.0
X9,DUB,International,International,612.0
R3,ANC,International,Domestic,611.0
DL,SYR,International,Domestic,610.0
09Q,BOG,International,International,609.0
3SD,FDF,International,International,607.0
YV,GRI,Domestic,Domestic,605.0
YX,HOU,Domestic,Domestic,605.0
AC,LAX,Domestic,Domestic,605.0
UA,DFW,International,Domestic,604.0
JJ,MCO,Domestic,Domestic,604.0
YX,MFE,Domestic,Domestic,603.0
SY,YNG,Domestic,Domestic,602.0
WG,MCO,Domestic,Domestic,602.0
09Q,SDQ,International,International,602.0
SY,RIC,Domestic,Domestic,601.0
09Q,LRM,International,International,599.0
WW,MCO,International,Domestic,598.0
ZK,PGA,Domestic,Domestic,597.0
4M,MDZ,International,International,597.0
SY,GTF,Domestic,Domestic,596.0
UA,SCE,Domestic,Domestic,596.0
AA,CHS,International,Domestic,596.0
GL,LAF,Domestic,Domestic,596.0
SY,BTR,Domestic,Domestic,596.0
MQ,FLO,Domestic,Domestic,595.0
2E,A72,Domestic,Domestic,595.0
XP,NAS,International,International,593.0
4B,VCT,Domestic,Domestic,593.0
LF,HPN,Domestic,Domestic,592.0
Unknown,VRB,Domestic,Domestic,592.0
09Q,RST,Domestic,Domestic,589.0
AC,DAL,Domestic,Domestic,588.0
SY,ALB,Domestic,Domestic,587.0
SY,AZO,Domestic,Domestic,587.0
OR,BWI,International,Domestic,587.0
GL,MEM,Domestic,Domestic,586.0
09Q,YWG,International,International,586.0
B6,BZN,Domestic,Domestic,585.0
XP,MAR,International,International,584.0
G4,LGU,Domestic,Domestic,584.0
R0,CXH,International,International,582.0
UA,BFI,Domestic,Domestic,582.0
UA,SWO,Domestic,Domestic,581.0
GL,HOU,Domestic,Domestic,581.0
09Q,BOI,Domestic,Domestic,581.0
SY,BUF,Domestic,Domestic,581.0
UA,GRR,International,Domestic,580.0
9X,PBI,Domestic,Domestic,580.0
XP,PVD,Domestic,Domestic,580.0
OO,AMA,Domestic,Domestic,579.0
09Q,COU,Domestic,Domestic,579.0
GL,GCM,International,International,578.0
09Q,IAH,International,Domestic,578.0
09Q,OAJ,Domestic,Domestic,578.0
G4,YNG,Domestic,Domestic,576.0
K2,KPN,Domestic,Domestic,575.0
XP,SFB,Domestic,Domestic,575.0
R3,PKC,International,International,574.0
R0,LKE,International,Domestic,573.0
G4,MSP,Domestic,Domestic,572.0
G7,BTV,Domestic,Domestic,571.0
LJ,FUK,International,International,567.0
09Q,CLE,Domestic,Domestic,565.0
BA,MIA,Domestic,Domestic,565.0
AA,RST,Domestic,Domestic,564.0
09Q,EAU,Domestic,Domestic,564.0
XP,BOS,International,Domestic,564.0
GL,PSE,Domestic,Domestic,563.0
SY,GGG,Domestic,Domestic,563.0
WG,ATL,International,Domestic,563.0
Unknown,EWR,Domestic,Domestic,561.0
5V,EAA,Domestic,Domestic,561.0
09Q,BOS,International,Domestic,559.0
AA,AZO,Domestic,Domestic,558.0
09Q,SAT,International,Domestic,558.0
WN,YNG,Domestic,Domestic,557.0
B6,GEG,Domestic,Domestic,557.0
XP,SDF,Domestic,Domestic,557.0
09Q,MSN,Domestic,Domestic,555.0
09Q,GSP,Domestic,Domestic,553.0
UA,YQX,International,International,553.0
GL,PIE,Domestic,Domestic,552.0
MQ,ABI,International,Domestic,552.0
ZK,PHX,Domestic,Domestic,551.0
BCQ,YHM,International,International,551.0
N8,KIN,International,International,551.0
5Y,ATL,Domestic,Domestic,551.0
DL,MVD,International,International,550.0
DL,PVU,Domestic,Domestic,550.0
1AQ,SHD,Domestic,Domestic,549.0
3BQ,CCZ,International,International,548.0
SY,MGM,Domestic,Domestic,548.0
XP,ROC,Domestic,Domestic,548.0
RV,MCO,Domestic,Domestic,547.0
PT,FAY,Domestic,Domestic,544.0
XP,SAT,Domestic,Domestic,544.0
4W,RMP,Domestic,Domestic,542.0
09Q,AMA,Domestic,Domestic,542.0
XP,OKC,Domestic,Domestic,541.0
DL,YHZ,International,International,540.0
B6,MIA,International,Domestic,538.0
09Q,ABI,Domestic,Domestic,538.0
1BQ,ELP,Domestic,Domestic,537.0
SY,BMI,Domestic,Domestic,537.0
27Q,VNY,Domestic,Domestic,537.0
09Q,MDT,Domestic,Domestic,536.0
DL,ANC,International,Domestic,535.0
G4,ONT,Domestic,Domestic,534.0
SY,SYR,Domestic,Domestic,533.0
LP,MCO,Domestic,Domestic,532.0
GL,MDW,Domestic,Domestic,531.0
YV,CAE,Domestic,Domestic,530.0
GL,TLH,Domestic,Domestic,530.0
GL,DAY,Domestic,Domestic,530.0
XP,PBI,Domestic,Domestic,530.0
SY,SLC,Domestic,Domestic,530.0
8V,CIK,Domestic,Domestic,530.0
AA,MKE,International,Domestic,529.0
SY,ACT,Domestic,Domestic,529.0
PR,CEB,International,International,527.0
KE,ANC,International,Domestic,527.0
X9,ORD,International,Domestic,526.0
09Q,TLH,Domestic,Domestic,525.0
1BQ,MSY,International,Domestic,525.0
AC,DTW,Domestic,Domestic,524.0
SY,LEX,Domestic,Domestic,524.0
XP,CHS,Domestic,Domestic,522.0
GL,SEA,Domestic,Domestic,521.0
G4,CAE,Domestic,Domestic,521.0
QK,CLE,International,Domestic,521.0
GL,MBJ,International,International,521.0
BA,SFB,International,Domestic,519.0
G4,NKX,Domestic,Domestic,518.0
AA,FSD,Domestic,Domestic,517.0
AA,SWF,Domestic,Domestic,517.0
SK,SWF,International,Domestic,516.0
XP,MBJ,International,International,516.0
GV,TOG,Domestic,Domestic,515.0
AC,MSP,International,Domestic,515.0
V8,NNL,Domestic,Domestic,515.0
4B,PIT,Domestic,Domestic,514.0
4W,SCC,Domestic,Domestic,513.0
UA,MKE,International,Domestic,513.0
GL,DAL,Domestic,Domestic,513.0
WL,SNU,International,International,513.0
27Q,MDW,Domestic,Domestic,513.0
GL,CVG,Domestic,Domestic,512.0
YX,ABE,Domestic,Domestic,512.0
AN,TKF,Domestic,Domestic,509.0
XP,CVG,Domestic,Domestic,509.0
DL,PIE,Domestic,Domestic,507.0
GL,ANU,International,International,505.0
EV,RAP,Domestic,Domestic,505.0
K2,KWN,Domestic,Domestic,505.0
VJT,TEB,International,Domestic,505.0
GL,JAX,Domestic,Domestic,505.0
G4,PIB,Domestic,Domestic,504.0
G4,DAL,Domestic,Domestic,504.0
4W,MNT,Domestic,Domestic,503.0
09Q,LBF,Domestic,Domestic,502.0
H6,HSL,Domestic,Domestic,500.0
AS,GJT,Domestic,Domestic,500.0
LF,OMA,Domestic,Domestic,500.0
G4,TLH,Domestic,Domestic,500.0
BA,DFW,Domestic,Domestic,499.0
JL,HIJ,International,International,499.0
N8,OCF,Domestic,Domestic,498.0
NK,PUB,Domestic,Domestic,496.0
XP,AGS,Domestic,Domestic,494.0
2O,KYK,Domestic,Domestic,494.0
TS,SJU,International,Domestic,493.0
GL,ALO,Domestic,Domestic,493.0
LH,TPA,Domestic,Domestic,493.0
09Q,RIC,Domestic,Domestic,492.0
DL,BGR,International,Domestic,492.0
09Q,CMI,Domestic,Domestic,492.0
Unknown,BIM,International,International,490.0
09Q,MYR,Domestic,Domestic,489.0
GL,LIR,International,International,489.0
X9,SAT,Domestic,Domestic,489.0
5Y,CLE,Domestic,Domestic,489.0
G4,BDL,Domestic,Domestic,488.0
EV,MCO,Domestic,Domestic,488.0
KV,IAH,Domestic,Domestic,488.0
B6,RIC,International,Domestic,488.0
LF,OPF,Domestic,Domestic,488.0
SY,CMX,Domestic,Domestic,485.0
DL,YOW,International,International,485.0
AA,GNV,Domestic,Domestic,484.0
G4,CAK,Domestic,Domestic,484.0
XP,DAY,Domestic,Domestic,483.0
RV,LGA,International,Domestic,482.0
AM,MTY,International,International,480.0
LH,AMS,International,International,480.0
NLQ,YUL,International,International,479.0
N8,MIA,Domestic,Domestic,478.0
09Q,GRB,Domestic,Domestic,478.0
MQ,RSW,Domestic,Domestic,478.0
GL,SDF,Domestic,Domestic,478.0
GV,PTH,Domestic,Domestic,478.0
AA,EUG,Domestic,Domestic,478.0
KO,DLG,Domestic,Domestic,477.0
XP,ILM,Domestic,Domestic,477.0
UX,JFK,Domestic,Domestic,476.0
KV,DFW,Domestic,Domestic,476.0
XP,MHT,Domestic,Domestic,476.0
WN,CRP,International,Domestic,474.0
SK,AUS,International,Domestic,471.0
GL,MEX,International,International,470.0
TP,EWR,Domestic,Domestic,469.0
UA,LIT,Domestic,Domestic,469.0
G4,OAJ,Domestic,Domestic,468.0
AY,MKE,International,Domestic,467.0
AY,ORD,Domestic,Domestic,467.0
UA,YIP,Domestic,Domestic,467.0
09Q,IDA,Domestic,Domestic,467.0
7H,GAL,Domestic,Domestic,466.0
5Y,BWI,International,Domestic,466.0
DL,TLH,International,Domestic,466.0
G4,BOS,Domestic,Domestic,465.0
AC,TPA,Domestic,Domestic,464.0
AS,RNO,Domestic,Domestic,464.0
PD,BTV,International,Domestic,464.0
DY,MSP,Domestic,Domestic,464.0
LH,IAH,Domestic,Domestic,462.0
WL,STX,Domestic,Domestic,462.0
AA,HOU,Domestic,Domestic,462.0
AA,ANC,International,Domestic,462.0
KV,DEN,Domestic,Domestic,462.0
LH,AUS,International,Domestic,462.0
KO,CDB,Domestic,Domestic,462.0
G4,YIP,Domestic,Domestic,461.0
AA,SGF,Domestic,Domestic,460.0
09Q,GCM,International,International,458.0
K2,CYF,Domestic,Domestic,457.0
LH,LHR,International,International,456.0
SY,LBE,Domestic,Domestic,455.0
YV,SAT,International,Domestic,455.0
UA,CTS,International,International,455.0
LH,MAN,International,International,454.0
AA,LEX,Domestic,Domestic,454.0
X9,GUM,Domestic,Domestic,454.0
DL,VCP,International,International,454.0
5Y,AFW,Domestic,Domestic,454.0
WN,FOE,Domestic,Domestic,453.0
SY,ATW,Domestic,Domestic,453.0
GL,CLT,Domestic,Domestic,453.0
K2,OOK,Domestic,Domestic,452.0
XP,CMH,Domestic,Domestic,452.0
AA,TLH,Domestic,Domestic,451.0
G4,ORD,Domestic,Domestic,451.0
EV,SAT,Domestic,Domestic,449.0
XP,DAL,Domestic,Domestic,449.0
H6,CHU,Domestic,Domestic,449.0
GL,LCK,Domestic,Domestic,448.0
BA,SNN,International,International,448.0
XP,CCS,International,International,447.0
AF,YWG,International,International,446.0
XP,EWR,Domestic,Domestic,446.0
LS,GLA,International,International,446.0
09Q,DSM,Domestic,Domestic,446.0
GL,JFK,Domestic,Domestic,445.0
LP,JFK,International,Domestic,445.0
SY,MOB,Domestic,Domestic,444.0
VS,DUB,International,International,444.0
SY,BDA,International,International,443.0
09Q,MCO,Domestic,Domestic,441.0
NK,PBI,International,Domestic,441.0
5V,AKP,Domestic,Domestic,441.0
PT,RDU,Domestic,Domestic,441.0
AJQ,BWI,Domestic,Domestic,440.0
MQ,MLB,Domestic,Domestic,440.0
09Q,FRG,Domestic,Domestic,440.0
09Q,LSE,Domestic,Domestic,439.0
AS,BJC,Domestic,Domestic,438.0
AF,MIA,Domestic,Domestic,438.0
XP,IAH,Domestic,Domestic,438.0
09Q,ACY,International,Domestic,438.0
UA,MGM,Domestic,Domestic,437.0
XL,JFK,Domestic,Domestic,437.0
09Q,GCC,Domestic,Domestic,437.0
4W,MLY,Domestic,Domestic,437.0
DL,PIH,Domestic,Domestic,437.0
09Q,GSO,Domestic,Domestic,436.0
09Q,SJT,Domestic,Domestic,436.0
AC,MDW,Domestic,Domestic,435.0
H6,PTU,Domestic,Domestic,435.0
XP,PGV,Domestic,Domestic,435.0
LF,PVD,Domestic,Domestic,434.0
09Q,ATW,Domestic,Domestic,434.0
LF,TN8,Domestic,Domestic,433.0
SY,HTS,Domestic,Domestic,433.0
09Q,MAF,Domestic,Domestic,433.0
UA,YYR,International,International,432.0
VS,SLC,International,Domestic,432.0
O6,GIG,International,International,430.0
UA,MSP,International,Domestic,430.0
5Y,GCM,International,International,430.0
WN,GTR,Domestic,Domestic,430.0
VS,JAX,International,Domestic,430.0
B6,PHL,International,Domestic,429.0
09Q,SEA,Domestic,Domestic,429.0
GL,BOS,Domestic,Domestic,429.0
DL,COU,Domestic,Domestic,429.0
9X,TPA,Domestic,Domestic,428.0
XP,CRW,Domestic,Domestic,427.0
AA,COR,International,International,427.0
AC,FLL,Domestic,Domestic,427.0
EV,DTW,International,Domestic,425.0
09Q,RNO,Domestic,Domestic,424.0
09Q,PSE,International,Domestic,423.0
WN,PHL,International,Domestic,423.0
X9,LAX,Domestic,Domestic,423.0
09Q,PBI,Domestic,Domestic,422.0
GL,DEN,Domestic,Domestic,422.0
AC,PIT,International,Domestic,421.0
JJ,CNF,International,International,421.0
7H,GBH,Domestic,Domestic,420.0
WN,ORF,International,Domestic,420.0
GL,ROA,Domestic,Domestic,420.0
OH,DCA,International,Domestic,420.0
09Q,MCI,Domestic,Domestic,419.0
BA,DTW,International,Domestic,418.0
WL,AUA,International,International,418.0
09Q,PSC,Domestic,Domestic,418.0
XP,ROA,Domestic,Domestic,417.0
K2,EEK,Domestic,Domestic,417.0
09Q,CWA,Domestic,Domestic,417.0
BA,ORD,Domestic,Domestic,416.0
5Y,SAT,Domestic,Domestic,416.0
UA,CRP,International,Domestic,416.0
AX,CLT,Domestic,Domestic,416.0
GL,LAS,Domestic,Domestic,415.0
G4,VOK,Domestic,Domestic,415.0
AA,GGG,Domestic,Domestic,414.0
G4,FTW,Domestic,Domestic,413.0
Unknown,SRQ,Domestic,Domestic,412.0
UA,GRB,International,Domestic,411.0
Z3,KMO,Domestic,Domestic,410.0
EV,SLC,Domestic,Domestic,410.0
G4,AVP,Domestic,Domestic,410.0
UA,MDT,International,Domestic,409.0
MQ,SAT,International,Domestic,408.0
UA,AEX,Domestic,Domestic,408.0
AC,MDW,International,Domestic,408.0
VX,SLC,Domestic,Domestic,407.0
KO,AKN,Domestic,Domestic,407.0
GV,BVU,Domestic,Domestic,407.0
SY,ABI,Domestic,Domestic,406.0
GL,OKC,Domestic,Domestic,406.0
GV,PIP,Domestic,Domestic,406.0
AA,AFW,Domestic,Domestic,405.0
BA,BDL,International,Domestic,404.0
D7,NGO,International,International,404.0
XP,MSN,Domestic,Domestic,404.0
XP,EWR,International,Domestic,404.0
X9,PNH,International,International,403.0
AA,SAV,International,Domestic,403.0
09Q,JFK,Domestic,Domestic,402.0
AC,BNA,International,Domestic,402.0
GL,BDA,International,International,402.0
VS,TPA,International,Domestic,401.0
5Y,MCI,Domestic,Domestic,401.0
G4,LAF,Domestic,Domestic,401.0
LH,MIA,Domestic,Domestic,401.0
G4,MIA,Domestic,Domestic,401.0
AA,CRP,Domestic,Domestic,400.0
09Q,YKM,Domestic,Domestic,400.0
UA,PIE,Domestic,Domestic,400.0
AA,ATL,International,Domestic,399.0
AC,DFW,International,Domestic,398.0
GL,HAV,International,International,398.0
XP,PWM,Domestic,Domestic,397.0
2LQ,GHC,International,International,397.0
G4,SVN,Domestic,Domestic,396.0
5D,DFW,Domestic,Domestic,395.0
WL,SCU,International,International,395.0
XP,BLA,International,International,395.0
OO,LCH,Domestic,Domestic,395.0
09Q,YUL,International,International,394.0
5Y,BDL,Domestic,Domestic,394.0
09Q,OKC,Domestic,Domestic,394.0
Unknown,EWR,International,Domestic,394.0
LY,WAW,International,International,393.0
BCQ,YXU,International,International,392.0
09Q,PSM,Domestic,Domestic,391.0
GL,PTK,Domestic,Domestic,391.0
09Q,RKS,Domestic,Domestic,390.0
AC,LAS,Domestic,Domestic,389.0
K2,GNU,Domestic,Domestic,389.0
AA,SYR,International,Domestic,389.0
XP,PHX,Domestic,Domestic,388.0
AM,CUN,International,International,388.0
KV,ORD,Domestic,Domestic,388.0
G4,SLC,Domestic,Domestic,388.0
LF,MQY,Domestic,Domestic,387.0
09Q,KIN,International,International,386.0
GL,SBN,Domestic,Domestic,386.0
DL,CNF,International,International,383.0
XP,MKE,International,Domestic,383.0
SE,LDE,International,International,383.0
09Q,LWS,Domestic,Domestic,382.0
09Q,JAX,Domestic,Domestic,381.0
5Y,CLT,Domestic,Domestic,381.0
H6,TLA,Domestic,Domestic,380.0
AA,LAS,International,Domestic,379.0
LH,YYT,International,International,379.0
GL,MSY,International,Domestic,378.0
N8,DAL,Domestic,Domestic,378.0
X9,RMS,International,International,377.0
UA,ABI,Domestic,Domestic,377.0
YX,BZN,Domestic,Domestic,377.0
GL,CID,Domestic,Domestic,376.0
X9,BWI,International,Domestic,376.0
04Q,DWH,Domestic,Domestic,376.0
GV,KUK,Domestic,Domestic,376.0
N8,MSY,Domestic,Domestic,376.0
SY,NAS,International,International,375.0
1AQ,LWB,Domestic,Domestic,375.0
XP,ISP,Domestic,Domestic,375.0
AC,BNA,Domestic,Domestic,374.0
09Q,BIL,Domestic,Domestic,374.0
RV,JAX,International,Domestic,374.0
9X,AVP,Domestic,Domestic,374.0
GL,ORF,International,Domestic,373.0
AF,CLT,International,Domestic,373.0
AF,ATL,Domestic,Domestic,373.0
AA,EVV,Domestic,Domestic,372.0
GCH,1G4,Domestic,Domestic,372.0
H6,CKD,Domestic,Domestic,372.0
1EQ,LAX,Domestic,Domestic,372.0
BA,IAH,Domestic,Domestic,371.0
09Q,LAW,Domestic,Domestic,371.0
AC,OAK,Domestic,Domestic,371.0
G4,CDC,Domestic,Domestic,371.0
MQ,AUS,International,Domestic,371.0
DL,GFK,Domestic,Domestic,370.0
AA,TYS,International,Domestic,370.0
1EQ,LAS,Domestic,Domestic,368.0
GL,AZA,Domestic,Domestic,367.0
K2,NME,Domestic,Domestic,366.0
GL,PWM,Domestic,Domestic,365.0
SY,BZN,Domestic,Domestic,365.0
DL,TWF,Domestic,Domestic,364.0
07Q,PIE,International,Domestic,363.0
SY,CMI,Domestic,Domestic,361.0
XP,AZA,Domestic,Domestic,360.0
B6,RSW,International,Domestic,360.0
AC,IAD,International,Domestic,360.0
MQ,IAH,International,Domestic,359.0
27Q,MIA,Domestic,Domestic,359.0
C5,ABE,Domestic,Domestic,358.0
AAT,EIS,International,International,358.0
G4,GEG,Domestic,Domestic,358.0
AC,CPS,Domestic,Domestic,358.0
04Q,BED,Domestic,Domestic,358.0
WN,PVU,Domestic,Domestic,358.0
AC,CMH,Domestic,Domestic,358.0
09Q,PGV,Domestic,Domestic,357.0
2LQ,MHH,International,International,356.0
VS,JFK,Domestic,Domestic,356.0
NK,GJT,Domestic,Domestic,356.0
WN,SFB,Domestic,Domestic,356.0
OO,COS,International,Domestic,356.0
14Q,BFI,International,Domestic,355.0
09Q,MKC,Domestic,Domestic,355.0
X9,OKC,Domestic,Domestic,355.0
G4,YUM,Domestic,Domestic,355.0
G4,CRW,Domestic,Domestic,355.0
09Q,YNG,Domestic,Domestic,355.0
AA,SVD,International,International,354.0
UA,ANC,International,Domestic,354.0
O6,JFK,Domestic,Domestic,354.0
XP,ATL,Domestic,Domestic,354.0
X9,BOS,Domestic,Domestic,354.0
OO,MKE,International,Domestic,353.0
X9,CHD,Domestic,Domestic,353.0
2LQ,CXY,International,International,353.0
GV,NUP,Domestic,Domestic,353.0
AA,LSE,Domestic,Domestic,353.0
G4,LNK,Domestic,Domestic,352.0
7H,MCG,Domestic,Domestic,351.0
DL,MSN,International,Domestic,350.0
GL,BUF,Domestic,Domestic,350.0
