Airline,Airport,Route_Type,Destination_Region,Passengers
X9,FLL,Domestic,Domestic,349.0
09Q,SLN,Domestic,Domestic,348.0
MW,LNY,Domestic,Domestic,348.0
AA,BGR,Domestic,Domestic,348.0
SY,MSO,Domestic,Domestic,347.0
09Q,ACT,Domestic,Domestic,346.0
09Q,BDL,Domestic,Domestic,345.0
WL,SDF,Domestic,Domestic,345.0
09Q,COS,Domestic,Domestic,344.0
09Q,BTR,Domestic,Domestic,344.0
AC,MSP,Domestic,Domestic,342.0
ZW,FWA,Domestic,Domestic,342.0
4W,CIK,Domestic,Domestic,342.0
WL,MFE,Domestic,Domestic,342.0
WN,MLI,Domestic,Domestic,341.0
DL,SGF,Domestic,Domestic,341.0
N8,TCL,Domestic,Domestic,340.0
NK,ABQ,Domestic,Domestic,340.0
09Q,SBN,Domestic,Domestic,340.0
2OQ,TBU,International,International,339.0
7S,ANC,Domestic,Domestic,339.0
J5,PBK,Domestic,Domestic,339.0
GL,PHX,Domestic,Domestic,339.0
AF,SAN,International,Domestic,339.0
GV,KFP,Domestic,Domestic,338.0
5Y,SJC,Domestic,Domestic,338.0
N8,GTR,Domestic,Domestic,338.0
G4,MEI,Domestic,Domestic,338.0
VS,PHL,International,Domestic,336.0
G4,COU,Domestic,Domestic,336.0
MU,PIT,International,Domestic,336.0
DY,YYT,International,International,336.0
AM,PVR,International,International,336.0
WL,CUN,International,International,335.0
SY,JFK,International,Domestic,335.0
9X,MDT,Domestic,Domestic,334.0
N8,BNA,Domestic,Domestic,334.0
09Q,GRR,Domestic,Domestic,334.0
5Y,BNA,Domestic,Domestic,334.0
SY,SCE,Domestic,Domestic,334.0
DI,BOS,Domestic,Domestic,333.0
1AQ,TPA,Domestic,Domestic,333.0
N8,LEX,Domestic,Domestic,332.0
VS,BNA,International,Domestic,332.0
DY,JFK,Domestic,Domestic,332.0
09Q,CPR,Domestic,Domestic,331.0
5Y,DFW,Domestic,Domestic,331.0
GL,TOL,Domestic,Domestic,331.0
NK,STL,Domestic,Domestic,331.0
09Q,LIT,Domestic,Domestic,331.0
NK,ELP,Domestic,Domestic,331.0
XP,SCE,Domestic,Domestic,330.0
DI,KEF,International,International,329.0
DI,SNN,International,International,328.0
DY,ALB,International,Domestic,328.0
D8,YQX,International,International,328.0
5Y,PVD,Domestic,Domestic,327.0
SY,FOD,Domestic,Domestic,327.0
EW,MCO,International,Domestic,327.0
DI,LPL,International,International,326.0
UA,LWS,Domestic,Domestic,326.0
GL,ICT,Domestic,Domestic,326.0
AJQ,CLL,Domestic,Domestic,326.0
BCQ,YYZ,International,International,325.0
AC,BOS,Domestic,Domestic,325.0
UA,TLH,Domestic,Domestic,324.0
G4,BMG,Domestic,Domestic,324.0
H6,KYU,Domestic,Domestic,323.0
UA,ATW,Domestic,Domestic,323.0
XP,ALB,Domestic,Domestic,323.0
G4,AZO,Domestic,Domestic,323.0
DY,IAD,International,Domestic,323.0
DI,DSA,International,International,322.0
SY,RNO,International,Domestic,322.0
G4,CWF,Domestic,Domestic,322.0
GL,AUS,Domestic,Domestic,322.0
NK,MIA,Domestic,Domestic,320.0
DI,MKE,International,Domestic,320.0
G4,MSN,Domestic,Domestic,319.0
MQ,DEN,Domestic,Domestic,319.0
09Q,ROA,Domestic,Domestic,319.0
GV,WSN,Domestic,Domestic,319.0
DI,MAN,International,International,319.0
1EQ,SBA,Domestic,Domestic,319.0
GV,CLP,Domestic,Domestic,319.0
AA,CKB,Domestic,Domestic,318.0
G4,IND,International,Domestic,317.0
UA,SHV,Domestic,Domestic,317.0
GL,DFW,Domestic,Domestic,317.0
SY,ESC,Domestic,Domestic,316.0
09Q,VRA,International,International,316.0
5Y,IND,Domestic,Domestic,316.0
SY,JAN,Domestic,Domestic,316.0
09Q,YIP,Domestic,Domestic,315.0
DL,IDA,Domestic,Domestic,315.0
7S,ANI,Domestic,Domestic,314.0
AA,ROC,Domestic,Domestic,314.0
JL,FUK,International,International,314.0
GL,IAH,Domestic,Domestic,313.0
1BQ,SYR,Domestic,Domestic,312.0
4B,IAH,Domestic,Domestic,312.0
AS,MEM,Domestic,Domestic,312.0
GV,KNW,Domestic,Domestic,311.0
XP,STL,Domestic,Domestic,311.0
WN,SRQ,Domestic,Domestic,310.0
XP,BNA,Domestic,Domestic,309.0
AX,BFF,Domestic,Domestic,309.0
N8,SGF,Domestic,Domestic,309.0
4W,IRC,Domestic,Domestic,308.0
AS,CYS,Domestic,Domestic,307.0
GL,BDL,International,Domestic,307.0
GV,KGK,Domestic,Domestic,307.0
WN,GPT,Domestic,Domestic,307.0
UA,OAK,International,Domestic,307.0
G4,CLL,Domestic,Domestic,307.0
27Q,LAX,Domestic,Domestic,306.0
N8,TUL,Domestic,Domestic,306.0
13Q,TEB,International,Domestic,306.0
X9,MIA,Domestic,Domestic,306.0
09Q,CPS,Domestic,Domestic,305.0
RV,TPA,Domestic,Domestic,305.0
09Q,CHO,Domestic,Domestic,305.0
AA,TUS,International,Domestic,305.0
XP,IND,Domestic,Domestic,305.0
HA,DEN,Domestic,Domestic,304.0
AC,MCO,Domestic,Domestic,304.0
AS,SYR,Domestic,Domestic,303.0
DI,JFK,Domestic,Domestic,303.0
DI,SWF,International,Domestic,303.0
LA,ANF,International,International,302.0
SY,CRW,Domestic,Domestic,300.0
07Q,YYZ,International,International,300.0
SY,TPA,International,Domestic,300.0
9K,JFK,Domestic,Domestic,299.0
XP,DFW,Domestic,Domestic,299.0
YV,RSW,Domestic,Domestic,299.0
GL,BMG,Domestic,Domestic,298.0
WL,SJO,International,International,298.0
09Q,MFE,Domestic,Domestic,298.0
XP,JAX,Domestic,Domestic,298.0
SY,OCF,Domestic,Domestic,298.0
K2,TNK,Domestic,Domestic,298.0
AA,EWR,International,Domestic,298.0
AA,MWA,Domestic,Domestic,297.0
DL,MGM,International,Domestic,297.0
K3,HYL,Domestic,Domestic,297.0
OR,LDE,International,International,297.0
G4,MLU,Domestic,Domestic,296.0
X9,DKR,International,International,296.0
UA,DAY,Domestic,Domestic,296.0
YX,FLL,Domestic,Domestic,296.0
G4,PIH,Domestic,Domestic,295.0
IB,ORD,Domestic,Domestic,295.0
DI,STN,International,International,295.0
G4,BAF,Domestic,Domestic,294.0
3BQ,FXE,International,Domestic,294.0
NK,BHM,Domestic,Domestic,294.0
UA,PIA,Domestic,Domestic,294.0
7H,TOG,Domestic,Domestic,293.0
SE,IAD,International,Domestic,293.0
UA,DLC,International,International,292.0
LH,SWF,International,Domestic,292.0
3F,ZXN,Domestic,Domestic,292.0
UA,CAE,Domestic,Domestic,291.0
WN,RIC,International,Domestic,291.0
09Q,LBE,Domestic,Domestic,291.0
WL,IAD,Domestic,Domestic,290.0
SY,PGV,Domestic,Domestic,290.0
UA,MSN,International,Domestic,290.0
AC,RDU,Domestic,Domestic,289.0
SY,BMG,Domestic,Domestic,289.0
NK,PHL,International,Domestic,289.0
AA,ELP,International,Domestic,289.0
G4,DMA,Domestic,Domestic,288.0
GL,PVD,Domestic,Domestic,288.0
09Q,MKE,International,Domestic,288.0
09Q,RAP,Domestic,Domestic,288.0
04Q,NEV,International,International,287.0
9E,AZO,Domestic,Domestic,287.0
09Q,AUS,International,Domestic,287.0
AS,ANC,International,Domestic,287.0
KL,BOS,International,Domestic,287.0
NK,MOB,Domestic,Domestic,286.0
7H,CDV,Domestic,Domestic,286.0
3AQ,MTX,Domestic,Domestic,286.0
AJQ,FTW,Domestic,Domestic,286.0
AN,MYF,Domestic,Domestic,286.0
GL,OAK,Domestic,Domestic,286.0
BA,BOS,Domestic,Domestic,285.0
VS,EWR,Domestic,Domestic,285.0
AF,YYR,International,International,285.0
UA,GSO,Domestic,Domestic,284.0
7H,CDB,Domestic,Domestic,284.0
2HQ,ISP,Domestic,Domestic,284.0
SY,AZA,Domestic,Domestic,284.0
UA,FTW,Domestic,Domestic,284.0
UA,LAN,Domestic,Domestic,284.0
GL,TTN,Domestic,Domestic,283.0
UX,BOS,International,Domestic,282.0
DL,YKM,Domestic,Domestic,282.0
GV,ATT,Domestic,Domestic,282.0
AS,CLE,Domestic,Domestic,282.0
AS,RFD,Domestic,Domestic,282.0
DL,GOA,International,International,282.0
EV,ERI,Domestic,Domestic,282.0
AS,YZF,International,International,282.0
KL,YQB,International,International,281.0
YV,CRP,International,Domestic,281.0
1BQ,CVG,International,Domestic,281.0
WG,DAB,International,Domestic,280.0
LF,PKB,Domestic,Domestic,279.0
GV,AKB,Domestic,Domestic,279.0
09Q,PUB,Domestic,Domestic,279.0
5Y,LGB,Domestic,Domestic,279.0
OH,NAS,International,International,279.0
09Q,RDM,Domestic,Domestic,278.0
8E,LUR,Domestic,Domestic,278.0
G4,GNV,Domestic,Domestic,277.0
G4,DTW,Domestic,Domestic,277.0
WL,LAS,Domestic,Domestic,277.0
UA,CRK,International,International,277.0
WL,HOU,Domestic,Domestic,276.0
DL,SAN,International,Domestic,276.0
RV,DTW,International,Domestic,276.0
27Q,HPN,Domestic,Domestic,276.0
WN,IAH,Domestic,Domestic,276.0
IB,TER,International,International,276.0
G4,TPA,Domestic,Domestic,276.0
UA,IWO,International,International,276.0
XP,CLL,Domestic,Domestic,275.0
SY,BZE,International,International,275.0
CX,MFM,International,International,275.0
09Q,ORF,Domestic,Domestic,275.0
DY,COS,International,Domestic,275.0
LH,SAN,Domestic,Domestic,275.0
LH,LAS,International,Domestic,275.0
DY,DEN,Domestic,Domestic,275.0
DL,IAH,International,Domestic,275.0
B6,CZM,International,International,275.0
DL,CLL,Domestic,Domestic,275.0
AX,DTW,Domestic,Domestic,274.0
RV,CLT,International,Domestic,274.0
BW,GND,International,International,274.0
DI,MCO,Domestic,Domestic,274.0
YV,GSO,Domestic,Domestic,273.0
WN,IAD,International,Domestic,273.0
AF,NCE,International,International,273.0
G4,DAB,Domestic,Domestic,273.0
LY,KTW,International,International,271.0
K3,KTB,Domestic,Domestic,271.0
GV,TWA,Domestic,Domestic,271.0
G4,MSL,Domestic,Domestic,271.0
WN,LEX,Domestic,Domestic,270.0
DY,EWR,Domestic,Domestic,270.0
DL,CLE,International,Domestic,270.0
09Q,BTM,Domestic,Domestic,270.0
AS,RSW,Domestic,Domestic,270.0
AA,SHV,International,Domestic,269.0
09Q,RDD,Domestic,Domestic,269.0
09Q,CEF,Domestic,Domestic,269.0
AA,MLI,Domestic,Domestic,269.0
KE,HND,International,International,269.0
09Q,VCV,Domestic,Domestic,269.0
B6,BIL,Domestic,Domestic,268.0
09Q,HLN,Domestic,Domestic,268.0
27Q,CMH,Domestic,Domestic,268.0
G3,PUJ,International,International,268.0
G4,PDX,Domestic,Domestic,268.0
KL,DUB,International,International,267.0
X9,BGR,Domestic,Domestic,267.0
KL,SNN,International,International,267.0
CX,ANC,Domestic,Domestic,266.0
SY,MSY,International,Domestic,266.0
KV,LBF,International,Domestic,266.0
27Q,LAS,Domestic,Domestic,266.0
AMQ,BDL,Domestic,Domestic,266.0
X9,SNN,International,International,266.0
1EQ,LGB,Domestic,Domestic,265.0
KE,HKD,International,International,265.0
SY,OAK,Domestic,Domestic,265.0
OO,FAR,International,Domestic,264.0
AA,BWI,International,Domestic,264.0
DL,PTK,International,Domestic,263.0
BA,NAS,International,International,263.0
GL,YIP,Domestic,Domestic,263.0
1EQ,PHX,Domestic,Domestic,263.0
UA,RDU,International,Domestic,263.0
09Q,MSO,Domestic,Domestic,262.0
DL,FAR,International,Domestic,262.0
IB,BOS,Domestic,Domestic,262.0
AAT,STX,Domestic,Domestic,262.0
WN,LNS,Domestic,Domestic,261.0
09Q,ONT,Domestic,Domestic,261.0
AM,SJC,Domestic,Domestic,261.0
AX,ATL,Domestic,Domestic,261.0
SY,ORD,Domestic,Domestic,261.0
AA,HSV,Domestic,Domestic,261.0
SY,SMX,Domestic,Domestic,261.0
WL,ISP,Domestic,Domestic,260.0
GL,DTW,Domestic,Domestic,260.0
AJQ,SDF,Domestic,Domestic,260.0
NH,PHX,International,Domestic,260.0
EV,PHL,Domestic,Domestic,259.0
UA,SYR,International,Domestic,259.0
DY,STN,International,International,259.0
CX,ORD,Domestic,Domestic,259.0
CX,RFD,International,Domestic,259.0
GL,STL,International,Domestic,258.0
GL,SKB,International,International,258.0
AN,SQL,Domestic,Domestic,258.0
DL,LGW,International,International,257.0
UP,PIE,International,Domestic,257.0
GL,YOW,International,International,257.0
XP,CHA,Domestic,Domestic,256.0
09Q,SUX,Domestic,Domestic,256.0
27Q,PBI,Domestic,Domestic,256.0
G4,HSV,Domestic,Domestic,256.0
CX,SZX,International,International,256.0
SK,DTW,International,Domestic,256.0
SY,CGI,Domestic,Domestic,255.0
KL,BGR,International,Domestic,255.0
4W,BTI,Domestic,Domestic,255.0
OO,CAE,Domestic,Domestic,255.0
XP,TUL,Domestic,Domestic,255.0
BCQ,YQM,International,International,254.0
5V,05A,Domestic,Domestic,254.0
GL,FTW,Domestic,Domestic,254.0
AJQ,BED,Domestic,Domestic,254.0
AC,MEL,International,International,253.0
WL,EWR,Domestic,Domestic,253.0
UA,SJU,International,Domestic,253.0
09Q,YVR,International,International,253.0
SY,JLN,Domestic,Domestic,252.0
AC,SAN,International,Domestic,252.0
SY,OGG,Domestic,Domestic,252.0
TP,IAD,International,Domestic,251.0
LH,CLE,International,Domestic,251.0
3AQ,AQY,Domestic,Domestic,251.0
2E,A03,Domestic,Domestic,251.0
EV,ACT,Domestic,Domestic,251.0
DY,SNN,International,International,251.0
EV,YWG,International,International,251.0
DE,SIN,International,International,251.0
4W,TAL,Domestic,Domestic,251.0
GL,HNL,Domestic,Domestic,250.0
G4,BUR,Domestic,Domestic,250.0
TP,PHL,International,Domestic,249.0
1AQ,MSY,Domestic,Domestic,249.0
YV,YUM,Domestic,Domestic,249.0
SY,BGR,Domestic,Domestic,249.0
B6,MYR,Domestic,Domestic,249.0
SY,PVD,Domestic,Domestic,249.0
2LQ,BIM,International,International,248.0
5Y,EWR,Domestic,Domestic,248.0
UA,BNE,International,International,248.0
JL,KMQ,International,International,248.0
CX,LAX,Domestic,Domestic,247.0
5Y,MIA,Domestic,Domestic,247.0
XP,SBN,Domestic,Domestic,247.0
CX,ANC,International,Domestic,247.0
AMQ,OMA,Domestic,Domestic,247.0
5Y,MSP,Domestic,Domestic,246.0
SY,ISP,Domestic,Domestic,246.0
WN,CLT,International,Domestic,246.0
22Q,BOI,Domestic,Domestic,246.0
G4,SCE,Domestic,Domestic,246.0
AC,IAH,Domestic,Domestic,245.0
WL,CHO,Domestic,Domestic,245.0
DL,BUF,International,Domestic,245.0
09Q,FCA,Domestic,Domestic,244.0
GL,ABQ,Domestic,Domestic,244.0
N8,MIA,International,Domestic,244.0
AC,JFK,International,Domestic,243.0
UA,YHZ,International,International,243.0
H6,SLQ,Domestic,Domestic,243.0
AC,CPS,International,Domestic,242.0
CP,GJT,Domestic,Domestic,242.0
G7,FWA,Domestic,Domestic,242.0
WL,CVG,International,Domestic,241.0
1BQ,TUS,Domestic,Domestic,241.0
LH,IAD,Domestic,Domestic,241.0
SY,HUF,Domestic,Domestic,241.0
AZ,PSA,International,International,241.0
UA,IDA,Domestic,Domestic,241.0
09Q,YOW,International,International,241.0
GL,MHT,Domestic,Domestic,241.0
UA,MLI,Domestic,Domestic,240.0
5Y,ORD,Domestic,Domestic,240.0
YX,CFG,International,International,240.0
X9,MCI,Domestic,Domestic,240.0
NK,MSY,International,Domestic,239.0
DY,MCO,Domestic,Domestic,239.0
AA,LWB,Domestic,Domestic,239.0
GL,TRI,International,Domestic,239.0
SY,ORD,International,Domestic,239.0
GL,FPO,International,International,239.0
AA,TUL,International,Domestic,239.0
UP,ORD,International,Domestic,238.0
GL,XNA,Domestic,Domestic,238.0
1EQ,SJC,International,Domestic,238.0
09Q,FNL,Domestic,Domestic,237.0
TP,MIA,Domestic,Domestic,237.0
TP,RSW,International,Domestic,237.0
5Y,SFO,Domestic,Domestic,237.0
X9,BIF,International,Domestic,237.0
LF,TPA,Domestic,Domestic,237.0
XP,RSW,Domestic,Domestic,237.0
J5,EXI,Domestic,Domestic,236.0
GL,YHU,International,International,236.0
WL,SBN,Domestic,Domestic,236.0
G4,FLG,Domestic,Domestic,236.0
EV,RSW,Domestic,Domestic,236.0
GL,BDL,Domestic,Domestic,236.0
B6,MHT,Domestic,Domestic,236.0
KX,CHS,International,Domestic,236.0
EV,MIA,Domestic,Domestic,235.0
GL,CPS,Domestic,Domestic,235.0
LH,ORD,Domestic,Domestic,235.0
LH,MSP,International,Domestic,235.0
WN,DFW,Domestic,Domestic,234.0
DL,YQX,International,International,234.0
WN,BPT,Domestic,Domestic,234.0
WL,MEM,Domestic,Domestic,234.0
K2,PTU,Domestic,Domestic,233.0
DL,BKL,Domestic,Domestic,233.0
SY,PIH,Domestic,Domestic,233.0
09Q,BWI,Domestic,Domestic,233.0
KAH,ZNA,International,International,232.0
1BQ,MEM,Domestic,Domestic,232.0
09Q,MSY,Domestic,Domestic,232.0
2EQ,MRI,Domestic,Domestic,232.0
SY,TLH,Domestic,Domestic,232.0
LP,MIA,Domestic,Domestic,231.0
XP,GRR,Domestic,Domestic,231.0
BA,SAN,Domestic,Domestic,231.0
5Y,PBI,Domestic,Domestic,231.0
G4,GLH,Domestic,Domestic,231.0
5Y,PHX,Domestic,Domestic,231.0
KX,SMF,International,Domestic,230.0
KX,DFW,International,Domestic,230.0
XL,MCO,International,Domestic,230.0
7H,PPC,Domestic,Domestic,230.0
IB,ZAZ,International,International,230.0
DL,DEN,International,Domestic,230.0
G4,MDW,Domestic,Domestic,229.0
MQ,PBI,International,Domestic,229.0
5Y,IAH,Domestic,Domestic,229.0
OR,EWR,International,Domestic,228.0
K2,WTL,Domestic,Domestic,227.0
XP,ICT,Domestic,Domestic,227.0
SY,MHK,Domestic,Domestic,226.0
DL,LAN,Domestic,Domestic,226.0
OH,BOS,Domestic,Domestic,226.0
AC,ATL,International,Domestic,226.0
9E,CLT,International,Domestic,225.0
UA,ATQ,International,International,225.0
VJT,LAX,International,Domestic,225.0
B6,IND,Domestic,Domestic,224.0
DL,MDZ,International,International,224.0
PR,HND,International,International,224.0
AC,DAL,International,Domestic,224.0
09Q,SPS,Domestic,Domestic,223.0
YV,TPA,Domestic,Domestic,223.0
09Q,CFG,International,International,223.0
AM,ZIH,International,International,223.0
SY,RFD,International,Domestic,223.0
PT,AVP,International,Domestic,222.0
09Q,SDF,Domestic,Domestic,222.0
09Q,CKB,Domestic,Domestic,222.0
GL,CLE,Domestic,Domestic,222.0
09Q,TYS,Domestic,Domestic,222.0
DE,PDX,Domestic,Domestic,221.0
X9,PHX,Domestic,Domestic,221.0
1EQ,OMA,Domestic,Domestic,221.0
7S,BET,Domestic,Domestic,221.0
G4,LFI,Domestic,Domestic,220.0
Unknown,PWM,Domestic,Domestic,220.0
WN,CID,Domestic,Domestic,220.0
AA,SLC,International,Domestic,220.0
KL,RTM,International,International,219.0
VB,QRO,International,International,219.0
AZ,FLL,International,Domestic,219.0
LF,PDK,Domestic,Domestic,219.0
09Q,DAB,Domestic,Domestic,219.0
GL,ONT,Domestic,Domestic,219.0
XP,HUX,International,International,219.0
YV,DEN,Domestic,Domestic,218.0
X9,CUN,International,International,218.0
AMQ,BTR,Domestic,Domestic,218.0
7H,ENN,Domestic,Domestic,218.0
GL,RDM,Domestic,Domestic,217.0
X9,CVG,International,Domestic,217.0
5Y,AZO,Domestic,Domestic,217.0
09Q,BUF,International,Domestic,217.0
7S,KLG,Domestic,Domestic,217.0
KE,YNY,International,International,217.0
Unknown,MLB,Domestic,Domestic,216.0
UA,ONT,International,Domestic,216.0
OR,GLA,International,International,216.0
AF,YHZ,International,International,216.0
KE,KIX,International,International,216.0
1EQ,YVR,International,International,216.0
WN,MDT,Domestic,Domestic,216.0
UA,VER,International,International,216.0
VS,LAX,Domestic,Domestic,216.0
V8,IGG,Domestic,Domestic,215.0
LF,MEM,Domestic,Domestic,215.0
GL,SJU,Domestic,Domestic,215.0
27Q,SFO,Domestic,Domestic,215.0
GL,BHM,Domestic,Domestic,215.0
4W,AKP,Domestic,Domestic,215.0
WL,LIR,International,International,215.0
5Y,TOL,International,Domestic,215.0
UA,JFK,International,Domestic,215.0
09Q,SFB,Domestic,Domestic,214.0
KX,FAT,International,Domestic,214.0
WL,JFK,Domestic,Domestic,214.0
1EQ,SMF,Domestic,Domestic,214.0
WL,LRM,International,International,214.0
SY,SKB,International,International,214.0
LH,DFW,Domestic,Domestic,213.0
NLQ,YPQ,International,International,213.0
GL,GSP,Domestic,Domestic,213.0
5Y,BOI,Domestic,Domestic,213.0
SY,DOV,Domestic,Domestic,213.0
AN,SJC,Domestic,Domestic,213.0
1BQ,PIT,International,Domestic,213.0
4W,CEM,Domestic,Domestic,212.0
27Q,ASE,Domestic,Domestic,211.0
LF,FLL,Domestic,Domestic,211.0
KO,ANV,Domestic,Domestic,211.0
JL,OKA,International,International,211.0
KV,YOW,International,International,210.0
GL,BOI,Domestic,Domestic,210.0
SY,BFI,Domestic,Domestic,210.0
09Q,SGF,Domestic,Domestic,210.0
09Q,LAS,International,Domestic,210.0
WL,CLT,Domestic,Domestic,209.0
1BQ,BHM,Domestic,Domestic,209.0
0WQ,TEB,Domestic,Domestic,209.0
1BQ,PBI,Domestic,Domestic,209.0
X9,GGG,Domestic,Domestic,209.0
5Y,SHV,Domestic,Domestic,209.0
AX,LGA,Domestic,Domestic,207.0
8V,MHM,Domestic,Domestic,207.0
OH,PHL,International,Domestic,207.0
XP,AEX,Domestic,Domestic,207.0
5Y,TPA,Domestic,Domestic,207.0
LA,IAD,International,Domestic,207.0
GL,YWG,International,International,207.0
SY,GRK,Domestic,Domestic,207.0
K3,CGA,Domestic,Domestic,206.0
XL,MIA,International,Domestic,206.0
09Q,BED,International,Domestic,206.0
GL,LUK,Domestic,Domestic,206.0
0WQ,LAS,Domestic,Domestic,206.0
G4,MHR,Domestic,Domestic,205.0
GL,ORD,Domestic,Domestic,205.0
LS,EMA,International,International,205.0
GL,SCE,Domestic,Domestic,205.0
AA,SFO,International,Domestic,204.0
EY,OTP,International,International,204.0
AX,BMG,Domestic,Domestic,204.0
09Q,FRG,International,Domestic,204.0
X9,SFO,Domestic,Domestic,204.0
GV,KCQ,Domestic,Domestic,204.0
DL,GYE,International,International,204.0
NK,MIA,International,Domestic,204.0
LF,PHF,Domestic,Domestic,203.0
SY,TCL,Domestic,Domestic,203.0
G4,IAD,Domestic,Domestic,203.0
AC,PHL,International,Domestic,203.0
AM,TPA,International,Domestic,202.0
XP,GTR,Domestic,Domestic,202.0
Q5,HKB,Domestic,Domestic,202.0
UA,DTW,International,Domestic,202.0
YX,PHF,Domestic,Domestic,202.0
LF,MFR,Domestic,Domestic,201.0
YX,DEN,International,Domestic,201.0
UA,PNI,International,International,201.0
X9,GUM,International,Domestic,201.0
GL,PSM,International,Domestic,201.0
8E,TNC,Domestic,Domestic,201.0
SY,ILM,Domestic,Domestic,201.0
RVQ,GKN,Domestic,Domestic,200.0
WL,CID,Domestic,Domestic,200.0
09Q,DAY,Domestic,Domestic,200.0
KV,MSP,Domestic,Domestic,200.0
WL,MCI,Domestic,Domestic,200.0
QK,BNA,International,Domestic,199.0
5Y,LCK,Domestic,Domestic,199.0
GL,SJC,Domestic,Domestic,199.0
AC,SJC,International,Domestic,199.0
G7,SBN,Domestic,Domestic,199.0
O6,IAD,International,Domestic,198.0
B6,OMA,Domestic,Domestic,198.0
DL,ELP,International,Domestic,198.0
UA,VCP,International,International,197.0
2JQ,TRM,Domestic,Domestic,197.0
AJQ,PIT,Domestic,Domestic,197.0
GL,SPI,Domestic,Domestic,197.0
SY,MKC,Domestic,Domestic,197.0
09Q,FYV,Domestic,Domestic,197.0
AA,MDZ,International,International,196.0
G7,PUB,Domestic,Domestic,196.0
27Q,SJC,Domestic,Domestic,196.0
YV,CLL,Domestic,Domestic,196.0
AC,CLT,International,Domestic,196.0
NK,OMA,Domestic,Domestic,195.0
B6,CHS,International,Domestic,195.0
5Y,DEN,Domestic,Domestic,195.0
22Q,SMN,Domestic,Domestic,195.0
UA,BSB,International,International,195.0
AA,HNL,International,Domestic,194.0
X9,GEG,Domestic,Domestic,194.0
0QQ,KIX,International,International,194.0
AA,YYC,International,International,194.0
UA,EFD,International,Domestic,194.0
N8,SHV,Domestic,Domestic,194.0
GV,NLG,Domestic,Domestic,194.0
UX,BWI,International,Domestic,194.0
1BQ,MCO,Domestic,Domestic,194.0
5Y,HTS,Domestic,Domestic,193.0
DL,SYA,International,Domestic,193.0
2E,A52,Domestic,Domestic,193.0
RVQ,DQL,Domestic,Domestic,193.0
N8,PHL,Domestic,Domestic,193.0
09Q,CLL,Domestic,Domestic,192.0
AC,PEK,International,International,192.0
G7,OMA,International,Domestic,192.0
DL,HPN,International,Domestic,192.0
GL,SJD,International,International,192.0
DL,ABI,Domestic,Domestic,192.0
5Y,CAK,Domestic,Domestic,192.0
GL,CHS,Domestic,Domestic,192.0
UA,TSN,International,International,191.0
SK,BDL,International,Domestic,191.0
27Q,JRA,Domestic,Domestic,191.0
UA,BDL,International,Domestic,191.0
AMQ,FYV,Domestic,Domestic,191.0
DL,MWH,International,Domestic,191.0
N8,JAX,Domestic,Domestic,190.0
AC,IAD,Domestic,Domestic,190.0
