Airline,Dest_Airport,Passengers
Republic Airline,JAX,214567.0
SkyWest Airlines Inc.,RNO,213850.0
Westjet,MCO,213184.0
Delta Air Lines Inc.,OGG,213097.0
GoJet Airlines LLC d/b/a United Express,STL,211703.0
American Airlines Inc.,SDQ,211648.0
United Air Lines Inc.,YYC,210270.0
American Airlines Inc.,MKE,209671.0
Southwest Airlines Co.,HRL,208154.0
American Airlines Inc.,GCM,207719.0
Azul Linhas Aereas Brazileiras S A,VCP,207349.0
Alaska Airlines Inc.,LIH,207064.0
Compass Airlines,PHX,206223.0
Delta Air Lines Inc.,CAE,206080.0
Frontier Airlines Inc.,CLT,205444.0
American Airlines Inc.,ELP,205425.0
"Porter Airlines, Inc.",EWR,205088.0
JetBlue Airways,MSY,204120.0
United Air Lines Inc.,YYZ,203634.0
Alaska Airlines Inc.,PVR,203631.0
Iberia Air Lines Of Spain,JFK,203219.0
Envoy Air,CVG,203113.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,202572.0
Westjet,YEG,202020.0
JetBlue Airways,SJC,202011.0
Norwegian Air Shuttle ASA,BCN,201681.0
Lufthansa German Airlines,DEN,200731.0
Alaska Airlines Inc.,IAD,200269.0
American Airlines Inc.,AUA,199813.0
ExpressJet Airlines LLC,BTR,199808.0
Jazz Aviation LP,YUL,199374.0
PSA Airlines Inc.,SAV,199276.0
Swiss International Airlines,JFK,199187.0
Alaska Airlines Inc.,BWI,198516.0
American Airlines Inc.,GUA,198256.0
China Southern Airlines,LAX,197798.0
American Airlines Inc.,DSM,197375.0
Silver Airways,FLL,197318.0
JetBlue Airways,MBJ,197260.0
Allegiant Air,BLI,197208.0
American Airlines Inc.,COS,197108.0
Westjet,PSP,196727.0
Qantas Airways Ltd.,MEL,196498.0
JetBlue Airways,PAP,196464.0
Delta Air Lines Inc.,FRA,196230.0
El Al Israel Airlines Ltd.,JFK,195698.0
Alaska Airlines Inc.,GEG,195420.0
Delta Air Lines Inc.,SJO,195187.0
Ethiopian Airlines,ADD,195001.0
Caribbean Airlines Limited,POS,194983.0
Endeavor Air Inc.,TYS,194492.0
JetBlue Airways,OAK,193848.0
Endeavor Air Inc.,PIT,193840.0
Republic Airline,BUF,193375.0
Delta Air Lines Inc.,ABQ,192831.0
JetBlue Airways,PIT,192455.0
Hawaiian Airlines Inc.,SEA,192292.0
British Airways Plc,ORD,192175.0
Southwest Airlines Co.,PUJ,191193.0
ABC Aerolineas SA de CV dba Interjet,JFK,190801.0
Lufthansa German Airlines,MIA,190397.0
Frontier Airlines Inc.,PVD,190074.0
SkyWest Airlines Inc.,BUR,189611.0
SkyWest Airlines Inc.,MCI,189530.0
All Nippon Airways Co.,LAX,189299.0
Condor Flugdienst,FRA,188264.0
JetBlue Airways,BQN,188116.0
SkyWest Airlines Inc.,OMA,187998.0
Alaska Airlines Inc.,KTN,187485.0
United Air Lines Inc.,DTW,186644.0
Air China,JFK,186151.0
Hong Kong Airlines Limited,LAX,186013.0
Frontier Airlines Inc.,MSY,185881.0
Caribbean Airlines Limited,JFK,185217.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",ANC,184882.0
SkyWest Airlines Inc.,CVG,184746.0
Compass Airlines,LAS,184584.0
United Air Lines Inc.,SYD,183907.0
Sky Regional Airlines Inc.,EWR,183892.0
Norwegian Air Shuttle ASA,OAK,182970.0
Mesa Airlines Inc.,OKC,182633.0
Delta Air Lines Inc.,SJD,182561.0
Trans States Airlines,ORD,182483.0
American Airlines Inc.,CHS,182022.0
Hawaiian Airlines Inc.,SFO,181965.0
Delta Air Lines Inc.,SYR,181924.0
Frontier Airlines Inc.,LAX,181506.0
Aeromexico,ORD,181470.0
Republic Airline,EYW,181176.0
JetBlue Airways,MEX,181042.0
American Airlines Inc.,HKG,181016.0
American Airlines Inc.,FRA,180506.0
Endeavor Air Inc.,CLE,180280.0
American Airlines Inc.,PEK,180279.0
Compania Panamena (Copa),JFK,180186.0
Hawaiian Airlines Inc.,OAK,179717.0
Piedmont Airlines,CLT,179421.0
Lan-Chile Airlines,JFK,178657.0
Delta Air Lines Inc.,DAL,178484.0
Mesa Airlines Inc.,ABQ,178350.0
ABC Aerolineas SA de CV dba Interjet,GDL,178273.0
Qatar Airways (Q.C.S.C),JFK,178216.0
PSA Airlines Inc.,CHS,177117.0
SkyWest Airlines Inc.,LAS,176890.0
Virgin Atlantic Airways,LAX,176883.0
Hawaiian Airlines Inc.,HND,176789.0
Spirit Air Lines,CMH,176719.0
Southwest Airlines Co.,AMA,175807.0
Klm Royal Dutch Airlines,LAX,175651.0
American Airlines Inc.,LIM,174841.0
Frontier Airlines Inc.,IAD,174517.0
SkyWest Airlines Inc.,AUS,173990.0
Compagnie Natl Air France,SFO,173736.0
Southwest Airlines Co.,PVR,173068.0
Azul Linhas Aereas Brazileiras S A,MCO,173064.0
United Air Lines Inc.,DUB,172596.0
Allegiant Air,IND,172195.0
British Airways Plc,IAD,172116.0
Delta Air Lines Inc.,PVD,171984.0
British Airways Plc,LAS,171974.0
JetBlue Airways,BGI,171699.0
United Air Lines Inc.,CHS,171507.0
Norwegian Air UK Limited,JFK,171488.0
Delta Air Lines Inc.,HND,171485.0
Iberia Air Lines Of Spain,MIA,171144.0
American Airlines Inc.,LIH,171038.0
Endeavor Air Inc.,DSM,170293.0
PSA Airlines Inc.,ORF,169501.0
Delta Air Lines Inc.,STI,169308.0
Delta Air Lines Inc.,MLB,169116.0
United Air Lines Inc.,MSN,169076.0
Aerolitoral,MEX,169002.0
Southwest Airlines Co.,ICT,168957.0
JetBlue Airways,DEN,168783.0
Norwegian Air Shuttle ASA,FLL,167488.0
Norwegian Air Shuttle ASA,ARN,167246.0
United Air Lines Inc.,RNO,167237.0
SkyWest Airlines Inc.,SAT,166971.0
Air Canada rouge LP,MIA,166854.0
Endeavor Air Inc.,BUF,166548.0
Sky Regional Airlines Inc.,LGA,165893.0
Frontier Airlines Inc.,LGA,165882.0
Southwest Airlines Co.,HAV,165578.0
All Nippon Airways Co.,HNL,165234.0
Compania Panamena (Copa),LAX,165063.0
United Air Lines Inc.,PTY,164576.0
Lan-Chile Airlines,MIA,164502.0
Endeavor Air Inc.,YYZ,164426.0
Delta Air Lines Inc.,ALB,164355.0
Delta Air Lines Inc.,PVR,164021.0
Norwegian Air Shuttle ASA,OSL,163822.0
Frontier Airlines Inc.,SFO,163356.0
Mesa Airlines Inc.,MAF,163275.0
Delta Air Lines Inc.,GUA,163179.0
GoJet Airlines LLC d/b/a United Express,MSP,162731.0
Republic Airline,MSY,162645.0
Hawaiian Airlines Inc.,SJC,162214.0
Singapore Airlines Ltd.,SFO,161913.0
Aer Lingus Plc,ORD,161733.0
Frontier Airlines Inc.,BNA,161653.0
Envoy Air,PIT,161505.0
Frontier Airlines Inc.,DCA,160517.0
American Airlines Inc.,DUB,160492.0
JetBlue Airways,SMF,160242.0
Delta Air Lines Inc.,YVR,160238.0
Compagnie Natl Air France,IAD,160181.0
Delta Air Lines Inc.,ROC,160056.0
Emirates,SFO,159467.0
PSA Airlines Inc.,BHM,159030.0
Azul Linhas Aereas Brazileiras S A,FLL,158653.0
ExpressJet Airlines LLC,RIC,158591.0
American Airlines Inc.,SCL,158507.0
Republic Airline,STL,158452.0
United Air Lines Inc.,ZRH,158325.0
PSA Airlines Inc.,TYS,158253.0
Envoy Air,CLE,158166.0
Sun Country Airlines d/b/a MN Airlines,LAS,157811.0
Mesa Airlines Inc.,ATL,157581.0
Norwegian Air International Ltd.,SWF,156690.0
JetBlue Airways,PDX,156654.0
Compagnie Natl Air France,MIA,156587.0
Finnair Oy,HEL,156328.0
United Air Lines Inc.,IND,156293.0
Delta Air Lines Inc.,DAY,155649.0
Lan Peru Airlines,MIA,155345.0
Mesa Airlines Inc.,DTW,155222.0
Mesa Airlines Inc.,TUS,154987.0
Delta Air Lines Inc.,BOI,154896.0
Allegiant Air,VPS,154315.0
Southwest Airlines Co.,PNS,154298.0
American Airlines Inc.,BOG,153829.0
SkyWest Airlines Inc.,STL,153812.0
PSA Airlines Inc.,MYR,153763.0
Virgin Atlantic Airways,SFO,153638.0
SkyWest Airlines Inc.,MDW,153210.0
Alaska Airlines Inc.,ONT,153195.0
Norwegian Air Shuttle ASA,LGW,153126.0
Delta Air Lines Inc.,DUB,152780.0
Lan-Chile Airlines,LIM,152754.0
Horizon Air,RNO,152035.0
American Airlines Inc.,KOA,151702.0
Air Europa,MAD,151696.0
Frontier Airlines Inc.,DTW,151594.0
Klm Royal Dutch Airlines,SFO,150922.0
Endeavor Air Inc.,CLT,150605.0
Norwegian Air Shuttle ASA,CPH,150576.0
Emirates,IAD,150528.0
Delta Air Lines Inc.,PEK,150358.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),MDW,150290.0
United Air Lines Inc.,GUA,150260.0
China Southern Airlines,JFK,150227.0
American Airlines Inc.,PSP,150145.0
Aeromexico,SFO,149917.0
JetBlue Airways,IAD,149802.0
American Airlines Inc.,GIG,149163.0
Southwest Airlines Co.,PWM,149156.0
American Airlines Inc.,NAS,149123.0
Endeavor Air Inc.,IND,148990.0
Transportes Aeros Meridiona,MCO,148682.0
Compass Airlines,PDX,147895.0
SkyWest Airlines Inc.,ABQ,147846.0
Southwest Airlines Co.,MEX,147821.0
United Air Lines Inc.,SIN,147659.0
Republic Airline,JFK,147515.0
American Airlines Inc.,KIN,147344.0
SkyWest Airlines Inc.,ONT,147304.0
Klm Royal Dutch Airlines,ATL,147273.0
Emirates,LAX,146889.0
Sky Regional Airlines Inc.,BOS,146427.0
Lufthansa German Airlines,IAH,146347.0
Endeavor Air Inc.,DFW,146172.0
United Air Lines Inc.,AUA,145017.0
Mesa Airlines Inc.,CRP,144853.0
Air Canada,EWR,144617.0
Frontier Airlines Inc.,JAX,144202.0
Delta Air Lines Inc.,OAK,143732.0
SkyWest Airlines Inc.,YYC,142621.0
Frontier Airlines Inc.,SJC,142354.0
SkyWest Airlines Inc.,MSN,142201.0
Republic Airline,MEM,141993.0
PSA Airlines Inc.,ILM,141592.0
Compass Airlines,YVR,141413.0
Mesa Airlines Inc.,YYZ,140789.0
JetBlue Airways,DTW,140561.0
Envoy Air,YYZ,140496.0
Southwest Airlines Co.,DSM,140414.0
United Air Lines Inc.,BOG,140358.0
Mesa Airlines Inc.,MFE,139898.0
Mesa Airlines Inc.,CLT,139759.0
United Air Lines Inc.,GEG,139676.0
Jazz Aviation LP,BOS,139441.0
Delta Air Lines Inc.,TUS,139235.0
All Nippon Airways Co.,ORD,139101.0
PSA Airlines Inc.,IAD,139018.0
Endeavor Air Inc.,ROC,138592.0
Alaska Airlines Inc.,PHL,138428.0
Norwegian Air Shuttle ASA,FCO,138374.0
SkyWest Airlines Inc.,ICT,138125.0
Delta Air Lines Inc.,MYR,137772.0
Republic Airline,CHS,137735.0
Japan Air Lines Co. Ltd.,JFK,137379.0
United Air Lines Inc.,JAX,137303.0
United Air Lines Inc.,FCO,137247.0
Frontier Airlines Inc.,IND,137246.0
Eva Airways Corporation,JFK,137209.0
SkyWest Airlines Inc.,RDU,136777.0
British Airways Plc,MCO,136617.0
Endeavor Air Inc.,JAX,136335.0
SkyWest Airlines Inc.,GRB,135811.0
Air Canada rouge LP,TPA,135161.0
Emirates,MXP,134851.0
SkyWest Airlines Inc.,CLE,134517.0
Endeavor Air Inc.,SYR,134477.0
Republic Airline,OMA,134173.0
JetBlue Airways,SAV,134154.0
American Airlines Inc.,OAK,134052.0
JetBlue Airways,CLE,133981.0
Delta Air Lines Inc.,AUA,133897.0
Delta Air Lines Inc.,TLH,133745.0
Hawaiian Airlines Inc.,SAN,133736.0
Frontier Airlines Inc.,SEA,133550.0
United Air Lines Inc.,ANC,133362.0
Hawaiian Airlines Inc.,PDX,133273.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),MLM,133222.0
United Air Lines Inc.,SAL,133183.0
American Airlines Inc.,GEG,132931.0
JetBlue Airways,BNA,132765.0
Thomas Cook Airlines Uk Ltd.,MCO,132337.0
Virgin Atlantic Airways,LAS,132229.0
United Air Lines Inc.,LIR,132199.0
American Airlines Inc.,BUF,132025.0
JetBlue Airways,SYR,131992.0
National Aviation Company of India Limited d/b/a Air India,EWR,131845.0
Delta Air Lines Inc.,MAD,130728.0
SkyWest Airlines Inc.,CLT,130562.0
SkyWest Airlines Inc.,GEG,130458.0
Qantas Airways Ltd.,DFW,130384.0
Scandinavian Airlines Sys.,ORD,130178.0
Jetstar Airways Pty Limited,HNL,130010.0
Delta Air Lines Inc.,DSM,129970.0
Oceanair Linhas Aereas S A,GRU,129493.0
China Airlines Ltd.,LAX,129433.0
Trans States Airlines,STL,129386.0
British Airways Plc,EWR,129152.0
Republic Airline,NAS,129089.0
Mesa Airlines Inc.,MTY,129028.0
United Air Lines Inc.,PSP,128942.0
United Air Lines Inc.,ONT,128677.0
ExpressJet Airlines LLC,TYS,128496.0
United Air Lines Inc.,ROC,128428.0
Virgin Atlantic Airways,ATL,127997.0
Taca International Airlines,LAX,127382.0
Japan Air Lines Co. Ltd.,HND,127282.0
JetBlue Airways,HAV,127240.0
Alia-(The) Royal Jordanian,AMM,127038.0
Polskie Linie Lotnicze,ORD,126868.0
Delta Air Lines Inc.,ICT,126835.0
Alaska Airlines Inc.,FLL,126648.0
SkyWest Airlines Inc.,CHA,126627.0
Virgin America,JFK,126418.0
SkyWest Airlines Inc.,GRR,126293.0
British Airways Plc,PHX,125804.0
Southwest Airlines Co.,RIC,125695.0
Bahamasair Holding Limited,FLL,125631.0
Delta Air Lines Inc.,BCN,125616.0
Virgin America,LAS,125278.0
Horizon Air,YVR,125075.0
American Airlines Inc.,STT,125040.0
Air Canada,YYC,124894.0
Allegiant Air,AUS,124528.0
Taca International Airlines,IAD,124515.0
American Airlines Inc.,MXP,124393.0
United Air Lines Inc.,MBJ,124243.0
Jazz Aviation LP,YYC,124210.0
British Airways Plc,SEA,123774.0
Spirit Air Lines,PDX,122692.0
JetBlue Airways,PVD,122313.0
Delta Air Lines Inc.,EYW,122265.0
American Airlines Inc.,UIO,122139.0
Brussels Airlines N.V.,BRU,122020.0
Alaska Airlines Inc.,DAL,121580.0
Frontier Airlines Inc.,BUF,121245.0
Royal Air Maroc,CMN,121028.0
Delta Air Lines Inc.,TYS,120871.0
American Airlines Inc.,MVD,120862.0
Frontier Airlines Inc.,ONT,120811.0
American Airlines Inc.,PLS,120687.0
Allegiant Air,LAX,120416.0
SkyWest Airlines Inc.,TUL,120412.0
Envoy Air,IND,119871.0
JetBlue Airways,CLT,119694.0
Allegiant Air,PIT,119428.0
Emirates,IAH,119039.0
Turk Hava Yollari A.O.,ORD,118985.0
Endeavor Air Inc.,ORF,118366.0
SkyWest Airlines Inc.,DAY,118038.0
Polskie Linie Lotnicze,JFK,117983.0
Norwegian Air International Ltd.,DUB,117426.0
American Airlines Inc.,PWM,117379.0
All Nippon Airways Co.,JFK,117148.0
Endeavor Air Inc.,BTV,117113.0
Philippine Airlines Inc.,HNL,117108.0
Delta Air Lines Inc.,TUL,117035.0
Spirit Air Lines,SJO,116560.0
American Airlines Inc.,SAV,116513.0
Emirates,SEA,116382.0
China Airlines Ltd.,SFO,116217.0
United Air Lines Inc.,DSM,116028.0
Mesa Airlines Inc.,HOU,115856.0
Transportes Aeros Meridiona,JFK,115728.0
ExpressJet Airlines LLC,DCA,115671.0
Air Canada rouge LP,PHX,115607.0
American Airlines Inc.,BZE,115523.0
Singapore Airlines Ltd.,FRA,115409.0
United Air Lines Inc.,BOI,115378.0
Lufthansa German Airlines,MCO,115148.0
Swiss International Airlines,MIA,115093.0
United Air Lines Inc.,ABQ,115000.0
Alaska Airlines Inc.,SIT,114992.0
Endeavor Air Inc.,DCA,114785.0
Endeavor Air Inc.,PWM,114620.0
Norwegian Air UK Limited,LAX,114612.0
Southwest Airlines Co.,CRP,114225.0
Compass Airlines,GEG,114132.0
Turk Hava Yollari A.O.,SFO,114069.0
Emirates,BOS,113903.0
British Airways Plc,IAH,113892.0
American Airlines Inc.,BGI,113837.0
United Air Lines Inc.,BCN,113624.0
Saudi Arabian Airlines Corp,JED,113526.0
Turk Hava Yollari A.O.,LAX,113364.0
United Air Lines Inc.,ORF,113301.0
Japan Air Lines Co. Ltd.,GUM,113063.0
Etihad Airways,ORD,113048.0
Frontier Airlines Inc.,SNA,113036.0
Envoy Air,MSN,113004.0
Westjet,OGG,112596.0
Delta Air Lines Inc.,MXP,112596.0
Delta Air Lines Inc.,KOA,112578.0
Eva Airways Corporation,SEA,112406.0
Swiss International Airlines,ORD,112195.0
Compania Panamena (Copa),IAD,112069.0
Endeavor Air Inc.,IAH,111991.0
Alaska Airlines Inc.,GDL,111988.0
Philippine Airlines Inc.,GUM,111954.0
American Airlines Inc.,FAT,111797.0
American Airlines Inc.,GYE,111777.0
SkyWest Airlines Inc.,DLH,111359.0
American Airlines Inc.,POS,111346.0
Mesa Airlines Inc.,MCI,111243.0
Allegiant Air,SAV,111242.0
Envoy Air,GRR,111045.0
Ethiopian Airlines,IAD,110957.0
Compass Airlines,ABQ,110900.0
Air China,SFO,110773.0
ABC Aerolineas SA de CV dba Interjet,ORD,110527.0
SkyWest Airlines Inc.,YVR,110358.0
Mesa Airlines Inc.,LBB,110290.0
Frontier Airlines Inc.,PDX,110203.0
Mesa Airlines Inc.,MSP,110108.0
Delta Air Lines Inc.,BRU,109985.0
Qantas Airways Ltd.,BNE,109725.0
Swiss International Airlines,SFO,109622.0
Alaska Airlines Inc.,MSP,109622.0
ABC Aerolineas SA de CV dba Interjet,SAT,109399.0
Sun Country Airlines d/b/a MN Airlines,LAX,109364.0
Allegiant Air,TYS,109209.0
Compagnie Natl Air France,BOS,108812.0
United Air Lines Inc.,CLT,108522.0
Compania Panamena (Copa),SFO,108192.0
Air Pacific Ltd.,NAN,108066.0
Air New Zealand,LHR,107812.0
China Southern Airlines,SFO,107686.0
Lufthansa German Airlines,SEA,107466.0
Singapore Airlines Ltd.,JFK,107256.0
United Air Lines Inc.,MAD,107235.0
Silver Airways,TPA,107196.0
Delta Air Lines Inc.,ELP,107120.0
United Air Lines Inc.,LIM,107065.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),OAK,107005.0
Spirit Air Lines,PHX,106876.0
American Airlines Inc.,ALB,106850.0
PSA Airlines Inc.,CAE,106778.0
Hawaiian Airlines Inc.,NRT,106706.0
United Air Lines Inc.,CVG,106485.0
United Air Lines Inc.,TPE,106432.0
Mesa Airlines Inc.,CHS,106183.0
Frontier Airlines Inc.,OMA,106171.0
Endeavor Air Inc.,ORD,106150.0
Swiss International Airlines,LAX,106126.0
United Air Lines Inc.,CMH,105926.0
Sun Country Airlines d/b/a MN Airlines,MCO,105755.0
SkyWest Airlines Inc.,YWG,105703.0
Qantas Airways Ltd.,SFO,105607.0
American Airlines Inc.,ILM,105560.0
SkyWest Airlines Inc.,BOS,105525.0
XL Airways France,CDG,104920.0
Horizon Air,SMF,104911.0
Air Wisconsin Airlines Corp,MKE,104863.0
"Porter Airlines, Inc.",BOS,104507.0
Emirates,ORD,104167.0
Mesa Airlines Inc.,BHM,103966.0
Qatar Airways (Q.C.S.C),ORD,103912.0
Endeavor Air Inc.,EWR,103764.0
Endeavor Air Inc.,STL,103619.0
National Aviation Company of India Limited d/b/a Air India,JFK,103583.0
El Al Israel Airlines Ltd.,EWR,103476.0
Taca International Airlines,MIA,103177.0
Endeavor Air Inc.,MCI,103021.0
Frontier Airlines Inc.,MCI,102934.0
National Aviation Company of India Limited d/b/a Air India,ORD,102924.0
Republic Airline,ROC,102498.0
Envoy Air,PNS,102432.0
Endeavor Air Inc.,HPN,102307.0
PSA Airlines Inc.,RIC,102182.0
Qatar Airways (Q.C.S.C),DFW,102128.0
Aeromexico,MIA,101516.0
National Aviation Company of India Limited d/b/a Air India,BOM,101454.0
Jazz Aviation LP,PDX,101409.0
SkyWest Airlines Inc.,CMH,101379.0
Alaska Airlines Inc.,BNA,101330.0
Endeavor Air Inc.,SAV,100737.0
Delta Air Lines Inc.,MUC,100598.0
Air New Zealand,SFO,100493.0
SkyWest Airlines Inc.,LGB,100422.0
Delta Air Lines Inc.,LIH,100071.0
SkyWest Airlines Inc.,LAN,99934.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",MIA,99783.0
PSA Airlines Inc.,CLE,99625.0
Southwest Airlines Co.,SJO,99555.0
Allegiant Air,LCK,99446.0
Mesa Airlines Inc.,PIT,99388.0
Delta Air Lines Inc.,PWM,99379.0
Alaska Airlines Inc.,ATL,99300.0
Republic Airline,YUL,99225.0
Compass Airlines,SNA,98594.0
Emirates,DFW,98499.0
JetBlue Airways,PHX,98482.0
British Airways Plc,DEN,98451.0
Delta Air Lines Inc.,CHA,98435.0
American Airlines Inc.,PNS,98414.0
Compania Panamena (Copa),ORD,98374.0
Envoy Air,BNA,98369.0
SkyWest Airlines Inc.,TYS,97986.0
GoJet Airlines LLC d/b/a United Express,CVG,97917.0
Turk Hava Yollari A.O.,IAD,97909.0
Eva Airways Corporation,IAH,97804.0
Lufthansa German Airlines,DTW,97803.0
Horizon Air,SJC,97743.0
Trans States Airlines,IAD,97696.0
Royal Air Maroc,JFK,97671.0
Turk Hava Yollari A.O.,IAH,97606.0
Delta Air Lines Inc.,RNO,97111.0
Icelandair,BOS,96953.0
United Air Lines Inc.,GRR,96748.0
Turk Hava Yollari A.O.,MIA,96725.0
Tap-Portuguese Airlines,EWR,96650.0
Caribbean Airlines Limited,FLL,96606.0
Delta Air Lines Inc.,TLV,96456.0
Delta Air Lines Inc.,AGS,96348.0
Sun Country Airlines d/b/a MN Airlines,RSW,96271.0
SkyWest Airlines Inc.,IND,96078.0
Delta Air Lines Inc.,SAL,96050.0
Cayman Airways Limited,GCM,95858.0
Allegiant Air,BLV,95821.0
JetBlue Airways,PSE,95605.0
American Airlines Inc.,PTY,95529.0
Delta Air Lines Inc.,LIR,95523.0
Singapore Airlines Ltd.,SIN,95480.0
Klm Royal Dutch Airlines,IAD,95150.0
United Air Lines Inc.,EDI,95147.0
JetBlue Airways,SJO,95065.0
SkyWest Airlines Inc.,EWR,94920.0
Lacsa,LAX,94887.0
SkyWest Airlines Inc.,DCA,94808.0
Egyptair,CAI,94773.0
British Airways Plc,PHL,94733.0
American Airlines Inc.,STX,94716.0
Jeju Air Co Ltd.,PUS,94651.0
Egyptair,JFK,94639.0
Republic Airline,PVD,94498.0
ABC Aerolineas SA de CV dba Interjet,CUN,94406.0
Mesa Airlines Inc.,CVG,94348.0
ABC Aerolineas SA de CV dba Interjet,IAH,94326.0
United Air Lines Inc.,GVA,94313.0
Endeavor Air Inc.,RIC,94311.0
Transportes Aeros Meridiona,GIG,94284.0
American Airlines Inc.,BOI,93980.0
Aeroflot Russian Airlines,LAX,93930.0
United Air Lines Inc.,BZE,93827.0
Virgin America,SEA,93739.0
Norwegian Air International Ltd.,PVD,93720.0
Lan-Chile Airlines,LAX,93656.0
Delta Air Lines Inc.,NGO,93425.0
Mesa Airlines Inc.,MEM,93421.0
Westjet,FLL,93379.0
Virgin Atlantic Airways,MIA,93373.0
JetBlue Airways,ALB,93343.0
Allegiant Air,MEM,93257.0
United Air Lines Inc.,ALB,93144.0
SkyWest Airlines Inc.,MOT,93030.0
Envoy Air,MTY,93000.0
Westjet,HNL,92941.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),LAS,92858.0
Alaska Airlines Inc.,MSY,92770.0
American Airlines Inc.,MGA,92751.0
Aerolitoral,ATL,92693.0
Envoy Air,YUL,92434.0
Sun Country Airlines d/b/a MN Airlines,CUN,92345.0
Kuwait Airways Corp.,KWI,92122.0
Delta Air Lines Inc.,JNB,92048.0
Mesa Airlines Inc.,JAX,92004.0
Frontier Airlines Inc.,DFW,91962.0
Horizon Air,ABQ,91816.0
"Commutair Aka Champlain Enterprises, Inc.",ALB,91639.0
JetBlue Airways,POS,91620.0
PSA Airlines Inc.,ORD,91561.0
Southwest Airlines Co.,NAS,91551.0
Sky Regional Airlines Inc.,ORD,91484.0
Delta Air Lines Inc.,MDT,91433.0
United Air Lines Inc.,SAV,91311.0
American Airlines Inc.,CCS,91289.0
Frontier Airlines Inc.,MEM,91178.0
Delta Air Lines Inc.,STT,91174.0
United Air Lines Inc.,MNL,91166.0
Alaska Airlines Inc.,IAH,91111.0
Delta Air Lines Inc.,MTY,90903.0
Alaska Airlines Inc.,DTW,90824.0
Hawaiian Airlines Inc.,JFK,90820.0
Iberia Air Lines Of Spain,BOS,90743.0
Republic Airline,SYR,90699.0
GoJet Airlines LLC d/b/a United Express,YYZ,90629.0
Sky Regional Airlines Inc.,ATL,90584.0
Westjet,BOS,90580.0
Qatar Airways (Q.C.S.C),IAD,90308.0
Empire Airlines Inc.,HNL,90171.0
Swiss International Airlines,BOS,90111.0
GoJet Airlines LLC d/b/a United Express,MEM,90093.0
Iberia Air Lines Of Spain,ORD,89902.0
Frontier Airlines Inc.,IAH,89879.0
Taca Peru,LIM,89673.0
Mesa Airlines Inc.,LGA,89548.0
Singapore Airlines Ltd.,LAX,89378.0
Delta Air Lines Inc.,ZRH,89147.0
American Airlines Inc.,ANU,89061.0
Lacsa,SAL,89029.0
ABC Aerolineas SA de CV dba Interjet,LAS,88931.0
American Airlines Inc.,CUR,88860.0
JetBlue Airways,PWM,88829.0
Sky Regional Airlines Inc.,DFW,88817.0
Ukraine International Airlines,JFK,88698.0
JetBlue Airways,HOU,88630.0
Hong Kong Airlines Limited,SFO,88588.0
British Airways Plc,DFW,88583.0
JetBlue Airways,PLS,88577.0
Mesa Airlines Inc.,PHL,88383.0
Tap-Portuguese Airlines,MIA,88274.0
Allegiant Air,MYR,88147.0
Aeromexico,MCO,87915.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HAV,87861.0
Compass Airlines,SAT,87778.0
Ukraine International Airlines,KBP,87767.0
Klm Royal Dutch Airlines,IAH,87754.0
United Air Lines Inc.,BOM,87624.0
Endeavor Air Inc.,BNA,87455.0
American Airlines Inc.,HND,87420.0
Alaska Airlines Inc.,MCI,87380.0
SkyWest Airlines Inc.,HLN,87276.0
Southwest Airlines Co.,BZE,87175.0
ExpressJet Airlines LLC,CLT,87164.0
Qatar Airways (Q.C.S.C),ATL,87115.0
Envoy Air,JAX,87019.0
SkyWest Airlines Inc.,MDT,86968.0
