Airline,Dest_Airport,Passengers
Miami Air International,CMH,817.0
Spirit Air Lines,OKC,816.0
American Airlines Inc.,SPS,812.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,PBI,808.0
GoJet Airlines LLC d/b/a United Express,JFK,807.0
TEM Enterprises dba  Avelo Airlines,MYR,807.0
Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane,DOM,805.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",CMW,801.0
TUI Airlines Nederland B.V.,BRU,795.0
British Airways Plc,CWL,788.0
Flair Airlines Ltd.,PSP,783.0
Air Canada,YEG,782.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DFW,781.0
Trans States Airlines,CVG,778.0
Trans States Airlines,MCI,777.0
Compagnie Natl Air France,DEN,776.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MEM,775.0
Sun Country Airlines d/b/a MN Airlines,CMH,774.0
Korean Air Lines Co. Ltd.,NGO,773.0
TEM Enterprises dba  Avelo Airlines,BUF,772.0
TEM Enterprises dba  Avelo Airlines,LRD,771.0
Unknown,EWR,758.0
Hageland Aviation Service,FYU,757.0
Harris Air Services,JNU,757.0
Air Canada,BNA,754.0
TEM Enterprises dba  Avelo Airlines,RIC,753.0
Compagnie Natl Air France,LAS,752.0
Miami Air International,DSM,750.0
TEM Enterprises dba  Avelo Airlines,DTW,749.0
Republic Airline,AGS,748.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ICT,747.0
TEM Enterprises dba  Avelo Airlines,EWR,744.0
London Air Services Limited,YVR,739.0
Fast Colombia SAS d/b/a Viva Colombia,SMR,738.0
Jeju Air Co Ltd.,NGO,738.0
GoJet Airlines LLC d/b/a United Express,RSW,738.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),ACA,736.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",PSE,736.0
Boutique Air,BWI,736.0
United Air Lines Inc.,LCH,735.0
Surinam Airways Limited,PBM,727.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,724.0
TEM Enterprises dba  Avelo Airlines,MCO,723.0
Lufthansa German Airlines,OAK,720.0
Allegiant Air,TCM,719.0
Allegiant Air,BUF,716.0
GoJet Airlines LLC d/b/a United Express,COS,715.0
Alaska Central Express,DUT,712.0
Sun Country Airlines d/b/a MN Airlines,ELP,712.0
TEM Enterprises dba  Avelo Airlines,CLT,710.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",DUT,705.0
Southwest Airlines Co.,PUB,704.0
United Air Lines Inc.,LGB,704.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRK,701.0
TEM Enterprises dba  Avelo Airlines,PUJ,699.0
Flair Airlines Ltd.,YWG,698.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GTF,698.0
Omni Air International LLC,ELP,697.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),SJU,693.0
Sun Country Airlines d/b/a MN Airlines,RDU,693.0
Lufthansa German Airlines,MEX,691.0
Miami Air International,BNA,690.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CYS,689.0
British Airways Plc,YYZ,688.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,687.0
Atlas Air Inc.,JAX,686.0
TEM Enterprises dba  Avelo Airlines,YNG,683.0
Omni Air International LLC,OGG,682.0
Air Wisconsin Airlines Corp,OKC,678.0
TEM Enterprises dba  Avelo Airlines,YYZ,675.0
TEM Enterprises dba  Avelo Airlines,PIT,673.0
Air Canada,DAL,671.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MOT,671.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJC,671.0
TEM Enterprises dba  Avelo Airlines,YIP,670.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SLC,667.0
Miami Air International,LAN,664.0
TEM Enterprises dba  Avelo Airlines,CEF,658.0
GoJet Airlines LLC d/b/a United Express,LAS,657.0
Omni Air International LLC,GUM,655.0
TEM Enterprises dba  Avelo Airlines,MEM,652.0
Avjet Corporation,BUR,648.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LNK,648.0
Sun Country Airlines d/b/a MN Airlines,COU,647.0
Bering Air Inc.,ANC,646.0
Omni Air International LLC,OAK,646.0
Sun Country Airlines d/b/a MN Airlines,BWI,644.0
Norwegian Air UK Limited,DTW,643.0
Sun Country Airlines d/b/a MN Airlines,YIP,639.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FOE,632.0
Norwegian Air UK Limited,DUB,630.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,HPN,628.0
American Airlines Inc.,YYT,627.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",AUA,626.0
Miami Air International,YQX,625.0
Endeavor Air Inc.,OKC,625.0
Miami Air International,ATL,624.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),ABQ,624.0
Sun Country Airlines d/b/a MN Airlines,DLH,624.0
Republic Airline,CHA,622.0
Miami Air International,HPN,620.0
National Air Cargo Group Inc d/ba National Airlines,MIA,620.0
TEM Enterprises dba  Avelo Airlines,ORF,619.0
TEM Enterprises dba  Avelo Airlines,AUA,618.0
Lufthansa German Airlines,SLC,615.0
Omni Air International LLC,DUB,612.0
Bradley Air Services Ltd.,YOW,612.0
Air Company Yakutia,ANC,611.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BOG,609.0
Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane,FDF,607.0
Republic Airline,HOU,605.0
Envoy Air,RSW,605.0
Republic Airline,MFE,603.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SDQ,602.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PVD,601.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRM,599.0
WOW Air ehf,MCO,598.0
LAN Argentina,MDZ,597.0
Tradewind Aviation,BOS,597.0
Miami Air International,DAY,596.0
Envoy Air,FLO,595.0
TEM Enterprises dba  Avelo Airlines,NAS,593.0
Miami Air International,BOS,592.0
TUI Airlines Nederland B.V.,BWI,587.0
Miami Air International,MEM,586.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YWG,586.0
TEM Enterprises dba  Avelo Airlines,MAR,584.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HPN,584.0
Via Airlines d/b/a Charter Air Transport,BTR,582.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BOI,581.0
"Southern Airways Express, dba Mokulele Airlines",PBI,580.0
TEM Enterprises dba  Avelo Airlines,PVD,580.0
SkyWest Airlines Inc.,AMA,579.0
Allegiant Air,SMF,578.0
Sun Country Airlines d/b/a MN Airlines,SJC,575.0
Air Company Yakutia,PKC,574.0
GoJet Airlines LLC d/b/a United Express,BTV,571.0
Sun Country Airlines d/b/a MN Airlines,JAX,571.0
Jin Air Co Ltd.,FUK,567.0
Allegiant Air,BED,565.0
Sunwing Airlines Inc.,ATL,563.0
Air Canada,PIT,561.0
TEM Enterprises dba  Avelo Airlines,MKE,559.0
American Airlines Inc.,HOU,559.0
JetBlue Airways,GEG,557.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,TEB,556.0
United Air Lines Inc.,LCK,556.0
Allegiant Air,PHX,554.0
United Air Lines Inc.,YQX,553.0
National Air Cargo Group Inc d/ba National Airlines,KIN,551.0
Bradley Air Services Ltd.,YHM,551.0
Atlas Air Inc.,ATL,551.0
Air Canada,IAD,550.0
Delta Air Lines Inc.,MVD,550.0
Omni Air International LLC,BWI,550.0
TEM Enterprises dba  Avelo Airlines,ROC,548.0
"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",CCZ,548.0
Unknown,VRB,545.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",AMA,542.0
Sun Country Airlines d/b/a MN Airlines,LAN,542.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GFK,542.0
Delta Air Lines Inc.,YHZ,540.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MDW,538.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ABI,538.0
JetBlue Airways,MIA,538.0
National Air Cargo Group Inc d/ba National Airlines,CAE,537.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",ELP,537.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MDT,536.0
Allegiant Air,ATL,535.0
Mesa Airlines Inc.,CAE,530.0
TEM Enterprises dba  Avelo Airlines,PBI,530.0
Delta Air Lines Inc.,GFK,529.0
Sun Country Airlines d/b/a MN Airlines,MCI,529.0
Philippine Airlines Inc.,CEB,527.0
Omni Air International LLC,ORD,526.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",TLH,525.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",MSY,525.0
TEM Enterprises dba  Avelo Airlines,CUN,524.0
Spirit Air Lines,MIA,524.0
United Air Lines Inc.,BFI,523.0
TEM Enterprises dba  Avelo Airlines,CHS,522.0
Jazz Aviation LP,CLE,521.0
Allegiant Air,CAE,521.0
Allegiant Air,HOU,520.0
American Airlines Inc.,SWF,517.0
Miami Air International,BDL,516.0
Scandinavian Airlines Sys.,SWF,516.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MSN,515.0
Cathay Pacific Airways Ltd.,ANC,513.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",SNU,513.0
TEM Enterprises dba  Avelo Airlines,CVG,509.0
GoJet Airlines LLC d/b/a United Express,CYS,508.0
Delta Air Lines Inc.,PIE,507.0
Miami Air International,ANU,505.0
Miami Air International,JAX,505.0
Sun Country Airlines d/b/a MN Airlines,ATL,504.0
Warbelow,SCC,503.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,OPF,502.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",TUL,502.0
Sun Country Airlines d/b/a MN Airlines,ORD,500.0
Allegiant Air,TLH,500.0
Japan Air Lines Co. Ltd.,HIJ,499.0
Southwest Airlines Co.,BTR,499.0
Miami Air International,PSE,497.0
Spirit Air Lines,PUB,496.0
Air Transat,SJU,493.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RIC,492.0
Allegiant Air,MCO,491.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,OMA,489.0
Miami Air International,LIR,489.0
Omni Air International LLC,SAT,489.0
Omni Air International LLC,DFW,489.0
Atlas Air Inc.,CLE,489.0
Sun Country Airlines d/b/a MN Airlines,TYS,489.0
VistaJet Limited,TEB,488.0
ExpressJet Airlines LLC,MCO,488.0
Delta Air Lines Inc.,YOW,485.0
TEM Enterprises dba  Avelo Airlines,DAY,483.0
Miami Air International,DFW,483.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FTW,483.0
Kenmore Air Harbor,BFI,483.0
Air Canada rouge LP,LGA,482.0
Miami Air International,MKE,481.0
Lufthansa German Airlines,AMS,480.0
Aeromexico,MTY,480.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRB,478.0
Miami Air International,DEN,473.0
Scandinavian Airlines Sys.,AUS,471.0
Miami Air International,MEX,470.0
Alaska Airlines Inc.,BFI,470.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SYR,470.0
United Air Lines Inc.,LIT,469.0
Finnair Oy,MKE,467.0
United Air Lines Inc.,PIE,467.0
Sun Country Airlines d/b/a MN Airlines,DAL,466.0
American Airlines Inc.,ROC,466.0
Allegiant Air,BOS,465.0
Sun Country Airlines d/b/a MN Airlines,DSM,465.0
Allegiant Air,LFT,465.0
Sun Country Airlines d/b/a MN Airlines,HKY,465.0
"Porter Airlines, Inc.",BTV,464.0
Norwegian Air Shuttle ASA,MSP,464.0
Miami Air International,DAL,463.0
Sun Country Airlines d/b/a MN Airlines,GFK,462.0
Lufthansa German Airlines,AUS,462.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",STX,462.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ABQ,462.0
Allegiant Air,BHM,461.0
Allegiant Air,YIP,461.0
United Air Lines Inc.,CTS,455.0
Nolinor Aviation,YUL,454.0
Delta Air Lines Inc.,VCP,454.0
Lufthansa German Airlines,MAN,454.0
Southwest Airlines Co.,FOE,453.0
ExpressJet Airlines LLC,SAT,453.0
TEM Enterprises dba  Avelo Airlines,IAH,453.0
Miami Air International,CLT,453.0
American Airlines Inc.,TLH,451.0
Miami Air International,LAS,451.0
Sun Country Airlines d/b/a MN Airlines,LNK,451.0
Miami Air International,HOU,448.0
Miami Air International,LCK,448.0
Allegiant Air,DAL,448.0
British Airways Plc,SNN,448.0
TEM Enterprises dba  Avelo Airlines,CCS,447.0
Jet2.com,GLA,446.0
Compagnie Natl Air France,YWG,446.0
Lan Peru Airlines,JFK,445.0
Virgin Atlantic Airways,DUB,444.0
Allegiant Air,NKX,442.0
Alaska Central Express,DLG,442.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCO,441.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",COU,441.0
Piedmont Airlines,RDU,441.0
Envoy Air,MLB,440.0
"Jet Aviation Flight Services, Inc.",MIA,438.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,BNA,438.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MYR,437.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,437.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJT,436.0
Air Canada,CMH,434.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MAF,433.0
United Air Lines Inc.,YYR,432.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",GAL,432.0
National Air Cargo Group Inc d/ba National Airlines,PIE,432.0
Oceanair Linhas Aereas S A,GIG,430.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SEA,429.0
"Southern Airways Express, dba Mokulele Airlines",TPA,428.0
American Airlines Inc.,COR,427.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RNO,424.0
Omni Air International LLC,LAX,423.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PSE,423.0
Transportes Aeros Meridiona,CNF,421.0
Air Canada rouge LP,DTW,419.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",AUA,418.0
Sun Country Airlines d/b/a MN Airlines,DAY,418.0
Atlas Air Inc.,SAT,416.0
Scott Air LLC dba Island Air Express,JNU,411.0
ExpressJet Airlines LLC,SLC,410.0
United Air Lines Inc.,AEX,408.0
Virgin America,SLC,407.0
Sun Country Airlines d/b/a MN Airlines,CLL,407.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,PVD,407.0
Alaska Central Express,CDB,406.0
Miami Air International,OKC,406.0
Air Asia X Berhad dba Airasia X,NGO,404.0
Allegiant Air,MSP,404.0
Omni Air International LLC,PNH,403.0
Sun Country Airlines d/b/a MN Airlines,GRB,403.0
TEM Enterprises dba  Avelo Airlines,OKC,403.0
Atlas Air Inc.,MCI,401.0
Virgin Atlantic Airways,TPA,401.0
American Airlines Inc.,CRP,400.0
Air Canada,DFW,398.0
Miami Air International,HAV,398.0
Air Canada,OAK,398.0
TEM Enterprises dba  Avelo Airlines,BLA,395.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",SCU,395.0
Atlas Air Inc.,BDL,394.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OKC,394.0
El Al Israel Airlines Ltd.,WAW,393.0
Bradley Air Services Ltd.,YXU,392.0
TEM Enterprises dba  Avelo Airlines,TYS,390.0
Aeromexico,CUN,388.0
Allegiant Air,SLC,388.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",KIN,386.0
Miami Air International,CAE,385.0
XL Airways France,LDE,383.0
Delta Air Lines Inc.,CNF,383.0
Allegiant Air,CLT,382.0
Allegiant Air,BDL,381.0
Miami Air International,JFK,381.0
Allegiant Air,PHF,381.0
Ameristar Air Cargo,CLL,381.0
Atlas Air Inc.,CLT,381.0
Lufthansa German Airlines,YYT,379.0
"Jet Aviation Flight Services, Inc.",MDW,379.0
National Air Cargo Group Inc d/ba National Airlines,DAL,378.0
United Air Lines Inc.,ABI,377.0
Trans States Airlines,CLT,377.0
Omni Air International LLC,RMS,377.0
National Air Cargo Group Inc d/ba National Airlines,MSY,376.0
Miami Air International,MDW,375.0
TEM Enterprises dba  Avelo Airlines,ISP,375.0
Air Canada rouge LP,JAX,374.0
Compagnie Natl Air France,CLT,373.0
"KaiserAir, Inc.",LAS,368.0
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,BWI,368.0
Tropic Ocean Airways LLC,GHC,368.0
Miami Air International,PWM,365.0
TEM Enterprises dba  Avelo Airlines,PWM,363.0
Flair Airlines Ltd.,PIE,363.0
Allegiant Air,GEG,358.0
Air Sunshine Inc.,EIS,358.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YNG,355.0
Omni Air International LLC,OKC,355.0
London Air Services Limited,BFI,355.0
Sun Country Airlines d/b/a MN Airlines,CLT,355.0
TEM Enterprises dba  Avelo Airlines,ATL,354.0
American Airlines Inc.,SVD,354.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",MCG,351.0
Omni Air International LLC,FLL,349.0
"Mokulele Flight Services, Inc.",LNY,348.0
Tropic Ocean Airways LLC,MHH,348.0
Miami Air International,PVD,348.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ACT,346.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BDL,345.0
Sun Country Airlines d/b/a MN Airlines,ICT,342.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",MFE,342.0
Atlas Air Inc.,EWR,340.0
Compagnie Natl Air France,SAN,339.0
Talofa Airways Limited,TBU,339.0
Atlas Air Inc.,SJC,338.0
TEM Enterprises dba  Avelo Airlines,DAL,337.0
Miami Air International,AUS,337.0
Aeromexico,PVR,336.0
Norwegian Air Shuttle ASA,YYT,336.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",CUN,335.0
Atlas Air Inc.,BNA,334.0
"Southern Airways Express, dba Mokulele Airlines",MDT,334.0
National Air Cargo Group Inc d/ba National Airlines,BNA,334.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",CVG,334.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",CLT,333.0
Via Airlines d/b/a Charter Air Transport,TPA,333.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CPR,331.0
Atlas Air Inc.,DFW,331.0
Spirit Air Lines,STL,331.0
Spirit Air Lines,ELP,331.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LIT,331.0
Norwegian Air UK Limited,KEF,329.0
Norwegian Air UK Limited,SNN,328.0
Miami Air International,PIE,328.0
Norwegian Air Shuttle ASA,ALB,328.0
Norwegian Air International Ltd.,YQX,328.0
Air Sunshine Inc.,STX,328.0
SkyWest Airlines Inc.,LCH,328.0
Sun Country Airlines d/b/a MN Airlines,FOD,327.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,JAX,327.0
Eurowings GmbH,MCO,327.0
Atlas Air Inc.,PVD,327.0
Norwegian Air UK Limited,LPL,326.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",JFK,326.0
Miami Air International,ICT,326.0
Bradley Air Services Ltd.,YYZ,325.0
American Airlines Inc.,GNV,324.0
Miami Air International,STL,324.0
United Air Lines Inc.,TLH,324.0
Norwegian Air Shuttle ASA,IAD,323.0
TEM Enterprises dba  Avelo Airlines,ALB,323.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",CVG,321.0
Air Canada,PHL,321.0
TEM Enterprises dba  Avelo Airlines,CMH,320.0
Norwegian Air UK Limited,MKE,320.0
United Air Lines Inc.,EFD,320.0
Envoy Air,DEN,319.0
Norwegian Air UK Limited,MAN,319.0
United Air Lines Inc.,SHV,317.0
Alaska Airlines Inc.,RNO,317.0
United Air Lines Inc.,YIP,317.0
Atlas Air Inc.,IND,316.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",VRA,316.0
United Air Lines Inc.,ACT,315.0
Japan Air Lines Co. Ltd.,FUK,314.0
Miami Air International,SEA,314.0
Trans States Airlines,CYS,312.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",SYR,312.0
Hageland Aviation Service,OME,312.0
Alaska Airlines Inc.,MEM,312.0
Sun Country Airlines d/b/a MN Airlines,GCM,312.0
Omni Air International LLC,BGR,309.0
Sun Country Airlines d/b/a MN Airlines,SYR,309.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BTR,309.0
"Jet Aviation Flight Services, Inc.",LAX,308.0
Omni Air International LLC,ANC,307.0
Allegiant Air,CLL,307.0
Omni Air International LLC,MIA,306.0
National Air Cargo Group Inc d/ba National Airlines,TUL,306.0
TEM Enterprises dba  Avelo Airlines,IND,305.0
Talofa Airways Limited,PPG,304.0
Hawaiian Airlines Inc.,DEN,304.0
Alaska Airlines Inc.,SYR,303.0
Norwegian Air UK Limited,SWF,303.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCI,303.0
Lan-Chile Airlines,ANF,302.0
Flair Airlines Ltd.,YYZ,300.0
Cape Air,JFK,299.0
Mesa Airlines Inc.,RSW,299.0
TEM Enterprises dba  Avelo Airlines,MSN,299.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MFE,298.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",SJO,298.0
TUI Airlines Nederland B.V.,LDE,297.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",COS,297.0
United Air Lines Inc.,DAY,296.0
Omni Air International LLC,DKR,296.0
Chartright Air Inc.,TEB,295.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YUL,295.0
Norwegian Air UK Limited,STN,295.0
"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",FXE,294.0
Sun Country Airlines d/b/a MN Airlines,GRR,294.0
Spirit Air Lines,BHM,294.0
XL Airways France,IAD,293.0
Miami Air International,RIC,293.0
United Air Lines Inc.,DLC,292.0
Lufthansa German Airlines,SWF,292.0
United Air Lines Inc.,CAE,291.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",IAD,290.0
Miami Air International,GCM,289.0
Klm Royal Dutch Airlines,BOS,287.0
TEM Enterprises dba  Avelo Airlines,CAE,287.0
Republic Airline,FLL,287.0
Spirit Air Lines,MOB,286.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",CDV,286.0
Compagnie Natl Air France,YYR,285.0
"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",CDB,284.0
United Air Lines Inc.,LAN,284.0
Elite Airways LLC,ISP,284.0
Air Europa,BOS,282.0
Delta Air Lines Inc.,GOA,282.0
Smokey Bay Air Inc.,HOM,282.0
Alaska Airlines Inc.,YZF,282.0
Alaska Airlines Inc.,CLE,282.0
Klm Royal Dutch Airlines,YQB,281.0
Sun Country Airlines d/b/a MN Airlines,PIE,279.0
PSA Airlines Inc.,NAS,279.0
Atlas Air Inc.,LGB,279.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PUB,279.0
TEM Enterprises dba  Avelo Airlines,MBJ,279.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PBI,278.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DSM,277.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",LAS,277.0
Allegiant Air,GNV,277.0
Iberia Air Lines Of Spain,TER,276.0
Southwest Airlines Co.,IAH,276.0
Sun Country Airlines d/b/a MN Airlines,CDC,276.0
United Air Lines Inc.,IWO,276.0
JetBlue Airways,CZM,275.0
Norwegian Air Shuttle ASA,COS,275.0
Lufthansa German Airlines,LAS,275.0
Sun Country Airlines d/b/a MN Airlines,BZE,275.0
Cathay Pacific Airways Ltd.,MFM,275.0
Sun Country Airlines d/b/a MN Airlines,CHA,275.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ORF,275.0
Caribbean Airlines Limited,GND,274.0
Trans States Airlines,DTW,274.0
Hageland Aviation Service,UNK,274.0
Air Canada rouge LP,CLT,274.0
Compagnie Natl Air France,NCE,273.0
El Al Israel Airlines Ltd.,KTW,271.0
Air Asia X Berhad dba Airasia X,HNL,271.0
"KaiserAir, Inc.",LAX,271.0
Alaska Airlines Inc.,RSW,270.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CEF,269.0
Korean Air Lines Co. Ltd.,HND,269.0
Miami Air International,ORF,269.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HLN,268.0
VRG Linhas Aereas S A,PUJ,268.0
Klm Royal Dutch Airlines,SNN,267.0
Klm Royal Dutch Airlines,DUB,267.0
Delta Air Lines Inc.,COU,267.0
Allegiant Air,ONT,267.0
Omni Air International LLC,SNN,266.0
Unknown,MLB,266.0
"KaiserAir, Inc.",LGB,265.0
Korean Air Lines Co. Ltd.,HKD,265.0
Sun Country Airlines d/b/a MN Airlines,CAE,264.0
British Airways Plc,NAS,263.0
"KaiserAir, Inc.",PHX,263.0
All Nippon Airways Co.,PHX,260.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ISP,260.0
Norwegian Air Shuttle ASA,STN,259.0
Miami Air International,SKB,258.0
"Jet Aviation Flight Services, Inc.",HPN,258.0
Bahamasair Holding Limited,PIE,257.0
Miami Air International,YOW,257.0
Delta Air Lines Inc.,LGW,257.0
Alaska Central Express,AKN,257.0
Sun Country Airlines d/b/a MN Airlines,NAS,257.0
TEM Enterprises dba  Avelo Airlines,CHA,256.0
Cathay Pacific Airways Ltd.,SZX,256.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SUX,256.0
Scandinavian Airlines Sys.,DTW,256.0
TEM Enterprises dba  Avelo Airlines,TUL,255.0
Allegiant Air,FTW,255.0
TEM Enterprises dba  Avelo Airlines,RSW,255.0
SkyWest Airlines Inc.,CAE,255.0
Klm Royal Dutch Airlines,BGR,255.0
American Airlines Inc.,GGG,255.0
Miami Air International,FTW,254.0
Bradley Air Services Ltd.,YQM,254.0
Air Canada,MEL,253.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YVR,253.0
Sun Country Airlines d/b/a MN Airlines,OGG,252.0
Air Canada,SAN,252.0
Tap-Portuguese Airlines,IAD,251.0
Lufthansa German Airlines,CLE,251.0
Norwegian Air Shuttle ASA,SNN,251.0
ExpressJet Airlines LLC,ACT,251.0
ExpressJet Airlines LLC,YWG,251.0
Condor Flugdienst,SIN,251.0
Allegiant Air,BUR,250.0
Miami Air International,HNL,250.0
Mesa Airlines Inc.,YUM,249.0
Sun Country Airlines d/b/a MN Airlines,SLC,249.0
Sun Country Airlines d/b/a MN Airlines,BGR,249.0
JetBlue Airways,MYR,249.0
Tap-Portuguese Airlines,PHL,249.0
